name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mediterraneibacter	2316020	G	1449	367	1816	0.02106
Blautia	572511	G	502	1931	2433	0.02821
Anaerostipes	207244	G	273	29	302	0.00350
Roseburia	841	G	213	346	559	0.00648
Anaerobutyricum	2569097	G	210	13	223	0.00259
Dorea	189330	G	140	15	155	0.00180
Agathobacter	1766253	G	95	6	101	0.00117
Coprococcus	33042	G	76	9	85	0.00099
Enterocloster	2719313	G	74	0	74	0.00086
Lachnospira	28050	G	60	1	61	0.00071
Simiaoa	2944193	G	59	3	62	0.00072
Butyrivibrio	830	G	42	1	43	0.00050
Lachnoclostridium	1506553	G	20	0	20	0.00023
Novisyntrophococcus	2888809	G	15	0	15	0.00017
Anaerocolumna	1843210	G	12	0	12	0.00014
Lacrimispora	2719231	G	11	0	11	0.00013
Sellimonas	1769710	G	7	0	7	0.00008
Marvinbryantia	248744	G	7	0	7	0.00008
Herbinix	1663717	G	6	0	6	0.00007
Wansuia	2944198	G	5	0	5	0.00006
Stomatobaculum	1213720	G	5	0	5	0.00006
Pseudobutyrivibrio	46205	G	4	0	4	0.00005
Lachnoanaerobaculum	1164882	G	4	0	4	0.00005
Kineothrix	2163168	G	4	0	4	0.00005
Qiania	2944195	G	3	0	3	0.00003
Chakrabartyella	3088373	G	2	0	2	0.00002
Anaeropeptidivorans	2997360	G	1	0	1	0.00001
Chordicoccus	3031933	G	1	0	1	0.00001
Claveliimonas	3076670	G	1	0	1	0.00001
Anaerotignum	2039240	G	8	1	9	0.00010
Cellulosilyticum	698776	G	2	0	2	0.00002
Defluviitalea	1185408	G	1	0	1	0.00001
Faecalibacterium	216851	G	2741	488	3229	0.03744
Subdoligranulum	292632	G	130	20	150	0.00174
Flavonifractor	946234	G	72	83	155	0.00180
Vescimonas	2892396	G	35	72	107	0.00124
Ruminococcus	1263	G	13	0	13	0.00015
Ruthenibacterium	1905344	G	11	9	20	0.00023
Solibaculum	2842531	G	3	6	9	0.00010
Ethanoligenens	253238	G	1	0	1	0.00001
Anaerotruncus	244127	G	1	3	4	0.00005
Oscillibacter	459786	G	1	1	2	0.00002
Fastidiosipila	236752	G	1	0	1	0.00001
Pusillibacter	2892397	G	1	0	1	0.00001
Paludihabitans	2038676	G	1	0	1	0.00001
Lawsonibacter	2172004	G	1	2	3	0.00003
Caproicibacterium	2834348	G	1	0	1	0.00001
Clostridium	1485	G	88	140	228	0.00264
Hungatella	1649459	G	20	1	21	0.00024
Sarcina	1266	G	2	1	3	0.00003
Intestinibacillus	1928820	G	5	2	7	0.00008
Eubacterium	1730	G	6	0	6	0.00007
Intestinimonas	1392389	G	3	1	4	0.00005
Thermaerobacter	73918	G	1	0	1	0.00001
Flintibacter	1918454	G	1	0	1	0.00001
Massilistercora	2717089	G	1	0	1	0.00001
Acutalibacter	1918385	G	2	3	5	0.00006
Desulforamulus	2916693	G	1	0	1	0.00001
Aristaeella	3046369	G	1	0	1	0.00001
Intestinibacter	1505657	G	6	8	14	0.00016
Terrisporobacter	1505652	G	2	4	6	0.00007
Paraclostridium	1849822	G	2	0	2	0.00002
Clostridioides	1870884	G	1	3	4	0.00005
Peptacetobacter	2743582	G	1	0	1	0.00001
Filifactor	44259	G	8	0	8	0.00009
Acetoanaerobium	186831	G	1	0	1	0.00001
Aminipila	2060094	G	2	0	2	0.00002
Serpentinicella	1890059	G	1	0	1	0.00001
Christensenella	990721	G	1	0	1	0.00001
Bacillus	1386	G	269	7542	7811	0.09057
Priestia	2800373	G	6	0	6	0.00007
Neobacillus	2675232	G	5	0	5	0.00006
Cytobacillus	2675230	G	3	0	3	0.00003
Parageobacillus	1906945	G	1	0	1	0.00001
Fictibacillus	1329200	G	1	0	1	0.00001
Gracilibacillus	74385	G	1	0	1	0.00001
Staphylococcus	1279	G	99	2266	2365	0.02742
Jeotgalicoccus	227979	G	3	0	3	0.00003
