name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Blautia	572511	G	51	61	112	0.00339
Anaerobutyricum	2569097	G	30	38	68	0.00206
Anaerostipes	207244	G	27	24	51	0.00154
Mediterraneibacter	2316020	G	26	21	47	0.00142
Dorea	189330	G	13	25	38	0.00115
Enterocloster	2719313	G	10	2	12	0.00036
Roseburia	841	G	9	4	13	0.00039
Lachnoclostridium	1506553	G	8	4	12	0.00036
Anaerocolumna	1843210	G	3	0	3	0.00009
Agathobacter	1766253	G	2	3	5	0.00015
Sellimonas	1769710	G	2	0	2	0.00006
Chakrabartyella	3088373	G	1	0	1	0.00003
Chordicoccus	3031933	G	1	0	1	0.00003
Tyzzerella	1506577	G	1	0	1	0.00003
Novisyntrophococcus	2888809	G	1	0	1	0.00003
Anaerotignum	2039240	G	9	11	20	0.00060
Faecalibacterium	216851	G	85	12	97	0.00293
Flavonifractor	946234	G	24	20	44	0.00133
Lawsonibacter	2172004	G	12	13	25	0.00076
Ruthenibacterium	1905344	G	7	4	11	0.00033
Anaerotruncus	244127	G	3	4	7	0.00021
Petroclostridium	2304687	G	1	0	1	0.00003
Intestinibacillus	1928820	G	1	0	1	0.00003
Intestinimonas	1392389	G	1	0	1	0.00003
Clostridium	1485	G	1	0	1	0.00003
Desulfosporosinus	79206	G	1	0	1	0.00003
Clostridioides	1870884	G	1	6529	6530	0.19750
Bacillus	1386	G	72	3508	3580	0.10828
Lysinibacillus	400634	G	1	0	1	0.00003
Mesobacillus	2675231	G	1	0	1	0.00003
Paenibacillus	44249	G	3	0	3	0.00009
Streptococcus	1301	G	19	0	19	0.00057
Ligilactobacillus	2767887	G	3	4	7	0.00021
Lactobacillus	1578	G	1	1	2	0.00006
Dolosigranulum	29393	G	2	0	2	0.00006
Thomasclavelia	3025755	G	10	7	17	0.00051
Amedibacterium	2749267	G	4	9	13	0.00039
Bulleidia	118747	G	1	0	1	0.00003
Phascolarctobacterium	33024	G	3	0	3	0.00009
Veillonella	29465	G	1	0	1	0.00003
Selenomonas	970	G	1	0	1	0.00003
Peptoniphilus	162289	G	2	1	3	0.00009
Anaerococcus	165779	G	2	0	2	0.00006
Cutibacterium	1912216	G	96	29	125	0.00378
Brooklawnia	369926	G	1	1	2	0.00006
