name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mediterraneibacter	2316020	G	96	68	164	0.00333
Dorea	189330	G	13	19	32	0.00065
Anaerostipes	207244	G	11	6	17	0.00035
Anaerobutyricum	2569097	G	10	8	18	0.00037
Blautia	572511	G	9	5	14	0.00028
Roseburia	841	G	5	1	6	0.00012
Agathobacter	1766253	G	4	4	8	0.00016
Enterocloster	2719313	G	2	0	2	0.00004
Simiaoa	2944193	G	2	2	4	0.00008
Coprococcus	33042	G	2	3	5	0.00010
Lachnoclostridium	1506553	G	1	0	1	0.00002
Tyzzerella	1506577	G	1	0	1	0.00002
Anaerotignum	2039240	G	4	3	7	0.00014
Faecalibacterium	216851	G	65	34	99	0.00201
Ethanoligenens	253238	G	25	9	34	0.00069
Subdoligranulum	292632	G	9	2	11	0.00022
Solibaculum	2842531	G	3	3	6	0.00012
Ruminococcus	1263	G	2	0	2	0.00004
Anaerotruncus	244127	G	2	2	4	0.00008
Ruthenibacterium	1905344	G	2	1	3	0.00006
Lawsonibacter	2172004	G	2	1	3	0.00006
Clostridium	1485	G	3	7	10	0.00020
Proteiniclasticum	1155385	G	1	0	1	0.00002
Peptacetobacter	2743582	G	5	0	5	0.00010
Bacillus	1386	G	133	4263	4396	0.08933
Metabacillus	2675233	G	24	0	24	0.00049
Neobacillus	2675232	G	2	0	2	0.00004
Mesobacillus	2675231	G	1	0	1	0.00002
Geobacillus	129337	G	1	0	1	0.00002
Staphylococcus	1279	G	22	112	134	0.00272
Paenibacillus	44249	G	8	0	8	0.00016
Gemella	1378	G	4	0	4	0.00008
Streptococcus	1301	G	48	7	55	0.00112
Aerococcus	1375	G	2	0	2	0.00004
Ligilactobacillus	2767887	G	2	0	2	0.00004
Weissella	46255	G	1	0	1	0.00002
Latilactobacillus	2767885	G	1	1	2	0.00004
Carnobacterium	2747	G	1	0	1	0.00002
Longicatena	1918536	G	3	3	6	0.00012
Amedibacterium	2749267	G	3	3	6	0.00012
Faecalibacillus	2678885	G	2	1	3	0.00006
Veillonella	29465	G	9	0	9	0.00018
Selenomonas	970	G	2	0	2	0.00004
Phascolarctobacterium	33024	G	1	0	1	0.00002
Finegoldia	150022	G	2	0	2	0.00004
Anaerococcus	165779	G	2	0	2	0.00004
