name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Blautia	572511	G	114	463	577	0.00865
Anaerostipes	207244	G	44	9	53	0.00079
Mediterraneibacter	2316020	G	32	3	35	0.00052
Simiaoa	2944193	G	20	2	22	0.00033
Anaerobutyricum	2569097	G	17	2	19	0.00028
Dorea	189330	G	16	1	17	0.00025
Enterocloster	2719313	G	10	0	10	0.00015
Lachnospira	28050	G	9	0	9	0.00013
Coprococcus	33042	G	7	0	7	0.00010
Roseburia	841	G	5	0	5	0.00007
Lachnoclostridium	1506553	G	2	0	2	0.00003
Agathobacter	1766253	G	2	0	2	0.00003
Anaerocolumna	1843210	G	1	0	1	0.00001
Butyrivibrio	830	G	1	0	1	0.00001
Stomatobaculum	1213720	G	1	0	1	0.00001
Lachnoanaerobaculum	1164882	G	1	0	1	0.00001
Faecalibacterium	216851	G	229	28	257	0.00385
Subdoligranulum	292632	G	20	3	23	0.00034
Flavonifractor	946234	G	5	2	7	0.00010
Vescimonas	2892396	G	2	0	2	0.00003
Oscillibacter	459786	G	2	56	58	0.00087
Ruminococcus	1263	G	2	0	2	0.00003
Lawsonibacter	2172004	G	2	1	3	0.00004
Caproicibacterium	2834348	G	1	0	1	0.00001
Clostridium	1485	G	11	29	40	0.00060
Caloramator	44258	G	1	0	1	0.00001
Intestinibacillus	1928820	G	2	2	4	0.00006
Intestinimonas	1392389	G	3	1	4	0.00006
Aristaeella	3046369	G	2	0	2	0.00003
Heliomicrobium	2831443	G	1	0	1	0.00001
Romboutsia	1501226	G	1	0	1	0.00001
Gelria	189326	G	1	0	1	0.00001
Moorella	44260	G	1	0	1	0.00001
Bacillus	1386	G	151	7164	7315	0.10965
Anoxybacillus	150247	G	53	0	53	0.00079
Peribacillus	2675229	G	3	0	3	0.00004
Mesobacillus	2675231	G	2	0	2	0.00003
Halobacillus	45667	G	2	0	2	0.00003
Staphylococcus	1279	G	29	1221	1250	0.01874
Paenibacillus	44249	G	22	18	40	0.00060
Gemella	1378	G	2	0	2	0.00003
Listeria	1637	G	1	5	6	0.00009
Laceyella	292635	G	1	0	1	0.00001
Streptococcus	1301	G	48	18	66	0.00099
Aerococcus	1375	G	8	0	8	0.00012
Granulicatella	117563	G	4	5	9	0.00013
Carnobacterium	2747	G	1	0	1	0.00001
Dolosigranulum	29393	G	1	0	1	0.00001
Leuconostoc	1243	G	2	1	3	0.00004
Limosilactobacillus	2742598	G	1	0	1	0.00001
Lactiplantibacillus	2767842	G	1	1	2	0.00003
Ligilactobacillus	2767887	G	1	0	1	0.00001
Selenomonas	970	G	6	0	6	0.00009
Veillonella	29465	G	5	0	5	0.00007
Phascolarctobacterium	33024	G	2	0	2	0.00003
Faecalibacillus	2678885	G	7	1	8	0.00012
Thomasclavelia	3025755	G	1	0	1	0.00001
Solobacterium	123375	G	1	0	1	0.00001
Anaerococcus	165779	G	3	1	4	0.00006
Finegoldia	150022	G	1	0	1	0.00001
Cutibacterium	1912216	G	194	44	238	0.00357
Microlunatus	29404	G	4	6	10	0.00015
Tessaracoccus	72763	G	1	1	2	0.00003
Arachnia	2801844	G	1	0	1	0.00001
Micropruina	116071	G	3	3	6	0.00009
Nocardioides	1839	G	2	3	5	0.00007
Friedmanniella	53387	G	1	1	2	0.00003
Kribbella	182639	G	1	0	1	0.00001
Kytococcus	57499	G	47	55	102	0.00153
Kocuria	57493	G	19	8	27	0.00040
Micrococcus	1269	G	9	1	10	0.00015
Rothia	32207	G	5	1	6	0.00009
Paeniglutamicibacter	1742990	G	1	0	1	0.00001
Dermacoccus	57495	G	11	11	22	0.00033
Janibacter	53457	G	6	7	13	0.00019
Microbacterium	33882	G	1	1	2	0.00003
Leucobacter	55968	G	1	0	1	0.00001
Brachybacterium	43668	G	2	0	2	0.00003
Cellulomonas	1707	G	1	1	2	0.00003
