name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Anaerostipes	207244	G	46	46	92	0.00230
Agathobacter	1766253	G	38	40	78	0.00195
Anaerobutyricum	2569097	G	34	27	61	0.00152
Mediterraneibacter	2316020	G	31	26	57	0.00142
Dorea	189330	G	24	33	57	0.00142
Roseburia	841	G	19	15	34	0.00085
Coprococcus	33042	G	15	23	38	0.00095
Blautia	572511	G	12	5	17	0.00042
Enterocloster	2719313	G	6	1	7	0.00017
Lachnospira	28050	G	5	1	6	0.00015
Simiaoa	2944193	G	4	4	8	0.00020
Lachnoclostridium	1506553	G	4	1	5	0.00012
Novisyntrophococcus	2888809	G	3	0	3	0.00007
Kineothrix	2163168	G	3	0	3	0.00007
Anaerocolumna	1843210	G	2	0	2	0.00005
Butyrivibrio	830	G	2	0	2	0.00005
Herbinix	1663717	G	1	0	1	0.00002
Sellimonas	1769710	G	1	0	1	0.00002
Stomatobaculum	1213720	G	1	0	1	0.00002
Faecalibacterium	216851	G	139	135	274	0.00684
Vescimonas	2892396	G	2	0	2	0.00005
Lawsonibacter	2172004	G	2	3	5	0.00012
Ethanoligenens	253238	G	2	0	2	0.00005
Subdoligranulum	292632	G	2	1	3	0.00007
Ruthenibacterium	1905344	G	2	1	3	0.00007
Amygdalobacter	3079925	G	1	0	1	0.00002
Caproicibacterium	2834348	G	1	0	1	0.00002
Flavonifractor	946234	G	1	1	2	0.00005
Anaerotruncus	244127	G	1	2	3	0.00007
Fastidiosipila	236752	G	1	0	1	0.00002
Clostridium	1485	G	11	177	188	0.00469
Hungatella	1649459	G	8	1	9	0.00022
Proteiniborus	415014	G	3	0	3	0.00007
Intestinimonas	1392389	G	1	0	1	0.00002
Intestinibacillus	1928820	G	2	1	3	0.00007
Eubacterium	1730	G	2	0	2	0.00005
Thermoanaerobacterium	28895	G	1	0	1	0.00002
Bacillus	1386	G	135	20199	20334	0.50766
Priestia	2800373	G	5	0	5	0.00012
Neobacillus	2675232	G	2	0	2	0.00005
Caldifermentibacillus	3034001	G	1	2	3	0.00007
Niallia	2837506	G	1	0	1	0.00002
Peribacillus	2675229	G	1	0	1	0.00002
Fictibacillus	1329200	G	1	0	1	0.00002
Halobacillus	45667	G	1	0	1	0.00002
Staphylococcus	1279	G	32	195	227	0.00567
Jeotgalicoccus	227979	G	1	0	1	0.00002
Mammaliicoccus	2803850	G	1	2	3	0.00007
Gemella	1378	G	3	0	3	0.00007
Sporosarcina	1569	G	1	0	1	0.00002
Streptococcus	1301	G	41	20	61	0.00152
Lactococcus	1357	G	1	27	28	0.00070
Lactobacillus	1578	G	11	2	13	0.00032
Leuconostoc	1243	G	3	0	3	0.00007
Limosilactobacillus	2742598	G	1	0	1	0.00002
Lacticaseibacillus	2759736	G	1	0	1	0.00002
Amylolactobacillus	2767876	G	1	2	3	0.00007
Aerococcus	1375	G	5	3	8	0.00020
Faecalibacillus	2678885	G	68	19	87	0.00217
Thomasclavelia	3025755	G	5	1	6	0.00015
Allobaculum	174708	G	7	4	11	0.00027
Amedibacterium	2749267	G	4	13	17	0.00042
Longicatena	1918536	G	3	10	13	0.00032
Faecalibaculum	1729679	G	1	1	2	0.00005
Anaerococcus	165779	G	6	4	10	0.00025
Finegoldia	150022	G	2	0	2	0.00005
Peptoniphilus	162289	G	2	0	2	0.00005
Phascolarctobacterium	33024	G	6	4	10	0.00025
Veillonella	29465	G	2	0	2	0.00005
Selenomonas	970	G	1	0	1	0.00002
Cutibacterium	1912216	G	352	85	437	0.01091
Propionibacterium	1743	G	3	1	4	0.00010
Propioniciclava	1085622	G	2	4	6	0.00015
Arachnia	2801844	G	2	0	2	0.00005
Microlunatus	29404	G	1	0	1	0.00002
Tessaracoccus	72763	G	1	0	1	0.00002
Raineyella	1911549	G	1	1	2	0.00005
Nocardioides	1839	G	21	11	32	0.00080
Micrococcus	1269	G	62	18	80	0.00200
Kocuria	57493	G	56	68	124	0.00310
Rothia	32207	G	10	4	14	0.00035
Glutamicibacter	1742989	G	2	0	2	0.00005
Arthrobacter	1663	G	1	1	2	0.00005
