name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterobacter	547	G	13	969	982	0.02665
Escherichia	561	G	5	29418	29423	0.79850
Klebsiella	570	G	5	1058	1063	0.02885
Salmonella	590	G	1	285	286	0.00776
Pantoea	53335	G	2	0	2	0.00005
Serratia	613	G	1	1	2	0.00005
Proteus	583	G	1	2	3	0.00008
Stenotrophomonas	40323	G	53	59	112	0.00304
Xanthomonas	338	G	1	0	1	0.00003
Pseudomonas	286	G	27	144	171	0.00464
Moraxella	475	G	3	0	3	0.00008
Acinetobacter	469	G	2	4	6	0.00016
Candidatus Nitrosacidococcus	2796146	G	3	0	3	0.00008
Rheinheimera	67575	G	1	0	1	0.00003
Haemophilus	724	G	1	0	1	0.00003
Cellvibrio	10	G	2	0	2	0.00005
Halomonas	2745	G	2	0	2	0.00005
Steroidobacter	469322	G	1	0	1	0.00003
Pseudoalteromonas	53246	G	1	0	1	0.00003
Vibrio	662	G	1	0	1	0.00003
Sphingomonas	13687	G	17	0	17	0.00046
Microvirga	186650	G	3	2	5	0.00014
Bradyrhizobium	374	G	1	1	2	0.00005
Sinorhizobium	28105	G	1	1	2	0.00005
Defluviicoccus	111830	G	1	1	2	0.00005
Paracoccus	265	G	1	0	1	0.00003
Asticcacaulis	76890	G	1	0	1	0.00003
Acidovorax	12916	G	2	1	3	0.00008
Variovorax	34072	G	1	0	1	0.00003
Hydrogenophaga	47420	G	1	0	1	0.00003
Simplicispira	352450	G	1	1	2	0.00005
Cupriavidus	106589	G	2	0	2	0.00005
Paraburkholderia	1822464	G	1	0	1	0.00003
Robbsia	2038280	G	1	0	1	0.00003
Caldimonas	196013	G	2	1	3	0.00008
Massilia	149698	G	1	0	1	0.00003
Neisseria	482	G	1	0	1	0.00003
Nitrosomonas	914	G	1	0	1	0.00003
Bacillus	1386	G	102	3603	3705	0.10055
Staphylococcus	1279	G	50	104	154	0.00418
Jeotgalicoccus	227979	G	1	0	1	0.00003
Gemella	1378	G	4	0	4	0.00011
Sporosarcina	1569	G	1	0	1	0.00003
Streptococcus	1301	G	18	5	23	0.00062
Granulicatella	117563	G	4	5	9	0.00024
Dolosigranulum	29393	G	3	0	3	0.00008
Carnobacterium	2747	G	1	0	1	0.00003
Acetilactobacillus	2767874	G	1	0	1	0.00003
Companilactobacillus	2767879	G	1	0	1	0.00003
Vagococcus	2737	G	1	0	1	0.00003
Faecalibacterium	216851	G	7	0	7	0.00019
Vescimonas	2892396	G	1	0	1	0.00003
Clostridium	1485	G	2	15	17	0.00046
Mediterraneibacter	2316020	G	2	0	2	0.00005
Coprococcus	33042	G	2	5	7	0.00019
Blautia	572511	G	2	6	8	0.00022
Roseburia	841	G	1	2	3	0.00008
Enterocloster	2719313	G	1	0	1	0.00003
Stomatobaculum	1213720	G	1	0	1	0.00003
Anaerostipes	207244	G	1	1	2	0.00005
Megamonas	158846	G	21	0	21	0.00057
Selenomonas	970	G	1	0	1	0.00003
Veillonella	29465	G	1	0	1	0.00003
Dialister	39948	G	1	0	1	0.00003
Anaerococcus	165779	G	10	3	13	0.00035
Finegoldia	150022	G	1	0	1	0.00003
Peptoniphilus	162289	G	1	0	1	0.00003
Faecalibacillus	2678885	G	1	0	1	0.00003
Cutibacterium	1912216	G	56	16	72	0.00195
Nocardioides	1839	G	1	0	1	0.00003
Micropruina	116071	G	1	0	1	0.00003
Corynebacterium	1716	G	24	5	29	0.00079
Dietzia	37914	G	1	0	1	0.00003
Micrococcus	1269	G	5	0	5	0.00014
Rothia	32207	G	3	2	5	0.00014
Kocuria	57493	G	1	3	4	0.00011
Glutamicibacter	1742989	G	1	0	1	0.00003
Frigoribacterium	96492	G	2	0	2	0.00005
Microbacterium	33882	G	1	0	1	0.00003
Dermacoccus	57495	G	1	1	2	0.00005
Streptomyces	1883	G	13	11	24	0.00065
Kitasatospora	2063	G	1	0	1	0.00003
Actinomyces	1654	G	3	0	3	0.00008
Actinomycetospora	402649	G	1	1	2	0.00005
Denitrobacterium	79603	G	1	0	1	0.00003
Nostoc	1177	G	2	0	2	0.00005
Truepera	332248	G	3	0	3	0.00008
Capsulimonas	2494209	G	1	0	1	0.00003
Spirosoma	107	G	7	0	7	0.00019
Hymenobacter	89966	G	3	0	3	0.00008
Pontibacter	323449	G	2	0	2	0.00005
Dyadobacter	120831	G	1	0	1	0.00003
Prevotella	838	G	3	2	5	0.00014
Bacteroides	816	G	2	0	2	0.00005
Phocaeicola	909656	G	2	0	2	0.00005
Alistipes	239759	G	1	0	1	0.00003
Porphyromonas	836	G	1	0	1	0.00003
Leptotrichia	32067	G	1	2	3	0.00008
Fusobacterium	848	G	2	0	2	0.00005
Limnoglobus	2731450	G	2	1	3	0.00008
Campylobacter	194	G	1	0	1	0.00003
Methanocaldococcus	196118	G	337	177	514	0.01395
Homo	9605	G	4	0	4	0.00011
