name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	63	21	84	0.00170
Subdoligranulum	292632	G	20	1	21	0.00043
Ruthenibacterium	1905344	G	18	20	38	0.00077
Solibaculum	2842531	G	4	9	13	0.00026
Ruminococcus	1263	G	2	0	2	0.00004
Flavonifractor	946234	G	2	2	4	0.00008
Amygdalobacter	3079925	G	1	0	1	0.00002
Pusillibacter	2892397	G	1	1	2	0.00004
Vescimonas	2892396	G	1	3	4	0.00008
Oscillibacter	459786	G	1	2	3	0.00006
Anaerotruncus	244127	G	1	3	4	0.00008
Clostridium	1485	G	2	25	27	0.00055
Fenollaria	1686313	G	1	0	1	0.00002
Enterocloster	2719313	G	63	14	77	0.00156
Blautia	572511	G	29	16	45	0.00091
Anaerobutyricum	2569097	G	4	3	7	0.00014
Dorea	189330	G	2	3	5	0.00010
Wansuia	2944198	G	2	0	2	0.00004
Sellimonas	1769710	G	2	0	2	0.00004
Anaerostipes	207244	G	1	0	1	0.00002
Peptacetobacter	2743582	G	1	0	1	0.00002
Filifactor	44259	G	1	0	1	0.00002
Bacillus	1386	G	187	15010	15197	0.30771
Neobacillus	2675232	G	3	0	3	0.00006
Fictibacillus	1329200	G	3	0	3	0.00006
Priestia	2800373	G	3	0	3	0.00006
Peribacillus	2675229	G	1	0	1	0.00002
Cytobacillus	2675230	G	1	0	1	0.00002
Paenibacillus	44249	G	10	0	10	0.00020
Gemella	1378	G	10	0	10	0.00020
Staphylococcus	1279	G	5	15	20	0.00040
Streptococcus	1301	G	35	3	38	0.00077
Lactobacillus	1578	G	5	3	8	0.00016
Granulicatella	117563	G	3	3	6	0.00012
Dolosigranulum	29393	G	2	0	2	0.00004
Ruoffia	2862144	G	1	0	1	0.00002
Phascolarctobacterium	33024	G	10	0	10	0.00020
Megamonas	158846	G	1	1	2	0.00004
Megasphaera	906	G	1	0	1	0.00002
Dialister	39948	G	1	0	1	0.00002
Anaerococcus	165779	G	9	6	15	0.00030
Peptoniphilus	162289	G	1	0	1	0.00002
Parvimonas	543311	G	1	0	1	0.00002
Longicatena	1918536	G	1	1	2	0.00004
Cutibacterium	1912216	G	92	21	113	0.00229
Microlunatus	29404	G	1	1	2	0.00004
Brooklawnia	369926	G	1	0	1	0.00002
Arachnia	2801844	G	1	0	1	0.00002
Nocardioides	1839	G	1	0	1	0.00002
Corynebacterium	1716	G	47	8	55	0.00111
Mycobacterium	1763	G	4	4	8	0.00016
Rhodococcus	1827	G	1	0	1	0.00002
Gordonia	2053	G	1	0	1	0.00002
Micrococcus	1269	G	6	0	6	0.00012
Rothia	32207	G	4	1	5	0.00010
Kocuria	57493	G	3	5	8	0.00016
Microbacterium	33882	G	1	0	1	0.00002
Aquiluna	529881	G	1	0	1	0.00002
Salinibacterium	235888	G	1	0	1	0.00002
Cellulosimicrobium	157920	G	2	0	2	0.00004
Jonesia	43673	G	1	0	1	0.00002
Actinomyces	1654	G	5	0	5	0.00010
Winkia	2692118	G	2	1	3	0.00006
Schaalia	2529408	G	1	0	1	0.00002
Gardnerella	2701	G	5	0	5	0.00010
Streptomyces	1883	G	3	2	5	0.00010
Modestobacter	88138	G	1	0	1	0.00002
Olsenella	133925	G	1	0	1	0.00002
Nostoc	1177	G	2	0	2	0.00004
Calothrix	1186	G	1	0	1	0.00002
Oscillatoria	1158	G	1	1	2	0.00004
Deinococcus	1298	G	1	0	1	0.00002
Enterobacter	547	G	13	955	968	0.01960
Escherichia	561	G	4	1356	1360	0.02754
Salmonella	590	G	4	25583	25587	0.51808
Shigella	620	G	3	3396	3399	0.06882
Candidatus Moranella	1048757	G	1	0	1	0.00002
Candidatus Hamiltonella	568987	G	1	0	1	0.00002
Erwinia	551	G	1	2	3	0.00006
Pantoea	53335	G	1	1	2	0.00004
Proteus	583	G	2	12	14	0.00028
Morganella	581	G	1	3	4	0.00008
Serratia	613	G	1	0	1	0.00002
Acinetobacter	469	G	7	67	74	0.00150
Moraxella	475	G	3	1	4	0.00008
Pseudomonas	286	G	9	79	88	0.00178
Haemophilus	724	G	4	0	4	0.00008
Mannheimia	75984	G	1	0	1	0.00002
Stenotrophomonas	40323	G	7	10	17	0.00034
Xanthomonas	338	G	1	0	1	0.00002
Vibrio	662	G	3	0	3	0.00006
Halomonas	2745	G	2	0	2	0.00004
Thiothrix	1030	G	1	0	1	0.00002
Thalassotalea	1518149	G	1	0	1	0.00002
Cupriavidus	106589	G	6	0	6	0.00012
Polynucleobacter	44013	G	1	0	1	0.00002
Paraburkholderia	1822464	G	1	3	4	0.00008
Acidovorax	12916	G	1	8	9	0.00018
Caldimonas	196013	G	2	3	5	0.00010
Neisseria	482	G	4	7	11	0.00022
Methylobacterium	407	G	3	7	10	0.00020
Aliiroseovarius	1658781	G	2	3	5	0.00010
Paracoccus	265	G	1	0	1	0.00002
Rickettsia	780	G	3	0	3	0.00006
Brevundimonas	41275	G	2	0	2	0.00004
Asticcacaulis	76890	G	1	0	1	0.00002
Sphingorhabdus	1434046	G	1	1	2	0.00004
Bacteroides	816	G	134	21	155	0.00314
Phocaeicola	909656	G	103	42	145	0.00294
Parabacteroides	375288	G	54	11	65	0.00132
Alistipes	239759	G	40	3	43	0.00087
Butyricimonas	574697	G	5	0	5	0.00010
Odoribacter	283168	G	4	0	4	0.00008
Prevotella	838	G	3	1	4	0.00008
Segatella	2974251	G	2	0	2	0.00004
Porphyromonas	836	G	5	0	5	0.00010
Hymenobacter	89966	G	3	0	3	0.00006
Cytophaga	978	G	1	0	1	0.00002
Capnocytophaga	1016	G	1	0	1	0.00002
Gemmata	113	G	2	0	2	0.00004
Limnoglobus	2731450	G	1	0	1	0.00002
Candidatus Protochlamydia	282132	G	1	0	1	0.00002
Arcobacter	28196	G	2	0	2	0.00004
Leptotrichia	32067	G	1	0	1	0.00002
Borreliella	64895	G	1	0	1	0.00002
Chondromyces	50	G	1	0	1	0.00002
Chloracidobacterium	458032	G	1	0	1	0.00002
Methanocaldococcus	196118	G	504	876	1380	0.02794
Homo	9605	G	9	1	10	0.00020
