name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mediterraneibacter	2316020	G	67	42	109	0.00221
Agathobacter	1766253	G	14	10	24	0.00049
Simiaoa	2944193	G	13	9	22	0.00045
Dorea	189330	G	11	6	17	0.00035
Blautia	572511	G	11	2	13	0.00026
Anaerostipes	207244	G	10	8	18	0.00037
Anaerobutyricum	2569097	G	7	4	11	0.00022
Enterocloster	2719313	G	2	0	2	0.00004
Kineothrix	2163168	G	2	0	2	0.00004
Anaerocolumna	1843210	G	2	0	2	0.00004
Sellimonas	1769710	G	1	0	1	0.00002
Anaerotignum	2039240	G	1	1	2	0.00004
Flavonifractor	946234	G	38	24	62	0.00126
Faecalibacterium	216851	G	4	0	4	0.00008
Subdoligranulum	292632	G	4	0	4	0.00008
Ruminococcus	1263	G	2	0	2	0.00004
Solibaculum	2842531	G	1	0	1	0.00002
Ruthenibacterium	1905344	G	1	0	1	0.00002
Lawsonibacter	2172004	G	1	0	1	0.00002
Intestinimonas	1392389	G	1	0	1	0.00002
Flintibacter	1918454	G	1	0	1	0.00002
Bacillus	1386	G	80	3529	3609	0.07332
Mesobacillus	2675231	G	2	0	2	0.00004
Neobacillus	2675232	G	2	0	2	0.00004
Staphylococcus	1279	G	7	29	36	0.00073
Paenibacillus	44249	G	5	0	5	0.00010
Gemella	1378	G	3	0	3	0.00006
Exiguobacterium	33986	G	1	0	1	0.00002
Streptococcus	1301	G	30	0	30	0.00061
Lactobacillus	1578	G	1	0	1	0.00002
Ligilactobacillus	2767887	G	1	0	1	0.00002
Aerococcus	1375	G	2	3	5	0.00010
Granulicatella	117563	G	1	0	1	0.00002
Longicatena	1918536	G	4	5	9	0.00018
Erysipelothrix	1647	G	1	0	1	0.00002
Faecalibaculum	1729679	G	1	0	1	0.00002
Faecalibacillus	2678885	G	5	2	7	0.00014
Veillonella	29465	G	5	0	5	0.00010
Finegoldia	150022	G	2	0	2	0.00004
Parvimonas	543311	G	1	0	1	0.00002
Cutibacterium	1912216	G	162	54	216	0.00439
Arachnia	2801844	G	3	2	5	0.00010
Nocardioides	1839	G	1	0	1	0.00002
Micrococcus	1269	G	12	21	33	0.00067
Kocuria	57493	G	5	4	9	0.00018
Rothia	32207	G	2	0	2	0.00004
Dermacoccus	57495	G	8	2	10	0.00020
Kytococcus	57499	G	2	1	3	0.00006
Microbacterium	33882	G	2	2	4	0.00008
Janibacter	53457	G	1	0	1	0.00002
