name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mediterraneibacter	2316020	G	425	18	443	0.01077
Roseburia	841	G	175	456	631	0.01533
Blautia	572511	G	159	1135	1294	0.03145
Anaerobutyricum	2569097	G	142	3	145	0.00352
Anaerostipes	207244	G	129	16	145	0.00352
Dorea	189330	G	87	3	90	0.00219
Agathobacter	1766253	G	85	2	87	0.00211
Enterocloster	2719313	G	69	0	69	0.00168
Simiaoa	2944193	G	44	1	45	0.00109
Coprococcus	33042	G	39	1	40	0.00097
Lachnoclostridium	1506553	G	20	0	20	0.00049
Novisyntrophococcus	2888809	G	15	0	15	0.00036
Lachnospira	28050	G	8	0	8	0.00019
Butyrivibrio	830	G	8	0	8	0.00019
Herbinix	1663717	G	7	0	7	0.00017
Kineothrix	2163168	G	6	0	6	0.00015
Anaerocolumna	1843210	G	5	0	5	0.00012
Marvinbryantia	248744	G	5	0	5	0.00012
Pseudobutyrivibrio	46205	G	5	0	5	0.00012
Wansuia	2944198	G	4	0	4	0.00010
Sellimonas	1769710	G	3	0	3	0.00007
Claveliimonas	3076670	G	2	0	2	0.00005
Lacrimispora	2719231	G	2	0	2	0.00005
Defluviitalea	1185408	G	3	0	3	0.00007
Faecalibacterium	216851	G	473	60	533	0.01295
Ruthenibacterium	1905344	G	110	28	138	0.00335
Subdoligranulum	292632	G	70	11	81	0.00197
Flavonifractor	946234	G	25	8	33	0.00080
Lawsonibacter	2172004	G	2	1	3	0.00007
Acetivibrio	35829	G	1	0	1	0.00002
Vescimonas	2892396	G	1	0	1	0.00002
Solibaculum	2842531	G	1	0	1	0.00002
Oscillibacter	459786	G	1	49	50	0.00122
Anaerotruncus	244127	G	1	0	1	0.00002
Ruminococcus	1263	G	1	0	1	0.00002
Hungatella	1649459	G	56	6	62	0.00151
Clostridium	1485	G	24	85	109	0.00265
Flintibacter	1918454	G	32	10	42	0.00102
Sinanaerobacter	2886866	G	1	0	1	0.00002
Eubacterium	1730	G	21	1	22	0.00053
Alkalibacter	274470	G	1	0	1	0.00002
Intestinibacillus	1928820	G	5	0	5	0.00012
Agathobaculum	2048137	G	4	0	4	0.00010
Maliibacterium	3047433	G	6	0	6	0.00015
Aristaeella	3046369	G	3	0	3	0.00007
Caproiciproducens	1738645	G	1	1	2	0.00005
Heliomicrobium	2831443	G	1	0	1	0.00002
Desulfosporosinus	79206	G	1	0	1	0.00002
Desulfoscipio	2867376	G	1	0	1	0.00002
Intestinibacter	1505657	G	6	10	16	0.00039
Peptacetobacter	2743582	G	2	2	4	0.00010
Filifactor	44259	G	2	0	2	0.00005
Bacillus	1386	G	117	3112	3229	0.07847
Salicibibacter	2685905	G	4	0	4	0.00010
Fictibacillus	1329200	G	2	0	2	0.00005
Cytobacillus	2675230	G	1	0	1	0.00002
Priestia	2800373	G	1	0	1	0.00002
Staphylococcus	1279	G	3	18	21	0.00051
Gemella	1378	G	5	0	5	0.00012
Paenibacillus	44249	G	2	0	2	0.00005
Streptococcus	1301	G	26	24	50	0.00122
Lactococcus	1357	G	1	5	6	0.00015
Lactobacillus	1578	G	5	0	5	0.00012
Ruoffia	2862144	G	1	0	1	0.00002
Faecalibacillus	2678885	G	68	9	77	0.00187
Thomasclavelia	3025755	G	59	3	62	0.00151
Catenibacterium	135858	G	1	12	13	0.00032
Erysipelothrix	1647	G	1	0	1	0.00002
Solobacterium	123375	G	1	0	1	0.00002
Faecalibaculum	1729679	G	1	0	1	0.00002
Amedibacterium	2749267	G	1	0	1	0.00002
Selenomonas	970	G	6	0	6	0.00015
Veillonella	29465	G	4	0	4	0.00010
Dialister	39948	G	1	0	1	0.00002
Phascolarctobacterium	33024	G	1	2	3	0.00007
Finegoldia	150022	G	2	0	2	0.00005
Anaerococcus	165779	G	2	0	2	0.00005
Parvimonas	543311	G	1	0	1	0.00002
Cutibacterium	1912216	G	142	34	176	0.00428
Arachnia	2801844	G	1	0	1	0.00002
Bifidobacterium	1678	G	31	2	33	0.00080
Corynebacterium	1716	G	18	0	18	0.00044
Lawsonella	1847725	G	4	1	5	0.00012
Mycobacterium	1763	G	1	2	3	0.00007
Micrococcus	1269	G	10	0	10	0.00024
Rothia	32207	G	1	2	3	0.00007
Microbacterium	33882	G	6	2	8	0.00019
Dermacoccus	57495	G	2	2	4	0.00010
Kytococcus	57499	G	1	0	1	0.00002
Brachybacterium	43668	G	1	0	1	0.00002
Blastococcus	38501	G	2	1	3	0.00007
Modestobacter	88138	G	1	0	1	0.00002
Actinomyces	1654	G	1	0	1	0.00002
Varibaculum	184869	G	1	0	1	0.00002
Saccharomonospora	1851	G	1	0	1	0.00002
Streptomyces	1883	G	1	0	1	0.00002
Collinsella	102106	G	11	5	16	0.00039
Eggerthella	84111	G	1	1	2	0.00005
Adlercreutzia	447020	G	1	0	1	0.00002
Gordonibacter	644652	G	1	3	4	0.00010
Gloeothece	28070	G	2	0	2	0.00005
Geminocystis	669357	G	1	0	1	0.00002
Geitlerinema	63132	G	2	1	3	0.00007
Pseudanabaena	1152	G	1	0	1	0.00002
Truepera	332248	G	1	0	1	0.00002
Fimbriimonas	1005038	G	1	0	1	0.00002
Mycoplasmopsis	2767358	G	1	0	1	0.00002
Bacteroides	816	G	526	83	609	0.01480
Phocaeicola	909656	G	279	76	355	0.00863
Parabacteroides	375288	G	65	12	77	0.00187
Prevotella	838	G	3	0	3	0.00007
Alistipes	239759	G	1	0	1	0.00002
Porphyromonas	836	G	1	0	1	0.00002
Aureibaculum	2706948	G	4	0	4	0.00010
Flavobacterium	237	G	3	0	3	0.00007
Hymenobacter	89966	G	2	0	2	0.00005
Spirosoma	107	G	1	0	1	0.00002
Escherichia	561	G	10	1698	1708	0.04151
Enterobacter	547	G	5	73	78	0.00190
Klebsiella	570	G	3	165	168	0.00408
Salmonella	590	G	2	29364	29366	0.71367
Acinetobacter	469	G	20	3	23	0.00056
Moraxella	475	G	1	0	1	0.00002
Psychrobacter	497	G	1	0	1	0.00002
Pseudomonas	286	G	12	16	28	0.00068
Permianibacter	1649479	G	3	0	3	0.00007
Stenotrophomonas	40323	G	4	2	6	0.00015
Xanthomonas	338	G	1	0	1	0.00002
Candidatus Palibaumannia	198346	G	3	0	3	0.00007
Candidatus Thioglobus	655184	G	1	0	1	0.00002
Marinomonas	28253	G	2	0	2	0.00005
Halomonas	2745	G	1	0	1	0.00002
Alcanivorax	59753	G	1	0	1	0.00002
Vibrio	662	G	2	0	2	0.00005
Sulfurifustis	1692042	G	1	0	1	0.00002
Haemophilus	724	G	1	0	1	0.00002
Acidovorax	12916	G	1	0	1	0.00002
Cupriavidus	106589	G	4	0	4	0.00010
Caldimonas	196013	G	2	8	10	0.00024
Aquincola	391952	G	1	3	4	0.00010
Achromobacter	222	G	1	3	4	0.00010
Chromobacterium	535	G	1	0	1	0.00002
Mesorhizobium	68287	G	2	0	2	0.00005
Methylobacterium	407	G	1	3	4	0.00010
Bosea	85413	G	1	0	1	0.00002
Asticcacaulis	76890	G	1	0	1	0.00002
Sphingomonas	13687	G	3	2	5	0.00012
Aliiroseovarius	1658781	G	1	1	2	0.00005
Azospirillum	191	G	1	0	1	0.00002
Lawsonia	41707	G	5	1	6	0.00015
Nitratidesulfovibrio	2802295	G	4	4	8	0.00019
Oleidesulfovibrio	2909705	G	2	7	9	0.00022
Taurinivorans	3126915	G	1	0	1	0.00002
Fusobacterium	848	G	19	0	19	0.00046
Borreliella	64895	G	1	0	1	0.00002
Treponema	157	G	1	0	1	0.00002
Geothrix	44675	G	1	0	1	0.00002
Singulisphaera	466152	G	1	0	1	0.00002
Methanocaldococcus	196118	G	342	190	532	0.01293
Halococcus	2249	G	6	1	7	0.00017
Homo	9605	G	13	0	13	0.00032
