name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	523	175	698	0.01857
Vescimonas	2892396	G	7	21	28	0.00075
Flavonifractor	946234	G	5	20	25	0.00067
Ruthenibacterium	1905344	G	3	8	11	0.00029
Ruminococcus	1263	G	1	0	1	0.00003
Thermocaproicibacter	3048127	G	1	1	2	0.00005
Pusillibacter	2892397	G	1	3	4	0.00011
Subdoligranulum	292632	G	1	0	1	0.00003
Clostridium	1485	G	4	1	5	0.00013
Hungatella	1649459	G	3	1	4	0.00011
Maliibacterium	3047433	G	3	2	5	0.00013
Candidatus Formimonas	2840454	G	3	0	3	0.00008
Intestinibacillus	1928820	G	1	1	2	0.00005
Desulfosporosinus	79206	G	1	0	1	0.00003
Roseburia	841	G	90	64	154	0.00410
Blautia	572511	G	73	119	192	0.00511
Mediterraneibacter	2316020	G	41	70	111	0.00295
Agathobacter	1766253	G	34	79	113	0.00301
Anaerobutyricum	2569097	G	32	60	92	0.00245
Simiaoa	2944193	G	19	37	56	0.00149
Lachnospira	28050	G	16	15	31	0.00082
Anaerostipes	207244	G	16	19	35	0.00093
Dorea	189330	G	7	21	28	0.00075
Chakrabartyella	3088373	G	6	3	9	0.00024
Enterocloster	2719313	G	6	4	10	0.00027
Lachnoclostridium	1506553	G	6	5	11	0.00029
Anaerocolumna	1843210	G	5	0	5	0.00013
Coprococcus	33042	G	4	9	13	0.00035
Butyrivibrio	830	G	3	0	3	0.00008
Anaeromicropila	3024823	G	3	0	3	0.00008
Herbinix	1663717	G	2	2	4	0.00011
Kineothrix	2163168	G	2	0	2	0.00005
Marvinbryantia	248744	G	2	0	2	0.00005
Sellimonas	1769710	G	1	0	1	0.00003
Wansuia	2944198	G	1	0	1	0.00003
Anaerotignum	2039240	G	2	0	2	0.00005
Defluviitalea	1185408	G	1	1	2	0.00005
Mogibacterium	86331	G	1	0	1	0.00003
Filifactor	44259	G	1	1	2	0.00005
Serpentinicella	1890059	G	1	0	1	0.00003
Bacillus	1386	G	82	12474	12556	0.33411
Shouchella	2893057	G	2	0	2	0.00005
Salicibibacter	2685905	G	1	0	1	0.00003
Staphylococcus	1279	G	2	26	28	0.00075
Paenibacillus	44249	G	1	0	1	0.00003
Alicyclobacillus	29330	G	1	0	1	0.00003
Streptococcus	1301	G	10	0	10	0.00027
Lactobacillus	1578	G	2	5	7	0.00019
Faecalibacillus	2678885	G	24	23	47	0.00125
Phascolarctobacterium	33024	G	4	0	4	0.00011
Veillonella	29465	G	1	0	1	0.00003
Finegoldia	150022	G	1	0	1	0.00003
Anaerococcus	165779	G	1	0	1	0.00003
Cutibacterium	1912216	G	138	45	183	0.00487
Tessaracoccus	72763	G	1	0	1	0.00003
Raineyella	1911549	G	1	3	4	0.00011
Corynebacterium	1716	G	29	14	43	0.00114
Lawsonella	1847725	G	1	0	1	0.00003
Micrococcus	1269	G	7	0	7	0.00019
Kocuria	57493	G	1	0	1	0.00003
Dermacoccus	57495	G	4	6	10	0.00027
Microbacterium	33882	G	3	2	5	0.00013
Brevibacterium	1696	G	1	1	2	0.00005
Miniimonas	947525	G	1	2	3	0.00008
Bifidobacterium	1678	G	15	2	17	0.00045
Actinomyces	1654	G	4	1	5	0.00013
Pseudonocardia	1847	G	3	0	3	0.00008
Streptomyces	1883	G	1	2	3	0.00008
Collinsella	102106	G	12	2	14	0.00037
Rubrobacter	42255	G	1	0	1	0.00003
Nostoc	1177	G	1	7	8	0.00021
Deinococcus	1298	G	1	0	1	0.00003
Mycoplasma	2093	G	1	5	6	0.00016
Klebsiella	570	G	4	2702	2706	0.07201
Escherichia	561	G	3	2261	2264	0.06024
Salmonella	590	G	1	16729	16730	0.44518
Sodalis	84565	G	1	1	2	0.00005
Pseudomonas	286	G	20	0	20	0.00053
Moraxella	475	G	4	0	4	0.00011
Acinetobacter	469	G	2	1	3	0.00008
Psychrobacter	497	G	1	0	1	0.00003
Haemophilus	724	G	3	5	8	0.00021
Gallibacterium	155493	G	1	0	1	0.00003
Vibrio	662	G	3	2	5	0.00013
Flagellatimonas	2893022	G	1	0	1	0.00003
Stenotrophomonas	40323	G	1	3	4	0.00011
Turicimonas	1918598	G	11	2	13	0.00035
Cupriavidus	106589	G	4	0	4	0.00011
Burkholderia	32008	G	2	0	2	0.00005
Acidovorax	12916	G	2	7	9	0.00024
Variovorax	34072	G	1	2	3	0.00008
Delftia	80865	G	1	0	1	0.00003
Oxalobacter	846	G	1	0	1	0.00003
Janthinobacterium	29580	G	1	0	1	0.00003
Telluria	34069	G	1	2	3	0.00008
Caldimonas	196013	G	2	4	6	0.00016
Methylobacterium	407	G	1	6	7	0.00019
Neorhizobium	1525371	G	1	4	5	0.00013
Aureimonas	414371	G	2	0	2	0.00005
Sphingomonas	13687	G	8	1	9	0.00024
Sphingosinithalassobacter	2676233	G	1	0	1	0.00003
Sediminicoccus	1706033	G	5	0	5	0.00013
Roseomonas	125216	G	1	0	1	0.00003
Aliiroseovarius	1658781	G	2	2	4	0.00011
Paracoccus	265	G	1	0	1	0.00003
Brevundimonas	41275	G	2	0	2	0.00005
Phocaeicola	909656	G	86	49	135	0.00359
Bacteroides	816	G	34	11	45	0.00120
Parabacteroides	375288	G	23	11	34	0.00090
Segatella	2974251	G	10	1	11	0.00029
Prevotella	838	G	1	0	1	0.00003
Odoribacter	283168	G	4	1	5	0.00013
Dyadobacter	120831	G	5	0	5	0.00013
Spirosoma	107	G	1	0	1	0.00003
Olivibacter	376469	G	1	0	1	0.00003
Gemmatimonas	173479	G	1	0	1	0.00003
Nitratidesulfovibrio	2802295	G	2	15	17	0.00045
Desulfovibrio	872	G	1	0	1	0.00003
Lawsonia	41707	G	1	0	1	0.00003
Maridesulfovibrio	2794998	G	1	1	2	0.00005
Fusobacterium	848	G	1	0	1	0.00003
Leptotrichia	32067	G	1	0	1	0.00003
Luteitalea	2004797	G	1	0	1	0.00003
Methanocaldococcus	196118	G	288	498	786	0.02092
Halococcus	2249	G	1	0	1	0.00003
Homo	9605	G	5	3	8	0.00021
