name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium	1912216	G	80	27	107	0.00333
Arachnia	2801844	G	2	3	5	0.00016
Micrococcus	1269	G	56	54	110	0.00342
Kocuria	57493	G	2	1	3	0.00009
Corynebacterium	1716	G	18	2	20	0.00062
Dietzia	37914	G	4	3	7	0.00022
Mycobacterium	1763	G	2	6	8	0.00025
Lawsonella	1847725	G	1	0	1	0.00003
Actinomyces	1654	G	8	5	13	0.00040
Gardnerella	2701	G	2	3	5	0.00016
Fannyhessea	2767327	G	1	1	2	0.00006
Collinsella	102106	G	1	0	1	0.00003
Bacillus	1386	G	86	10838	10924	0.33978
Exiguobacterium	33986	G	17	0	17	0.00053
Staphylococcus	1279	G	4	14	18	0.00056
Paenibacillus	44249	G	3	0	3	0.00009
Streptococcus	1301	G	23	3	26	0.00081
Dolosigranulum	29393	G	3	0	3	0.00009
Granulicatella	117563	G	3	5	8	0.00025
Suicoccus	2689587	G	1	1	2	0.00006
Mediterraneibacter	2316020	G	7	3	10	0.00031
Roseburia	841	G	3	0	3	0.00009
Dorea	189330	G	3	5	8	0.00025
Agathobacter	1766253	G	2	2	4	0.00012
Stomatobaculum	1213720	G	2	0	2	0.00006
Anaerostipes	207244	G	2	1	3	0.00009
Blautia	572511	G	2	2	4	0.00012
Enterocloster	2719313	G	1	0	1	0.00003
Tyzzerella	1506577	G	1	0	1	0.00003
Faecalibacterium	216851	G	6	0	6	0.00019
Flavonifractor	946234	G	1	2	3	0.00009
Caminicella	166484	G	2	0	2	0.00006
Bulleidia	118747	G	1	1	2	0.00006
Amedibacterium	2749267	G	1	1	2	0.00006
Thomasclavelia	3025755	G	2	0	2	0.00006
Anaeromusa	81463	G	1	1	2	0.00006
Megamonas	158846	G	1	0	1	0.00003
Veillonella	29465	G	1	0	1	0.00003
Anaerococcus	165779	G	3	2	5	0.00016
Anabaena	1163	G	1	4	5	0.00016
Deinococcus	1298	G	1	0	1	0.00003
Truepera	332248	G	1	0	1	0.00003
Escherichia	561	G	5	2055	2060	0.06407
Klebsiella	570	G	3	14013	14016	0.43596
Enterobacter	547	G	1	123	124	0.00386
Salmonella	590	G	1	230	231	0.00719
Cronobacter	413496	G	1	3	4	0.00012
Pantoea	53335	G	2	2	4	0.00012
Morganella	581	G	1	2	3	0.00009
Xenorhabdus	626	G	1	0	1	0.00003
Yersinia	629	G	1	3414	3415	0.10622
Acinetobacter	469	G	18	8	26	0.00081
Moraxella	475	G	4	2	6	0.00019
Pseudomonas	286	G	8	118	126	0.00392
Stenotrophomonas	40323	G	6	11	17	0.00053
Haemophilus	724	G	3	0	3	0.00009
Vibrio	662	G	3	0	3	0.00009
Pseudoalteromonas	53246	G	1	0	1	0.00003
Shewanella	22	G	1	0	1	0.00003
Rheinheimera	67575	G	1	0	1	0.00003
Pistricoccus	1897649	G	1	0	1	0.00003
Variovorax	34072	G	1	10	11	0.00034
Ottowia	219181	G	1	5	6	0.00019
Pseudoduganella	1522432	G	4	10	14	0.00044
Candidatus Zinderia	884214	G	1	0	1	0.00003
Cupriavidus	106589	G	2	3	5	0.00016
Ralstonia	48736	G	1	0	1	0.00003
Caldimonas	196013	G	1	4	5	0.00016
Methylibium	316612	G	1	0	1	0.00003
Sphingomonas	13687	G	2	0	2	0.00006
Paracoccus	265	G	1	0	1	0.00003
Ruegeria	97050	G	1	8	9	0.00028
Azospirillum	191	G	2	0	2	0.00006
Brucella	234	G	1	0	1	0.00003
Brevundimonas	41275	G	1	0	1	0.00003
Spirosoma	107	G	40	0	40	0.00124
Hymenobacter	89966	G	3	0	3	0.00009
Emticicia	312278	G	1	0	1	0.00003
Phocaeicola	909656	G	10	3	13	0.00040
Bacteroides	816	G	7	1	8	0.00025
Porphyromonas	836	G	6	0	6	0.00019
Alistipes	239759	G	1	0	1	0.00003
Cloacibacterium	501783	G	1	0	1	0.00003
Flavobacterium	237	G	1	0	1	0.00003
Candidatus Cloacimonas	456826	G	2	0	2	0.00006
Peredibacter	263370	G	4	1	5	0.00016
Lawsonia	41707	G	1	0	1	0.00003
Fusobacterium	848	G	1	0	1	0.00003
Methanocaldococcus	196118	G	329	250	579	0.01801
Homo	9605	G	3	0	3	0.00009
Pahexavirus	1982251	G	1	0	1	0.00003
