name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mediterraneibacter	2316020	G	35	25	60	0.00209
Blautia	572511	G	22	25	47	0.00164
Dorea	189330	G	19	29	48	0.00167
Roseburia	841	G	17	8	25	0.00087
Coprococcus	33042	G	13	19	32	0.00112
Simiaoa	2944193	G	8	10	18	0.00063
Anaerostipes	207244	G	5	1	6	0.00021
Anaerobutyricum	2569097	G	4	4	8	0.00028
Chakrabartyella	3088373	G	2	0	2	0.00007
Enterocloster	2719313	G	2	0	2	0.00007
Agathobacter	1766253	G	2	2	4	0.00014
Marvinbryantia	248744	G	2	0	2	0.00007
Tyzzerella	1506577	G	1	0	1	0.00003
Anaeromicropila	3024823	G	1	0	1	0.00003
Anaerocolumna	1843210	G	1	0	1	0.00003
Lachnospira	28050	G	1	0	1	0.00003
Anaerotignum	2039240	G	2	0	2	0.00007
Defluviitalea	1185408	G	1	0	1	0.00003
Faecalibacterium	216851	G	84	49	133	0.00464
Subdoligranulum	292632	G	10	7	17	0.00059
Vescimonas	2892396	G	7	16	23	0.00080
Pusillibacter	2892397	G	2	4	6	0.00021
Lawsonibacter	2172004	G	2	8	10	0.00035
Ruminococcus	1263	G	1	0	1	0.00003
Clostridium	1485	G	5	25	30	0.00105
Hungatella	1649459	G	1	0	1	0.00003
Aristaeella	3046369	G	4	0	4	0.00014
Intestinibacillus	1928820	G	1	1	2	0.00007
Intestinimonas	1392389	G	2	3	5	0.00017
Eubacterium	1730	G	1	1	2	0.00007
Desulforamulus	2916693	G	1	0	1	0.00003
Terrisporobacter	1505652	G	1	0	1	0.00003
Bacillus	1386	G	76	2229	2305	0.08043
Peribacillus	2675229	G	3	0	3	0.00010
Heyndrickxia	2837504	G	1	0	1	0.00003
Paenibacillus	44249	G	8	1	9	0.00031
Staphylococcus	1279	G	2	16	18	0.00063
Streptococcus	1301	G	29	0	29	0.00101
Carnobacterium	2747	G	3	0	3	0.00010
Dolosigranulum	29393	G	2	0	2	0.00007
Granulicatella	117563	G	2	3	5	0.00017
Lactobacillus	1578	G	4	0	4	0.00014
Limosilactobacillus	2742598	G	1	0	1	0.00003
Anaerococcus	165779	G	6	1	7	0.00024
Peptoniphilus	162289	G	2	0	2	0.00007
Finegoldia	150022	G	1	1	2	0.00007
Faecalibacillus	2678885	G	5	2	7	0.00024
Amedibacterium	2749267	G	2	2	4	0.00014
Megamonas	158846	G	2	0	2	0.00007
Selenomonas	970	G	1	0	1	0.00003
Veillonella	29465	G	2	0	2	0.00007
Acidaminococcus	904	G	1	0	1	0.00003
Cutibacterium	1912216	G	56	26	82	0.00286
Tessaracoccus	72763	G	1	0	1	0.00003
Acidipropionibacterium	1912215	G	1	3	4	0.00014
Nocardioides	1839	G	1	0	1	0.00003
Kocuria	57493	G	24	7	31	0.00108
Micrococcus	1269	G	4	0	4	0.00014
Dermacoccus	57495	G	4	8	12	0.00042
Allobranchiibius	2040262	G	1	1	2	0.00007
Microbacterium	33882	G	1	0	1	0.00003
Corynebacterium	1716	G	19	10	29	0.00101
Rhodococcus	1827	G	2	0	2	0.00007
Lawsonella	1847725	G	1	1	2	0.00007
Bifidobacterium	1678	G	4	5	9	0.00031
Gardnerella	2701	G	3	0	3	0.00010
Actinomyces	1654	G	3	3	6	0.00021
Modestobacter	88138	G	1	0	1	0.00003
Actinomycetospora	402649	G	1	1	2	0.00007
Streptomyces	1883	G	1	3	4	0.00014
Collinsella	102106	G	1	0	1	0.00003
Acaryochloris	155977	G	2	0	2	0.00007
Chroococcidiopsis	54298	G	1	2	3	0.00010
Trichothermofontia	3045815	G	1	0	1	0.00003
Chamaesiphon	217161	G	1	0	1	0.00003
Allomeiothermus	2935559	G	1	0	1	0.00003
Truepera	332248	G	1	0	1	0.00003
Enterobacter	547	G	2	238	240	0.00837
Salmonella	590	G	2	23389	23391	0.81624
Escherichia	561	G	1	382	383	0.01336
Shigella	620	G	1	573	574	0.02003
Pseudomonas	286	G	6	66	72	0.00251
Moraxella	475	G	4	0	4	0.00014
Psychrobacter	497	G	2	0	2	0.00007
Acinetobacter	469	G	1	0	1	0.00003
Haemophilus	724	G	2	0	2	0.00007
Gallibacterium	155493	G	2	3	5	0.00017
Stenotrophomonas	40323	G	3	3	6	0.00021
Cellvibrio	10	G	1	0	1	0.00003
Thioflavicoccus	156885	G	1	0	1	0.00003
Vibrio	662	G	1	0	1	0.00003
Sphingomonas	13687	G	7	4	11	0.00038
Sphingobium	165695	G	1	24	25	0.00087
Paracoccus	265	G	2	0	2	0.00007
Brevundimonas	41275	G	3	0	3	0.00010
Methylobacterium	407	G	2	3	5	0.00017
Rhizobium	379	G	1	1	2	0.00007
Commensalibacter	1079922	G	1	0	1	0.00003
Roseomonas	125216	G	1	3	4	0.00014
Sutterella	40544	G	10	10	20	0.00070
Duodenibacillus	1980697	G	1	1	2	0.00007
Candidatus Symbiobacter	1436289	G	3	1	4	0.00014
