name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	293	165	458	0.01094
Vescimonas	2892396	G	27	25	52	0.00124
Ruminococcus	1263	G	10	0	10	0.00024
Flavonifractor	946234	G	10	7	17	0.00041
Ethanoligenens	253238	G	7	3	10	0.00024
Lawsonibacter	2172004	G	5	4	9	0.00021
Paludihabitans	2038676	G	4	0	4	0.00010
Anaerotruncus	244127	G	2	1	3	0.00007
Subdoligranulum	292632	G	2	0	2	0.00005
Solibaculum	2842531	G	2	1	3	0.00007
Caproicibacterium	2834348	G	2	2	4	0.00010
Fastidiosipila	236752	G	1	0	1	0.00002
Pusillibacter	2892397	G	1	0	1	0.00002
Ruthenibacterium	1905344	G	1	0	1	0.00002
Dysosmobacter	2591381	G	1	39	40	0.00096
Clostridium	1485	G	14	15	29	0.00069
Hungatella	1649459	G	5	1	6	0.00014
Aristaeella	3046369	G	16	0	16	0.00038
Intestinibacillus	1928820	G	4	3	7	0.00017
Fenollaria	1686313	G	3	0	3	0.00007
Flintibacter	1918454	G	2	2	4	0.00010
Acutalibacter	1918385	G	2	0	2	0.00005
Eubacterium	1730	G	1	0	1	0.00002
Blautia	572511	G	102	731	833	0.01989
Mediterraneibacter	2316020	G	47	9	56	0.00134
Roseburia	841	G	18	4	22	0.00053
Anaerobutyricum	2569097	G	18	4	22	0.00053
Enterocloster	2719313	G	15	0	15	0.00036
Simiaoa	2944193	G	12	1	13	0.00031
Lachnoclostridium	1506553	G	12	2	14	0.00033
Stomatobaculum	1213720	G	11	1	12	0.00029
Agathobacter	1766253	G	9	1	10	0.00024
Anaerostipes	207244	G	8	3	11	0.00026
Coprococcus	33042	G	7	2	9	0.00021
Dorea	189330	G	4	1	5	0.00012
Kineothrix	2163168	G	2	0	2	0.00005
Novisyntrophococcus	2888809	G	1	0	1	0.00002
Wansuia	2944198	G	1	0	1	0.00002
Lacrimispora	2719231	G	1	0	1	0.00002
Anaeropeptidivorans	2997360	G	1	0	1	0.00002
Anaerocolumna	1843210	G	1	0	1	0.00002
Lachnoanaerobaculum	1164882	G	1	0	1	0.00002
Vallitalea	1348611	G	1	0	1	0.00002
Intestinibacter	1505657	G	5	0	5	0.00012
Clostridioides	1870884	G	2	8825	8827	0.21082
Terrisporobacter	1505652	G	1	0	1	0.00002
Emergencia	1926556	G	1	0	1	0.00002
Thermacetogenium	140458	G	1	0	1	0.00002
Bacillus	1386	G	101	19740	19841	0.47387
Peribacillus	2675229	G	4	1	5	0.00012
