name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	2641	1142	3783	0.03582
Vescimonas	2892396	G	334	373	707	0.00669
Subdoligranulum	292632	G	198	26	224	0.00212
Ruminococcus	1263	G	113	5	118	0.00112
Anaerotruncus	244127	G	54	88	142	0.00134
Lawsonibacter	2172004	G	37	36	73	0.00069
Paludihabitans	2038676	G	34	1	35	0.00033
Ethanoligenens	253238	G	29	10	39	0.00037
Flavonifractor	946234	G	25	19	44	0.00042
Caproicibacterium	2834348	G	18	21	39	0.00037
Thermocaproicibacter	3048127	G	8	1	9	0.00009
Pusillibacter	2892397	G	6	4	10	0.00009
Ruthenibacterium	1905344	G	3	1	4	0.00004
Amygdalobacter	3079925	G	2	0	2	0.00002
Petroclostridium	2304687	G	2	0	2	0.00002
Mageeibacillus	1637257	G	2	1	3	0.00003
Oscillibacter	459786	G	2	2	4	0.00004
Clostridium	1485	G	83	326	409	0.00387
Hungatella	1649459	G	21	9	30	0.00028
Caloramator	44258	G	1	0	1	0.00001
Hathewaya	1769729	G	1	0	1	0.00001
Fenollaria	1686313	G	25	0	25	0.00024
Flintibacter	1918454	G	11	6	17	0.00016
Intestinimonas	1392389	G	6	3	9	0.00009
Sinanaerobacter	2886866	G	2	0	2	0.00002
Massilistercora	2717089	G	1	1	2	0.00002
Intestinibacillus	1928820	G	9	6	15	0.00014
Eubacterium	1730	G	10	9	19	0.00018
Alkalibacter	274470	G	2	0	2	0.00002
Caproicibacter	2576755	G	6	15	21	0.00020
Caproiciproducens	1738645	G	3	0	3	0.00003
Acutalibacter	1918385	G	2	0	2	0.00002
Aristaeella	3046369	G	7	0	7	0.00007
Desulforamulus	2916693	G	2	0	2	0.00002
Desulfitobacterium	36853	G	1	0	1	0.00001
Desulfosporosinus	79206	G	1	0	1	0.00001
Alkalicella	2838170	G	1	0	1	0.00001
Syntrophomonas	862	G	1	0	1	0.00001
Blautia	572511	G	560	323	883	0.00836
Mediterraneibacter	2316020	G	543	321	864	0.00818
Dorea	189330	G	266	290	556	0.00526
Simiaoa	2944193	G	235	184	419	0.00397
Roseburia	841	G	163	123	286	0.00271
Anaerobutyricum	2569097	G	101	63	164	0.00155
Enterocloster	2719313	G	69	9	78	0.00074
Coprococcus	33042	G	57	53	110	0.00104
Chakrabartyella	3088373	G	51	8	59	0.00056
Butyrivibrio	830	G	28	1	29	0.00027
Lachnoclostridium	1506553	G	20	3	23	0.00022
Anaerostipes	207244	G	20	16	36	0.00034
Herbinix	1663717	G	16	8	24	0.00023
Novisyntrophococcus	2888809	G	14	3	17	0.00016
Kineothrix	2163168	G	10	0	10	0.00009
Lacrimispora	2719231	G	9	0	9	0.00009
Anaerocolumna	1843210	G	8	0	8	0.00008
Wansuia	2944198	G	8	0	8	0.00008
Lachnospira	28050	G	8	2	10	0.00009
Marvinbryantia	248744	G	8	0	8	0.00008
Lachnoanaerobaculum	1164882	G	4	0	4	0.00004
Chordicoccus	3031933	G	4	0	4	0.00004
Pseudobutyrivibrio	46205	G	3	0	3	0.00003
Stomatobaculum	1213720	G	3	0	3	0.00003
Anaeromicropila	3024823	G	3	0	3	0.00003
Sellimonas	1769710	G	3	0	3	0.00003
Wujia	2944152	G	2	2	4	0.00004
Tyzzerella	1506577	G	2	0	2	0.00002
Candidatus Epulonipiscium	2383	G	1	0	1	0.00001
Qiania	2944195	G	1	0	1	0.00001
Anaeropeptidivorans	2997360	G	1	0	1	0.00001
Agathobacter	1766253	G	1	0	1	0.00001
Claveliimonas	3076670	G	1	0	1	0.00001
Anaerotignum	2039240	G	116	60	176	0.00167
Cellulosilyticum	698776	G	4	0	4	0.00004
Defluviitalea	1185408	G	1	0	1	0.00001
Aminipila	2060094	G	10	4	14	0.00013
Emergencia	1926556	G	2	1	3	0.00003
Mogibacterium	86331	G	1	0	1	0.00001
Clostridioides	1870884	G	5	1921	1926	0.01824
Peptostreptococcus	1257	G	1	0	1	0.00001
Peptacetobacter	2743582	G	1	0	1	0.00001
Filifactor	44259	G	6	1	7	0.00007
Moorella	44260	G	6	0	6	0.00006
Christensenella	990721	G	2	0	2	0.00002
Monoglobus	2039302	G	1	0	1	0.00001
Bacillus	1386	G	319	24807	25126	0.23790
Cytobacillus	2675230	G	3	0	3	0.00003
Peribacillus	2675229	G	2	0	2	0.00002
