name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	159	197	356	0.01129
Subdoligranulum	292632	G	8	3	11	0.00035
Flavonifractor	946234	G	8	29	37	0.00117
Vescimonas	2892396	G	2	0	2	0.00006
Oscillibacter	459786	G	1	4	5	0.00016
Solibaculum	2842531	G	1	5	6	0.00019
Ruminococcus	1263	G	1	0	1	0.00003
Paludihabitans	2038676	G	1	0	1	0.00003
Clostridium	1485	G	1	0	1	0.00003
Blautia	572511	G	69	46	115	0.00365
Dorea	189330	G	17	18	35	0.00111
Agathobacter	1766253	G	6	6	12	0.00038
Enterocloster	2719313	G	3	0	3	0.00010
Mediterraneibacter	2316020	G	3	3	6	0.00019
Anaerocolumna	1843210	G	3	0	3	0.00010
Lachnospira	28050	G	2	0	2	0.00006
Anaerostipes	207244	G	2	1	3	0.00010
Simiaoa	2944193	G	2	1	3	0.00010
Wansuia	2944198	G	1	0	1	0.00003
Sellimonas	1769710	G	1	0	1	0.00003
Lachnoclostridium	1506553	G	1	0	1	0.00003
Romboutsia	1501226	G	2	0	2	0.00006
Clostridioides	1870884	G	1	24	25	0.00079
Bacillus	1386	G	89	21942	22031	0.69895
Neobacillus	2675232	G	2	0	2	0.00006
Gemella	1378	G	4	1	5	0.00016
Staphylococcus	1279	G	2	8	10	0.00032
Paenibacillus	44249	G	2	0	2	0.00006
Kyrpidia	1129704	G	1	0	1	0.00003
Streptococcus	1301	G	30	22	52	0.00165
Granulicatella	117563	G	4	6	10	0.00032
Dolosigranulum	29393	G	3	1	4	0.00013
Lactobacillus	1578	G	5	0	5	0.00016
Veillonella	29465	G	3	0	3	0.00010
Megasphaera	906	G	2	0	2	0.00006
Sporomusa	2375	G	1	0	1	0.00003
Acidaminococcus	904	G	1	0	1	0.00003
Anaerococcus	165779	G	2	4	6	0.00019
Bulleidia	118747	G	1	0	1	0.00003
Cutibacterium	1912216	G	85	23	108	0.00343
Microlunatus	29404	G	2	0	2	0.00006
Arachnia	2801844	G	2	3	5	0.00016
Nocardioides	1839	G	1	0	1	0.00003
Aeromicrobium	2040	G	1	0	1	0.00003
Friedmanniella	53387	G	1	0	1	0.00003
Brachybacterium	43668	G	9	2	11	0.00035
Micrococcus	1269	G	2	0	2	0.00006
Rothia	32207	G	1	3	4	0.00013
Leucobacter	55968	G	1	4	5	0.00016
Dermacoccus	57495	G	1	0	1	0.00003
Corynebacterium	1716	G	19	3	22	0.00070
Rhodococcus	1827	G	2	0	2	0.00006
Mycobacterium	1763	G	1	230	231	0.00733
Bifidobacterium	1678	G	6	3	9	0.00029
Actinomyces	1654	G	3	2	5	0.00016
Streptomyces	1883	G	2	0	2	0.00006
Spiractinospora	2913367	G	1	0	1	0.00003
Blastococcus	38501	G	1	1	2	0.00006
Collinsella	102106	G	1	0	1	0.00003
Gloeocapsopsis	693222	G	1	2	3	0.00010
Deinococcus	1298	G	1	0	1	0.00003
Escherichia	561	G	5	5714	5719	0.18144
Enterobacter	547	G	2	775	777	0.02465
Klebsiella	570	G	2	98	100	0.00317
Citrobacter	544	G	1	0	1	0.00003
Pectobacterium	122277	G	1	0	1	0.00003
Dickeya	204037	G	1	13	14	0.00044
Serratia	613	G	1	0	1	0.00003
Candidatus Nitrosacidococcus	2796146	G	2	0	2	0.00006
Thermochromatium	85073	G	1	0	1	0.00003
Acinetobacter	469	G	2	0	2	0.00006
Pseudomonas	286	G	1	0	1	0.00003
Stenotrophomonas	40323	G	2	10	12	0.00038
Cellvibrio	10	G	1	0	1	0.00003
Aeromonas	642	G	1	166	167	0.00530
Vibrio	662	G	1	20	21	0.00067
Sphingomonas	13687	G	1	0	1	0.00003
Asticcacaulis	76890	G	4	4	8	0.00025
Caulobacter	75	G	1	2	3	0.00010
Paracoccus	265	G	1	0	1	0.00003
Aliiroseovarius	1658781	G	1	3	4	0.00013
Ruegeria	97050	G	1	0	1	0.00003
Sediminicoccus	1706033	G	2	0	2	0.00006
Pseudoroseomonas	2870717	G	1	2	3	0.00010
Turicimonas	1918598	G	7	2	9	0.00029
Cupriavidus	106589	G	1	6	7	0.00022
Paracidovorax	3051137	G	1	9	10	0.00032
Simonsiella	71	G	1	2	3	0.00010
Phocaeicola	909656	G	32	22	54	0.00171
Bacteroides	816	G	25	7	32	0.00102
Parabacteroides	375288	G	11	6	17	0.00054
Tannerella	195950	G	1	0	1	0.00003
Prevotella	838	G	2	0	2	0.00006
Porphyromonas	836	G	1	0	1	0.00003
Sodaliphilus	2815786	G	1	0	1	0.00003
Spirosoma	107	G	1	0	1	0.00003
Cytophaga	978	G	1	0	1	0.00003
Emticicia	312278	G	1	0	1	0.00003
Hymenobacter	89966	G	1	0	1	0.00003
Sphingobacterium	28453	G	1	0	1	0.00003
Candidatus Sulfidibacterium	2923290	G	1	0	1	0.00003
Limnoglobus	2731450	G	2	2	4	0.00013
Borreliella	64895	G	2	0	2	0.00006
Fusobacterium	848	G	2	0	2	0.00006
Maridesulfovibrio	2794998	G	1	0	1	0.00003
Haliangium	162027	G	1	0	1	0.00003
Methanocaldococcus	196118	G	342	951	1293	0.04102
Homo	9605	G	7	5	12	0.00038
