name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	41	14	55	0.01284
Subdoligranulum	292632	G	9	0	9	0.00210
Ruminococcus	1263	G	2	0	2	0.00047
Flavonifractor	946234	G	2	1	3	0.00070
Ruthenibacterium	1905344	G	2	1	3	0.00070
Oscillibacter	459786	G	1	0	1	0.00023
Caproicibacterium	2834348	G	1	0	1	0.00023
Lawsonibacter	2172004	G	1	1	2	0.00047
Clostridium	1485	G	4	2	6	0.00140
Candidatus Arthromitus	49082	G	1	0	1	0.00023
Eubacterium	1730	G	1	1	2	0.00047
Desulfitobacterium	36853	G	1	0	1	0.00023
Blautia	572511	G	18	7	25	0.00584
Mediterraneibacter	2316020	G	16	12	28	0.00654
Simiaoa	2944193	G	7	6	13	0.00304
Roseburia	841	G	4	3	7	0.00163
Coprococcus	33042	G	2	2	4	0.00093
Dorea	189330	G	2	2	4	0.00093
Tyzzerella	1506577	G	2	0	2	0.00047
Agathobacter	1766253	G	2	1	3	0.00070
Butyrivibrio	830	G	1	0	1	0.00023
Lachnospira	28050	G	1	0	1	0.00023
Anaerostipes	207244	G	1	0	1	0.00023
Novisyntrophococcus	2888809	G	1	0	1	0.00023
Lachnoclostridium	1506553	G	1	0	1	0.00023
Anaerotignum	2039240	G	5	2	7	0.00163
Streptococcus	1301	G	17	3	20	0.00467
Lacticaseibacillus	2759736	G	12	0	12	0.00280
Lactobacillus	1578	G	4	0	4	0.00093
Enterococcus	1350	G	1	0	1	0.00023
Staphylococcus	1279	G	12	147	159	0.03713
Paenibacillus	44249	G	2	0	2	0.00047
Gemella	1378	G	1	0	1	0.00023
Longicatena	1918536	G	4	4	8	0.00187
Faecalibacillus	2678885	G	2	1	3	0.00070
Sedimentibacter	190972	G	1	0	1	0.00023
Mycobacterium	1763	G	155	26	181	0.04227
Corynebacterium	1716	G	2	0	2	0.00047
Gordonia	2053	G	1	0	1	0.00023
Lawsonella	1847725	G	1	0	1	0.00023
Cutibacterium	1912216	G	11	1	12	0.00280
Microlunatus	29404	G	1	0	1	0.00023
Nocardioides	1839	G	1	0	1	0.00023
Rothia	32207	G	4	0	4	0.00093
Micrococcus	1269	G	2	0	2	0.00047
Streptomyces	1883	G	4	0	4	0.00093
Bifidobacterium	1678	G	1	0	1	0.00023
Actinomadura	1988	G	1	0	1	0.00023
Modestobacter	88138	G	1	0	1	0.00023
Ilumatobacter	682522	G	1	0	1	0.00023
Eggerthella	84111	G	1	0	1	0.00023
Nostoc	1177	G	4	3	7	0.00163
Calothrix	1186	G	2	8	10	0.00234
Oscillatoria	1158	G	1	5	6	0.00140
Anthocerotibacter	2857076	G	9	1	10	0.00234
Acaryochloris	155977	G	4	0	4	0.00093
Thermosynechococcus	146785	G	1	0	1	0.00023
Leptolyngbya	47251	G	2	1	3	0.00070
Trichothermofontia	3045815	G	2	2	4	0.00093
Geitlerinema	63132	G	4	7	11	0.00257
Allocoleopsis	2886347	G	2	3	5	0.00117
Stanieria	102115	G	1	1	2	0.00047
Chroococcidiopsis	54298	G	1	10	11	0.00257
Mycoplasmopsis	2767358	G	1	0	1	0.00023
Klebsiella	570	G	11	3	14	0.00327
Salmonella	590	G	4	3021	3025	0.70645
Enterobacter	547	G	1	0	1	0.00023
Shigella	620	G	1	157	158	0.03690
Proteus	583	G	1	0	1	0.00023
Pseudomonas	286	G	16	63	79	0.01845
Acinetobacter	469	G	4	0	4	0.00093
Moraxella	475	G	2	0	2	0.00047
Stenotrophomonas	40323	G	3	0	3	0.00070
Microbulbifer	48073	G	1	0	1	0.00023
Aquicella	254245	G	1	0	1	0.00023
Aeromonas	642	G	1	3	4	0.00093
Vibrio	662	G	1	0	1	0.00023
Methylobacterium	407	G	1	2	3	0.00070
Microvirga	186650	G	1	1	2	0.00047
Methylorubrum	2282523	G	1	2	3	0.00070
Bradyrhizobium	374	G	1	0	1	0.00023
Pararoseomonas	2870712	G	1	1	2	0.00047
Sediminicoccus	1706033	G	1	0	1	0.00023
Thalassospira	168934	G	3	0	3	0.00070
Defluviicoccus	111830	G	1	0	1	0.00023
Sphingomonas	13687	G	5	0	5	0.00117
Asticcacaulis	76890	G	4	0	4	0.00093
Thioclava	285107	G	1	1	2	0.00047
Caldimonas	196013	G	5	11	16	0.00374
Cupriavidus	106589	G	3	0	3	0.00070
Ralstonia	48736	G	1	0	1	0.00023
Turicimonas	1918598	G	1	2	3	0.00070
Janthinobacterium	29580	G	1	0	1	0.00023
Undibacterium	401469	G	1	0	1	0.00023
Bacteroides	816	G	93	5	98	0.02289
Phocaeicola	909656	G	1	0	1	0.00023
Alistipes	239759	G	4	0	4	0.00093
Prevotella	838	G	1	0	1	0.00023
Ornithobacterium	28250	G	1	3	4	0.00093
Catalinimonas	1522128	G	1	0	1	0.00023
Akkermansia	239934	G	11	0	11	0.00257
Bdellovibrio	958	G	12	0	12	0.00280
Peredibacter	263370	G	2	0	2	0.00047
Fusobacterium	848	G	1	0	1	0.00023
Thermovibrio	171868	G	1	0	1	0.00023
Homo	9605	G	75	7	82	0.01915
