name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	143	42	185	0.00665
Subdoligranulum	292632	G	8	0	8	0.00029
Flavonifractor	946234	G	5	29	34	0.00122
Ethanoligenens	253238	G	2	2	4	0.00014
Oscillibacter	459786	G	2	11	13	0.00047
Vescimonas	2892396	G	1	0	1	0.00004
Ruminococcus	1263	G	1	0	1	0.00004
Intestinibacillus	1928820	G	4	5	9	0.00032
Clostridium	1485	G	4	71	75	0.00270
Eubacterium	1730	G	2	1	3	0.00011
Flintibacter	1918454	G	1	1	2	0.00007
Massilistercora	2717089	G	1	1	2	0.00007
Blautia	572511	G	54	36	90	0.00324
Dorea	189330	G	13	17	30	0.00108
Enterocloster	2719313	G	11	1	12	0.00043
Agathobacter	1766253	G	8	8	16	0.00058
Mediterraneibacter	2316020	G	4	5	9	0.00032
Lachnospira	28050	G	3	1	4	0.00014
Anaerobutyricum	2569097	G	2	1	3	0.00011
Coprococcus	33042	G	2	2	4	0.00014
Stomatobaculum	1213720	G	1	0	1	0.00004
Simiaoa	2944193	G	1	1	2	0.00007
Lachnoanaerobaculum	1164882	G	1	0	1	0.00004
Peptostreptococcus	1257	G	1	0	1	0.00004
Intestinibacter	1505657	G	1	0	1	0.00004
Bacillus	1386	G	61	3803	3864	0.13891
Fervidibacillus	3033930	G	2	0	2	0.00007
Peribacillus	2675229	G	2	0	2	0.00007
Niallia	2837506	G	1	0	1	0.00004
Staphylococcus	1279	G	19	969	988	0.03552
Nosocomiicoccus	489909	G	1	0	1	0.00004
Brochothrix	2755	G	4	2	6	0.00022
Gemella	1378	G	3	0	3	0.00011
Paenibacillus	44249	G	1	0	1	0.00004
Streptococcus	1301	G	46	0	46	0.00165
Lactobacillus	1578	G	29	22	51	0.00183
Leuconostoc	1243	G	3	0	3	0.00011
Latilactobacillus	2767885	G	1	2	3	0.00011
Dolosigranulum	29393	G	3	1	4	0.00014
Trichococcus	82802	G	3	0	3	0.00011
Granulicatella	117563	G	3	6	9	0.00032
Carnobacterium	2747	G	2	0	2	0.00007
Acidaminococcus	904	G	6	0	6	0.00022
Veillonella	29465	G	4	0	4	0.00014
Selenomonas	970	G	1	0	1	0.00004
Anaerococcus	165779	G	7	6	13	0.00047
Finegoldia	150022	G	4	0	4	0.00014
Faecalibaculum	1729679	G	1	2	3	0.00011
Cutibacterium	1912216	G	144	61	205	0.00737
Microlunatus	29404	G	1	1	2	0.00007
Nocardioides	1839	G	1	0	1	0.00004
Aeromicrobium	2040	G	1	0	1	0.00004
Corynebacterium	1716	G	33	37	70	0.00252
Rothia	32207	G	6	5	11	0.00040
Micrococcus	1269	G	2	0	2	0.00007
Kocuria	57493	G	1	0	1	0.00004
Dermacoccus	57495	G	2	1	3	0.00011
Yimella	908935	G	1	0	1	0.00004
Bifidobacterium	1678	G	6	1	7	0.00025
Gardnerella	2701	G	2	0	2	0.00007
Actinomyces	1654	G	3	1	4	0.00014
Schaalia	2529408	G	3	0	3	0.00011
Streptomyces	1883	G	5	2	7	0.00025
Ilumatobacter	682522	G	1	0	1	0.00004
Collinsella	102106	G	1	0	1	0.00004
Gloeothece	28070	G	1	2	3	0.00011
Oscillatoria	1158	G	1	6	7	0.00025
Deinococcus	1298	G	1	0	1	0.00004
Enterobacter	547	G	8	1264	1272	0.04573
Escherichia	561	G	7	4169	4176	0.15013
Salmonella	590	G	1	15377	15378	0.55285
Klebsiella	570	G	1	0	1	0.00004
Leclercia	83654	G	1	29	30	0.00108
Serratia	613	G	1	2	3	0.00011
Providencia	586	G	1	0	1	0.00004
Moraxella	475	G	6	0	6	0.00022
Psychrobacter	497	G	4	0	4	0.00014
Pseudomonas	286	G	9	2	11	0.00040
Haemophilus	724	G	1	0	1	0.00004
Frederiksenia	1649317	G	1	2	3	0.00011
Xanthomonas	338	G	2	0	2	0.00007
Lysobacter	68	G	1	0	1	0.00004
Cellvibrio	10	G	1	0	1	0.00004
Candidatus Thioglobus	655184	G	1	0	1	0.00004
Marinomonas	28253	G	1	0	1	0.00004
Methylobacterium	407	G	11	6	17	0.00061
Phyllobacterium	28100	G	1	4	5	0.00018
Liberibacter	34019	G	1	0	1	0.00004
Novosphingobium	165696	G	1	10	11	0.00040
Sphingopyxis	165697	G	1	0	1	0.00004
Acidocella	50709	G	1	3	4	0.00014
Roseomonas	125216	G	1	0	1	0.00004
Paracoccus	265	G	2	0	2	0.00007
Roseovarius	74030	G	2	3	5	0.00018
Asticcacaulis	76890	G	3	0	3	0.00011
Caulobacter	75	G	2	3	5	0.00018
Cupriavidus	106589	G	5	3	8	0.00029
Burkholderia	32008	G	1	7	8	0.00029
Polynucleobacter	44013	G	1	0	1	0.00004
Acidovorax	12916	G	1	0	1	0.00004
Duodenibacillus	1980697	G	2	0	2	0.00007
Sutterella	40544	G	1	0	1	0.00004
Turicimonas	1918598	G	1	0	1	0.00004
Caldimonas	196013	G	3	0	3	0.00011
Achromobacter	222	G	1	0	1	0.00004
Herbaspirillum	963	G	1	1	2	0.00007
Neisseria	482	G	1	0	1	0.00004
Nitrosomonas	914	G	1	0	1	0.00004
Phocaeicola	909656	G	43	28	71	0.00255
Bacteroides	816	G	22	12	34	0.00122
Parabacteroides	375288	G	8	1	9	0.00032
Alistipes	239759	G	3	0	3	0.00011
Prevotella	838	G	2	1	3	0.00011
Porphyromonas	836	G	1	0	1	0.00004
Muribaculum	1918540	G	1	0	1	0.00004
Hymenobacter	89966	G	6	0	6	0.00022
Adhaeribacter	299566	G	3	0	3	0.00011
Spirosoma	107	G	2	0	2	0.00007
Cytophaga	978	G	2	0	2	0.00007
