name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mediterraneibacter	2316020	G	394	584	978	0.00735
Simiaoa	2944193	G	380	527	907	0.00681
Enterocloster	2719313	G	259	76	335	0.00252
Kineothrix	2163168	G	194	3	197	0.00148
Anaerocolumna	1843210	G	107	0	107	0.00080
Lachnospira	28050	G	79	41	120	0.00090
Anaerostipes	207244	G	76	23	99	0.00074
Roseburia	841	G	75	100	175	0.00131
Blautia	572511	G	61	29	90	0.00068
Butyrivibrio	830	G	35	0	35	0.00026
Lacrimispora	2719231	G	32	12	44	0.00033
Agathobacter	1766253	G	12	18	30	0.00023
Lachnoclostridium	1506553	G	10	3	13	0.00010
Novisyntrophococcus	2888809	G	9	4	13	0.00010
Herbinix	1663717	G	7	4	11	0.00008
Dorea	189330	G	7	16	23	0.00017
Qiania	2944195	G	3	1	4	0.00003
Candidatus Epulonipiscium	2383	G	1	0	1	0.00001
Chordicoccus	3031933	G	1	0	1	0.00001
Anaeromicropila	3024823	G	1	0	1	0.00001
Lachnoanaerobaculum	1164882	G	1	0	1	0.00001
Stomatobaculum	1213720	G	1	0	1	0.00001
Anaerobutyricum	2569097	G	1	1	2	0.00002
Coprococcus	33042	G	1	0	1	0.00001
Defluviitalea	1185408	G	6	3	9	0.00007
Cellulosilyticum	698776	G	5	0	5	0.00004
Clostridium	1485	G	306	706	1012	0.00760
Hungatella	1649459	G	63	50	113	0.00085
Caloramator	44258	G	1	0	1	0.00001
Hathewaya	1769729	G	1	0	1	0.00001
Flavonifractor	946234	G	190	87	277	0.00208
Faecalibacterium	216851	G	18	104	122	0.00092
Ruminococcus	1263	G	11	5	16	0.00012
Vescimonas	2892396	G	8	8	16	0.00012
Ruthenibacterium	1905344	G	7	2	9	0.00007
Anaerotruncus	244127	G	5	4	9	0.00007
Caproicibacterium	2834348	G	2	0	2	0.00002
Acetivibrio	35829	G	1	0	1	0.00001
Subdoligranulum	292632	G	1	0	1	0.00001
Proteiniborus	415014	G	11	0	11	0.00008
Flintibacter	1918454	G	11	1	12	0.00009
Massilistercora	2717089	G	7	10	17	0.00013
Carboxydocella	178898	G	1	0	1	0.00001
Eubacterium	1730	G	9	13	22	0.00017
Thermanaerosceptrum	2651578	G	1	0	1	0.00001
Maliibacterium	3047433	G	1	0	1	0.00001
Aristaeella	3046369	G	1	0	1	0.00001
Intestinibacter	1505657	G	14	4	18	0.00014
Peptostreptococcus	1257	G	3	0	3	0.00002
Paraclostridium	1849822	G	3	0	3	0.00002
Clostridioides	1870884	G	2	6	8	0.00006
Mogibacterium	86331	G	2	0	2	0.00002
Filifactor	44259	G	4	0	4	0.00003
Serpentinicella	1890059	G	1	0	1	0.00001
Mahella	252965	G	1	0	1	0.00001
Bacillus	1386	G	485	13509	13994	0.10512
Neobacillus	2675232	G	6	0	6	0.00005
Priestia	2800373	G	6	0	6	0.00005
Metabacillus	2675233	G	4	0	4	0.00003
Peribacillus	2675229	G	2	0	2	0.00002
Fictibacillus	1329200	G	2	0	2	0.00002
Rossellomorea	2837508	G	2	0	2	0.00002
Lentibacillus	175304	G	1	0	1	0.00001
Anoxybacillus	150247	G	1	0	1	0.00001
Shouchella	2893057	G	1	0	1	0.00001
Mesobacillus	2675231	G	1	0	1	0.00001
Heyndrickxia	2837504	G	1	0	1	0.00001
Staphylococcus	1279	G	77	324	401	0.00301
Gemella	1378	G	13	0	13	0.00010
Paenibacillus	44249	G	11	0	11	0.00008
Kurthia	1649	G	1	0	1	0.00001
Laceyella	292635	G	1	0	1	0.00001
Streptococcus	1301	G	130	13	143	0.00107
Lactococcus	1357	G	6	30	36	0.00027
Granulicatella	117563	G	9	7	16	0.00012
Dolosigranulum	29393	G	8	0	8	0.00006
Carnobacterium	2747	G	4	1	5	0.00004
Weissella	46255	G	5	0	5	0.00004
Ligilactobacillus	2767887	G	3	0	3	0.00002
Lacticaseibacillus	2759736	G	3	6	9	0.00007
Lactobacillus	1578	G	2	0	2	0.00002
Lactiplantibacillus	2767842	G	1	0	1	0.00001
Latilactobacillus	2767885	G	1	0	1	0.00001
Enterococcus	1350	G	3	0	3	0.00002
Aerococcus	1375	G	3	0	3	0.00002
Thomasclavelia	3025755	G	188	29	217	0.00163
Faecalibacillus	2678885	G	1	0	1	0.00001
Tannockella	2943184	G	1	112	113	0.00085
Longicatena	1918536	G	46	34	80	0.00060
Solobacterium	123375	G	1	0	1	0.00001
Veillonella	29465	G	38	0	38	0.00029
Megasphaera	906	G	27	1	28	0.00021
Dialister	39948	G	10	1	11	0.00008
Selenomonas	970	G	14	2	16	0.00012
Phascolarctobacterium	33024	G	1	0	1	0.00001
Anaerococcus	165779	G	18	3	21	0.00016
Finegoldia	150022	G	3	0	3	0.00002
Peptoniphilus	162289	G	1	0	1	0.00001
Cutibacterium	1912216	G	545	70	615	0.00462
Arachnia	2801844	G	4	1	5	0.00004
Microlunatus	29404	G	1	1	2	0.00002
Nocardioides	1839	G	3	0	3	0.00002
Corynebacterium	1716	G	56	3	59	0.00044
Lawsonella	1847725	G	19	0	19	0.00014
Mycobacterium	1763	G	11	1	12	0.00009
Mycolicibacterium	1866885	G	3	108	111	0.00083
