name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	210	111	321	0.01576
Flavonifractor	946234	G	9	13	22	0.00108
Vescimonas	2892396	G	5	8	13	0.00064
Subdoligranulum	292632	G	3	0	3	0.00015
Petroclostridium	2304687	G	1	0	1	0.00005
Intestinimonas	1392389	G	5	5	10	0.00049
Flintibacter	1918454	G	2	2	4	0.00020
Blautia	572511	G	26	28	54	0.00265
Anaerostipes	207244	G	16	23	39	0.00192
Mediterraneibacter	2316020	G	12	10	22	0.00108
Anaerobutyricum	2569097	G	11	10	21	0.00103
Butyrivibrio	830	G	9	0	9	0.00044
Coprococcus	33042	G	8	15	23	0.00113
Lachnospira	28050	G	6	2	8	0.00039
Enterocloster	2719313	G	5	0	5	0.00025
Lacrimispora	2719231	G	3	0	3	0.00015
Roseburia	841	G	1	0	1	0.00005
Chakrabartyella	3088373	G	1	0	1	0.00005
Simiaoa	2944193	G	1	1	2	0.00010
Agathobacter	1766253	G	1	1	2	0.00010
Lachnoclostridium	1506553	G	1	0	1	0.00005
Anaerotignum	2039240	G	7	2	9	0.00044
Carboxydothermus	129957	G	1	0	1	0.00005
Filifactor	44259	G	1	0	1	0.00005
Bacillus	1386	G	71	10986	11057	0.54297
Neobacillus	2675232	G	1	0	1	0.00005
Anoxybacillus	150247	G	1	0	1	0.00005
Priestia	2800373	G	1	0	1	0.00005
Paenibacillus	44249	G	3	0	3	0.00015
Gemella	1378	G	2	0	2	0.00010
Staphylococcus	1279	G	1	67	68	0.00334
Streptococcus	1301	G	12	33	45	0.00221
Granulicatella	117563	G	3	7	10	0.00049
Dolosigranulum	29393	G	2	0	2	0.00010
Lactobacillus	1578	G	2	0	2	0.00010
Anaerococcus	165779	G	5	14	19	0.00093
Peptoniphilus	162289	G	2	0	2	0.00010
Phascolarctobacterium	33024	G	3	0	3	0.00015
Veillonella	29465	G	2	0	2	0.00010
Faecalibacillus	2678885	G	3	0	3	0.00015
Cutibacterium	1912216	G	47	11	58	0.00285
Corynebacterium	1716	G	19	5	24	0.00118
Mycobacterium	1763	G	2	2	4	0.00020
Rhodococcus	1827	G	1	0	1	0.00005
Dietzia	37914	G	1	0	1	0.00005
Bifidobacterium	1678	G	6	1	7	0.00034
Gardnerella	2701	G	1	0	1	0.00005
Rothia	32207	G	1	1	2	0.00010
Micrococcus	1269	G	1	0	1	0.00005
Brevibacterium	1696	G	2	2	4	0.00020
Actinomyces	1654	G	2	1	3	0.00015
Schaalia	2529408	G	1	0	1	0.00005
Pseudonocardia	1847	G	2	0	2	0.00010
Eggerthella	84111	G	1	0	1	0.00005
Oscillatoria	1158	G	1	0	1	0.00005
Limnospira	2596745	G	1	0	1	0.00005
Crinalium	241421	G	3	0	3	0.00015
Nostoc	1177	G	1	0	1	0.00005
Calothrix	1186	G	1	0	1	0.00005
Leptolyngbya	47251	G	1	0	1	0.00005
Mycoplasma	2093	G	1	29	30	0.00147
Allomeiothermus	2935559	G	1	0	1	0.00005
Phocaeicola	909656	G	74	24	98	0.00481
Bacteroides	816	G	64	4	68	0.00334
Parabacteroides	375288	G	7	0	7	0.00034
Tannerella	195950	G	2	0	2	0.00010
Porphyromonas	836	G	3	0	3	0.00015
Prevotella	838	G	1	2	3	0.00015
Acetobacteroides	1647173	G	1	0	1	0.00005
Spirosoma	107	G	5	0	5	0.00025
Cytophaga	978	G	1	0	1	0.00005
Hymenobacter	89966	G	2	0	2	0.00010
Escherichia	561	G	4	4289	4293	0.21081
Enterobacter	547	G	2	860	862	0.04233
Klebsiella	570	G	1	1275	1276	0.06266
Proteus	583	G	1	20	21	0.00103
Arsenophonus	637	G	1	0	1	0.00005
Pantoea	53335	G	1	8	9	0.00044
Stenotrophomonas	40323	G	8	45	53	0.00260
Pseudoxanthomonas	83618	G	2	0	2	0.00010
Haemophilus	724	G	4	5	9	0.00044
Actinobacillus	713	G	1	3	4	0.00020
Acinetobacter	469	G	1	0	1	0.00005
Moraxella	475	G	1	0	1	0.00005
Pseudomonas	286	G	2	108	110	0.00540
Halomonas	2745	G	1	0	1	0.00005
Salinicola	404432	G	1	0	1	0.00005
Cellvibrio	10	G	1	0	1	0.00005
Turicimonas	1918598	G	2	2	4	0.00020
Acidovorax	12916	G	1	9	10	0.00049
Ralstonia	48736	G	1	0	1	0.00005
Neisseria	482	G	1	0	1	0.00005
Rickettsia	780	G	1	0	1	0.00005
Sagittula	58842	G	1	0	1	0.00005
Gemmata	113	G	2	0	2	0.00010
Lacipirellula	2691417	G	1	0	1	0.00005
Candidatus Chromulinivorax	2953757	G	1	0	1	0.00005
Methanocaldococcus	196118	G	236	1273	1509	0.07410
Methanothermococcus	155862	G	1	0	1	0.00005
Homo	9605	G	14	5	19	0.00093
Tobamovirus	12234	G	1	0	1	0.00005
