name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptococcus	1301	G	130	70	200	0.00499
Lactococcus	1357	G	6	77	83	0.00207
Lactobacillus	1578	G	47	15	62	0.00155
Limosilactobacillus	2742598	G	13	9	22	0.00055
Ligilactobacillus	2767887	G	2	2	4	0.00010
Lactiplantibacillus	2767842	G	1	4	5	0.00012
Aerococcus	1375	G	4	1	5	0.00012
Abiotrophia	46123	G	4	1	5	0.00012
Dolosigranulum	29393	G	2	0	2	0.00005
Carnobacterium	2747	G	1	0	1	0.00002
Granulicatella	117563	G	1	1	2	0.00005
Bacillus	1386	G	88	6182	6270	0.15635
Heyndrickxia	2837504	G	1	0	1	0.00002
Anoxybacillus	150247	G	1	0	1	0.00002
Peribacillus	2675229	G	1	0	1	0.00002
Staphylococcus	1279	G	42	262	304	0.00758
Paenibacillus	44249	G	5	0	5	0.00012
Brevibacillus	55080	G	1	0	1	0.00002
Gemella	1378	G	5	0	5	0.00012
Kroppenstedtia	1274351	G	1	0	1	0.00002
Mediterraneibacter	2316020	G	25	35	60	0.00150
Stomatobaculum	1213720	G	22	4	26	0.00065
Blautia	572511	G	10	5	15	0.00037
Anaerobutyricum	2569097	G	7	8	15	0.00037
Coprococcus	33042	G	7	12	19	0.00047
Roseburia	841	G	6	2	8	0.00020
Anaerostipes	207244	G	5	3	8	0.00020
Enterocloster	2719313	G	5	0	5	0.00012
Agathobacter	1766253	G	4	6	10	0.00025
Dorea	189330	G	4	4	8	0.00020
Simiaoa	2944193	G	2	2	4	0.00010
Lachnoanaerobaculum	1164882	G	1	0	1	0.00002
Claveliimonas	3076670	G	1	0	1	0.00002
Faecalibacterium	216851	G	37	7	44	0.00110
Flavonifractor	946234	G	4	5	9	0.00022
Ruthenibacterium	1905344	G	3	2	5	0.00012
Pusillibacter	2892397	G	2	1	3	0.00007
Subdoligranulum	292632	G	2	1	3	0.00007
Ethanoligenens	253238	G	1	0	1	0.00002
Hungatella	1649459	G	8	4	12	0.00030
Heliomicrobium	2831443	G	2	0	2	0.00005
Flintibacter	1918454	G	2	1	3	0.00007
Maliibacterium	3047433	G	1	0	1	0.00002
Clostridioides	1870884	G	1	4836	4837	0.12062
Veillonella	29465	G	92	4	96	0.00239
Faecalibacillus	2678885	G	6	2	8	0.00020
Thomasclavelia	3025755	G	4	0	4	0.00010
Anaerococcus	165779	G	5	1	6	0.00015
Finegoldia	150022	G	4	0	4	0.00010
Cutibacterium	1912216	G	164	47	211	0.00526
Arachnia	2801844	G	1	0	1	0.00002
Nocardioides	1839	G	4	2	6	0.00015
Friedmanniella	53387	G	1	1	2	0.00005
Kocuria	57493	G	42	24	66	0.00165
Rothia	32207	G	31	11	42	0.00105
Micrococcus	1269	G	14	8	22	0.00055
Arthrobacter	1663	G	1	1	2	0.00005
Dermacoccus	57495	G	19	22	41	0.00102
Janibacter	53457	G	3	0	3	0.00007
Schaalia	2529408	G	39	15	54	0.00135
Actinomyces	1654	G	30	5	35	0.00087
Actinotignum	1653174	G	1	1	2	0.00005
Corynebacterium	1716	G	46	44	90	0.00224
Rhodococcus	1827	G	5	2	7	0.00017
Nocardia	1817	G	1	1	2	0.00005
Lawsonella	1847725	G	2	0	2	0.00005
Mycobacteroides	670516	G	1	0	1	0.00002
Bifidobacterium	1678	G	37	14	51	0.00127
Scardovia	196081	G	3	0	3	0.00007
Parascardovia	196082	G	2	0	2	0.00005
Streptomyces	1883	G	3	3	6	0.00015
Actinomycetospora	402649	G	1	0	1	0.00002
Lancefieldella	2767353	G	12	2	14	0.00035
Conexibacter	191494	G	1	0	1	0.00002
Calothrix	1186	G	4	9	13	0.00032
Nostoc	1177	G	3	8	11	0.00027
Oscillatoria	1158	G	2	3	5	0.00012
Moorena	1155738	G	2	0	2	0.00005
Gloeothece	28070	G	1	0	1	0.00002
Acaryochloris	155977	G	2	0	2	0.00005
Chroococcidiopsis	54298	G	1	0	1	0.00002
Leptolyngbya	47251	G	1	0	1	0.00002
Geitlerinema	63132	G	1	2	3	0.00007
Crinalium	241421	G	1	3	4	0.00010
Deinococcus	1298	G	1	0	1	0.00002
Sphaerobacter	2056	G	1	0	1	0.00002
Escherichia	561	G	8	24494	24502	0.61099
Klebsiella	570	G	2	762	764	0.01905
Enterobacter	547	G	2	51	53	0.00132
Salmonella	590	G	1	190	191	0.00476
