name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mediterraneibacter	2316020	G	384	375	759	0.01174
Anaerobutyricum	2569097	G	159	175	334	0.00517
Blautia	572511	G	138	108	246	0.00381
Simiaoa	2944193	G	54	69	123	0.00190
Enterocloster	2719313	G	39	6	45	0.00070
Anaerostipes	207244	G	35	28	63	0.00097
Roseburia	841	G	25	26	51	0.00079
Dorea	189330	G	23	35	58	0.00090
Lachnoclostridium	1506553	G	15	13	28	0.00043
Agathobacter	1766253	G	15	20	35	0.00054
Coprococcus	33042	G	14	29	43	0.00067
Butyrivibrio	830	G	6	1	7	0.00011
Anaeromicropila	3024823	G	3	0	3	0.00005
Marvinbryantia	248744	G	3	0	3	0.00005
Lachnospira	28050	G	2	1	3	0.00005
Lacrimispora	2719231	G	2	1	3	0.00005
Chordicoccus	3031933	G	1	0	1	0.00002
Kineothrix	2163168	G	1	0	1	0.00002
Defluviitalea	1185408	G	4	4	8	0.00012
Faecalibacterium	216851	G	515	211	726	0.01123
Flavonifractor	946234	G	38	67	105	0.00162
Subdoligranulum	292632	G	6	3	9	0.00014
Vescimonas	2892396	G	5	14	19	0.00029
Oscillibacter	459786	G	3	6	9	0.00014
Ruminococcus	1263	G	3	0	3	0.00005
Lawsonibacter	2172004	G	3	7	10	0.00015
Anaerotruncus	244127	G	2	6	8	0.00012
Pusillibacter	2892397	G	1	1	2	0.00003
Solibaculum	2842531	G	1	2	3	0.00005
Flintibacter	1918454	G	39	41	80	0.00124
Clostridium	1485	G	28	184	212	0.00328
Hungatella	1649459	G	4	2	6	0.00009
Sarcina	1266	G	1	1	2	0.00003
Eubacterium	1730	G	6	8	14	0.00022
Intestinibacillus	1928820	G	2	1	3	0.00005
Agathobaculum	2048137	G	2	0	2	0.00003
Candidatus Formimonas	2840454	G	2	0	2	0.00003
Maliibacterium	3047433	G	2	0	2	0.00003
Aristaeella	3046369	G	2	0	2	0.00003
Intestinibacter	1505657	G	5	5	10	0.00015
Terrisporobacter	1505652	G	3	4	7	0.00011
Emergencia	1926556	G	1	0	1	0.00002
Bacillus	1386	G	162	13434	13596	0.21034
