name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	175	117	292	0.01716
Flavonifractor	946234	G	6	17	23	0.00135
Vescimonas	2892396	G	4	0	4	0.00024
Subdoligranulum	292632	G	3	0	3	0.00018
Intestinimonas	1392389	G	3	7	10	0.00059
Flintibacter	1918454	G	1	3	4	0.00024
Blautia	572511	G	20	25	45	0.00265
Anaerostipes	207244	G	14	20	34	0.00200
Butyrivibrio	830	G	9	1	10	0.00059
Anaerobutyricum	2569097	G	8	10	18	0.00106
Mediterraneibacter	2316020	G	8	9	17	0.00100
Coprococcus	33042	G	6	14	20	0.00118
Lacrimispora	2719231	G	3	0	3	0.00018
Lachnospira	28050	G	3	1	4	0.00024
Enterocloster	2719313	G	1	0	1	0.00006
Lachnoclostridium	1506553	G	1	0	1	0.00006
Agathobacter	1766253	G	1	1	2	0.00012
Anaerotignum	2039240	G	4	1	5	0.00029
Bacillus	1386	G	44	7266	7310	0.42967
Neobacillus	2675232	G	1	0	1	0.00006
Anoxybacillus	150247	G	1	0	1	0.00006
Paenibacillus	44249	G	3	0	3	0.00018
Staphylococcus	1279	G	1	52	53	0.00312
Alicyclobacillus	29330	G	1	0	1	0.00006
Gemella	1378	G	1	0	1	0.00006
Streptococcus	1301	G	11	0	11	0.00065
Granulicatella	117563	G	3	7	10	0.00059
Dolosigranulum	29393	G	2	1	3	0.00018
Lactobacillus	1578	G	1	0	1	0.00006
Anaerococcus	165779	G	4	7	11	0.00065
Peptoniphilus	162289	G	2	0	2	0.00012
Phascolarctobacterium	33024	G	3	0	3	0.00018
Veillonella	29465	G	2	0	2	0.00012
Faecalibacillus	2678885	G	2	0	2	0.00012
Cutibacterium	1912216	G	36	14	50	0.00294
Corynebacterium	1716	G	16	6	22	0.00129
Dietzia	37914	G	1	0	1	0.00006
Bifidobacterium	1678	G	5	3	8	0.00047
Gardnerella	2701	G	1	0	1	0.00006
Rothia	32207	G	1	0	1	0.00006
Micrococcus	1269	G	1	0	1	0.00006
Brevibacterium	1696	G	1	1	2	0.00012
Actinomyces	1654	G	2	2	4	0.00024
Eggerthella	84111	G	1	0	1	0.00006
Crinalium	241421	G	3	1	4	0.00024
Gloeothece	28070	G	1	0	1	0.00006
Oscillatoria	1158	G	1	0	1	0.00006
Allomeiothermus	2935559	G	1	0	1	0.00006
Phocaeicola	909656	G	62	41	103	0.00605
Bacteroides	816	G	56	7	63	0.00370
Parabacteroides	375288	G	6	0	6	0.00035
Tannerella	195950	G	2	0	2	0.00012
Porphyromonas	836	G	2	0	2	0.00012
Spirosoma	107	G	1	0	1	0.00006
Cytophaga	978	G	1	0	1	0.00006
Hymenobacter	89966	G	1	0	1	0.00006
Escherichia	561	G	4	4520	4524	0.26591
Klebsiella	570	G	2	2707	2709	0.15923
Enterobacter	547	G	1	446	447	0.02627
Proteus	583	G	1	17	18	0.00106
Haemophilus	724	G	3	4	7	0.00041
Actinobacillus	713	G	1	3	4	0.00024
Acinetobacter	469	G	1	0	1	0.00006
Moraxella	475	G	1	0	1	0.00006
Stenotrophomonas	40323	G	2	12	14	0.00082
Pseudomonas	286	G	1	0	1	0.00006
Turicimonas	1918598	G	2	1	3	0.00018
Acidovorax	12916	G	1	4	5	0.00029
Ralstonia	48736	G	1	0	1	0.00006
Sagittula	58842	G	1	0	1	0.00006
Lacipirellula	2691417	G	1	0	1	0.00006
Methanocaldococcus	196118	G	198	858	1056	0.06207
Homo	9605	G	3	3	6	0.00035
Tobamovirus	12234	G	1	0	1	0.00006
