name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Klebsiella	570	G	913	1439	2352	0.71122
Enterobacter	547	G	2	0	2	0.00060
Citrobacter	544	G	1	0	1	0.00030
Salmonella	590	G	1	142	143	0.04324
Pseudomonas	286	G	10	8	18	0.00544
Acinetobacter	469	G	4	0	4	0.00121
Candidatus Palibaumannia	198346	G	2	0	2	0.00060
Shewanella	22	G	1	1	2	0.00060
Cupriavidus	106589	G	4	5	9	0.00272
Tepidimonas	114248	G	8	9	17	0.00514
Comamonas	283	G	2	0	2	0.00060
Hydrogenophaga	47420	G	2	1	3	0.00091
Acidovorax	12916	G	1	0	1	0.00030
Delftia	80865	G	1	3	4	0.00121
Caldimonas	196013	G	1	1	2	0.00060
Pontivivens	1844015	G	2	2	4	0.00121
Rhodobacter	1060	G	1	3	4	0.00121
Paracoccus	265	G	1	1	2	0.00060
Brucella	234	G	1	0	1	0.00030
Devosia	46913	G	1	3	4	0.00121
Bartonella	773	G	1	0	1	0.00030
Sphingobium	165695	G	1	1	2	0.00060
Sphingomonas	13687	G	1	0	1	0.00030
Asticcacaulis	76890	G	2	0	2	0.00060
Phenylobacterium	20	G	1	0	1	0.00030
Roseomonas	125216	G	1	0	1	0.00030
Defluviicoccus	111830	G	1	0	1	0.00030
Wolbachia	953	G	1	0	1	0.00030
Hydrogenophilus	70774	G	2	0	2	0.00060
Blautia	572511	G	24	8	32	0.00968
Enterocloster	2719313	G	14	2	16	0.00484
Dorea	189330	G	14	12	26	0.00786
Mediterraneibacter	2316020	G	9	7	16	0.00484
Anaerobutyricum	2569097	G	8	4	12	0.00363
Roseburia	841	G	1	0	1	0.00030
Agathobacter	1766253	G	1	0	1	0.00030
Clostridium	1485	G	3	2	5	0.00151
Ethanoligenens	253238	G	2	1	3	0.00091
Paludihabitans	2038676	G	2	0	2	0.00060
Thermoanaerobacterium	28895	G	1	0	1	0.00030
Clostridioides	1870884	G	1	0	1	0.00030
Bacillus	1386	G	4	4	8	0.00242
Anoxybacillus	150247	G	3	0	3	0.00091
Parageobacillus	1906945	G	1	0	1	0.00030
Caldalkalibacillus	379065	G	1	0	1	0.00030
Staphylococcus	1279	G	9	9	18	0.00544
Paenibacillus	44249	G	4	0	4	0.00121
Alicyclobacillus	29330	G	2	0	2	0.00060
Kyrpidia	1129704	G	1	0	1	0.00030
Lacticaseibacillus	2759736	G	7	0	7	0.00212
Leuconostoc	1243	G	1	0	1	0.00030
Streptococcus	1301	G	6	0	6	0.00181
Enterococcus	1350	G	1	0	1	0.00030
Mycobacterium	1763	G	68	26	94	0.02842
Corynebacterium	1716	G	16	0	16	0.00484
Nocardia	1817	G	1	0	1	0.00030
Cutibacterium	1912216	G	13	2	15	0.00454
Nocardioides	1839	G	4	0	4	0.00121
Micropruina	116071	G	1	0	1	0.00030
Microbacterium	33882	G	3	10	13	0.00393
Rathayibacter	33886	G	2	0	2	0.00060
Rhodoluna	529883	G	1	0	1	0.00030
Rothia	32207	G	1	0	1	0.00030
Brevibacterium	1696	G	1	1	2	0.00060
Polymorphospora	338583	G	2	0	2	0.00060
Bifidobacterium	1678	G	1	0	1	0.00030
Jatrophihabitans	1434010	G	1	0	1	0.00030
Streptosporangium	2000	G	1	0	1	0.00030
Streptomyces	1883	G	1	0	1	0.00030
Nostoc	1177	G	3	0	3	0.00091
Gloeothece	28070	G	2	6	8	0.00242
Anthocerotibacter	2857076	G	2	2	4	0.00121
Thermus	270	G	1	0	1	0.00030
Fimbriimonas	1005038	G	1	0	1	0.00030
Bacteroides	816	G	90	25	115	0.03477
Phocaeicola	909656	G	1	0	1	0.00030
Petrimonas	307628	G	3	4	7	0.00212
Prevotella	838	G	1	0	1	0.00030
Cloacibacterium	501783	G	8	11	19	0.00575
Ornithobacterium	28250	G	2	3	5	0.00151
Chryseobacterium	59732	G	1	2	3	0.00091
Faecalibacter	2766734	G	1	2	3	0.00091
Mariniflexile	527198	G	1	5	6	0.00181
Leadbetterella	319458	G	1	0	1	0.00030
Dyadobacter	120831	G	1	0	1	0.00030
Pontibacter	323449	G	1	0	1	0.00030
Filimonas	649460	G	1	0	1	0.00030
Chitinophaga	79328	G	1	0	1	0.00030
Pedobacter	84567	G	1	0	1	0.00030
Fusobacterium	848	G	10	0	10	0.00302
Bdellovibrio	958	G	2	0	2	0.00060
Pseudobdellovibrio	2862745	G	1	0	1	0.00030
Sulfidibacter	2915177	G	2	0	2	0.00060
Granulicella	940557	G	1	0	1	0.00030
Thermogutta	1676125	G	1	0	1	0.00030
Homo	9605	G	163	2	165	0.04989
Methanothrix	2222	G	2	0	2	0.00060
