name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Blautia	572511	G	322	25	347	0.00421
Anaerostipes	207244	G	180	52	232	0.00282
Roseburia	841	G	132	822	954	0.01159
Anaerobutyricum	2569097	G	120	8	128	0.00155
Mediterraneibacter	2316020	G	104	10	114	0.00138
Enterocloster	2719313	G	67	2	69	0.00084
Dorea	189330	G	33	4	37	0.00045
Lachnospira	28050	G	23	0	23	0.00028
Agathobacter	1766253	G	22	1	23	0.00028
Simiaoa	2944193	G	17	1	18	0.00022
Lacrimispora	2719231	G	16	0	16	0.00019
Wansuia	2944198	G	11	0	11	0.00013
Lachnoclostridium	1506553	G	11	0	11	0.00013
Butyrivibrio	830	G	10	0	10	0.00012
Coprococcus	33042	G	6	0	6	0.00007
Marvinbryantia	248744	G	4	0	4	0.00005
Stomatobaculum	1213720	G	4	0	4	0.00005
Chordicoccus	3031933	G	3	0	3	0.00004
Novisyntrophococcus	2888809	G	2	0	2	0.00002
Anaerocolumna	1843210	G	2	0	2	0.00002
Sellimonas	1769710	G	1	0	1	0.00001
Herbinix	1663717	G	1	0	1	0.00001
Lachnoanaerobaculum	1164882	G	1	0	1	0.00001
Chakrabartyella	3088373	G	1	0	1	0.00001
Anaerotignum	2039240	G	2	0	2	0.00002
Faecalibacterium	216851	G	1025	423	1448	0.01759
Ruminococcus	1263	G	6	0	6	0.00007
Caproicibacterium	2834348	G	2	1	3	0.00004
Clostridium	1485	G	21	45	66	0.00080
Hungatella	1649459	G	7	1	8	0.00010
Intestinibacillus	1928820	G	6	4	10	0.00012
Agathobaculum	2048137	G	2	0	2	0.00002
Eubacterium	1730	G	5	0	5	0.00006
Clostridioides	1870884	G	3	39	42	0.00051
Peptacetobacter	2743582	G	3	4	7	0.00009
Filifactor	44259	G	14	1	15	0.00018
Bacillus	1386	G	311	33909	34220	0.41560
Neobacillus	2675232	G	5	0	5	0.00006
Fictibacillus	1329200	G	4	0	4	0.00005
Cytobacillus	2675230	G	2	0	2	0.00002
Parageobacillus	1906945	G	1	0	1	0.00001
Priestia	2800373	G	1	0	1	0.00001
Virgibacillus	84406	G	1	0	1	0.00001
Staphylococcus	1279	G	19	638	657	0.00798
Gemella	1378	G	11	1	12	0.00015
Paenibacillus	44249	G	6	0	6	0.00007
Solibacillus	648800	G	1	0	1	0.00001
Streptococcus	1301	G	55	52	107	0.00130
Granulicatella	117563	G	8	9	17	0.00021
Dolosigranulum	29393	G	3	0	3	0.00004
Lactobacillus	1578	G	1	0	1	0.00001
Lacticaseibacillus	2759736	G	1	0	1	0.00001
Anaerococcus	165779	G	24	12	36	0.00044
Parvimonas	543311	G	2	0	2	0.00002
Peptoniphilus	162289	G	1	0	1	0.00001
Thomasclavelia	3025755	G	14	1	15	0.00018
Turicibacter	191303	G	1	0	1	0.00001
Veillonella	29465	G	11	0	11	0.00013
Megamonas	158846	G	1	0	1	0.00001
Phascolarctobacterium	33024	G	1	0	1	0.00001
Kocuria	57493	G	35	15	50	0.00061
Micrococcus	1269	G	11	0	11	0.00013
Rothia	32207	G	7	1	8	0.00010
Dermacoccus	57495	G	52	20	72	0.00087
Brachybacterium	43668	G	3	0	3	0.00004
Microbacterium	33882	G	1	2	3	0.00004
Janibacter	53457	G	2	1	3	0.00004
Cutibacterium	1912216	G	97	31	128	0.00155
Arachnia	2801844	G	3	1	4	0.00005
Corynebacterium	1716	G	44	4	48	0.00058
Mycobacterium	1763	G	41	26	67	0.00081
Lawsonella	1847725	G	3	0	3	0.00004
Dietzia	37914	G	2	0	2	0.00002
Rhodococcus	1827	G	1	0	1	0.00001
Bifidobacterium	1678	G	28	6	34	0.00041
Modestobacter	88138	G	1	0	1	0.00001
Actinomyces	1654	G	2	0	2	0.00002
Streptomyces	1883	G	2	0	2	0.00002
Nakamurella	53460	G	1	0	1	0.00001
Rubrobacter	42255	G	3	0	3	0.00004
Oscillatoria	1158	G	4	8	12	0.00015
Gloeothece	28070	G	1	2	3	0.00004
Anthocerotibacter	2857076	G	1	0	1	0.00001
Leptolyngbya	47251	G	1	0	1	0.00001
Truepera	332248	G	1	0	1	0.00001
Phocaeicola	909656	G	461	149	610	0.00741
Bacteroides	816	G	404	22	426	0.00517
Parabacteroides	375288	G	48	5	53	0.00064
Paraprevotella	577309	G	4	0	4	0.00005
Segatella	2974251	G	3	1	4	0.00005
Prevotella	838	G	2	0	2	0.00002
Pseudoprevotella	2884814	G	1	0	1	0.00001
Porphyromonas	836	G	7	0	7	0.00009
Dysgonomonas	156973	G	2	0	2	0.00002
Acetobacteroides	1647173	G	1	0	1	0.00001
Hymenobacter	89966	G	14	0	14	0.00017
Dyadobacter	120831	G	2	0	2	0.00002
Spirosoma	107	G	1	0	1	0.00001
Cytophaga	978	G	1	0	1	0.00001
Flavobacterium	237	G	1	1	2	0.00002
Flavisolibacter	398041	G	2	0	2	0.00002
Enterobacter	547	G	11	851	862	0.01047
Escherichia	561	G	9	3741	3750	0.04554
Salmonella	590	G	5	33244	33249	0.40381
Citrobacter	544	G	2	15	17	0.00021
Klebsiella	570	G	2	737	739	0.00898
Kosakonia	1330547	G	1	0	1	0.00001
Serratia	613	G	6	2	8	0.00010
Yersinia	629	G	1	0	1	0.00001
Proteus	583	G	1	6	7	0.00009
Providencia	586	G	1	0	1	0.00001
Sodalis	84565	G	1	0	1	0.00001
Acinetobacter	469	G	11	79	90	0.00109
Moraxella	475	G	7	0	7	0.00009
Grimontia	246861	G	9	0	9	0.00011
Vibrio	662	G	5	31	36	0.00044
Pseudomonas	286	G	7	66	73	0.00089
Stenotrophomonas	40323	G	6	10	16	0.00019
Pseudoxanthomonas	83618	G	1	0	1	0.00001
Tahibacter	1453544	G	2	0	2	0.00002
Actinobacillus	713	G	3	0	3	0.00004
Cellvibrio	10	G	2	0	2	0.00002
Halomonas	2745	G	1	0	1	0.00001
Salinicola	404432	G	1	0	1	0.00001
Oceanisphaera	225143	G	1	0	1	0.00001
Zobellella	347533	G	1	0	1	0.00001
Aquicella	254245	G	1	0	1	0.00001
Turicimonas	1918598	G	6	4	10	0.00012
Sutterella	40544	G	5	4	9	0.00011
Duodenibacillus	1980697	G	5	5	10	0.00012
Cupriavidus	106589	G	6	1	7	0.00009
Burkholderia	32008	G	4	11	15	0.00018
Ralstonia	48736	G	2	6	8	0.00010
Rhodoferax	28065	G	1	0	1	0.00001
Pigmentiphaga	152267	G	4	5	9	0.00011
Aquabacterium	92793	G	2	3	5	0.00006
Caldimonas	196013	G	2	4	6	0.00007
Neisseria	482	G	6	0	6	0.00007
Aquella	2593687	G	1	2	3	0.00004
Methylotenera	359407	G	1	0	1	0.00001
Paracoccus	265	G	6	0	6	0.00007
Aliiroseovarius	1658781	G	1	4	5	0.00006
Sulfitobacter	60136	G	2	0	2	0.00002
Roseomonas	125216	G	2	3	5	0.00006
Defluviicoccus	111830	G	2	2	4	0.00005
Skermanella	204447	G	1	1	2	0.00002
Brevundimonas	41275	G	4	0	4	0.00005
Asticcacaulis	76890	G	3	0	3	0.00004
Caulobacter	75	G	1	0	1	0.00001
Pseudorhizobium	1903858	G	1	0	1	0.00001
Sinorhizobium	28105	G	1	0	1	0.00001
Shinella	323620	G	1	2	3	0.00004
Pleomorphomonas	261933	G	2	3	5	0.00006
Sphingomonas	13687	G	3	6	9	0.00011
Novosphingobium	165696	G	1	0	1	0.00001
Rickettsia	780	G	2	0	2	0.00002
Gemmata	113	G	1	6	7	0.00009
Nibricoccus	2576890	G	2	0	2	0.00002
Opitutus	178440	G	1	0	1	0.00001
Leptotrichia	32067	G	1	2	3	0.00004
Fusobacterium	848	G	2	0	2	0.00002
Borreliella	64895	G	2	0	2	0.00002
Treponema	157	G	2	0	2	0.00002
Arcobacter	28196	G	4	1	5	0.00006
Luteitalea	2004797	G	2	0	2	0.00002
Mesotoga	1184396	G	2	0	2	0.00002
Peredibacter	263370	G	1	0	1	0.00001
Methanocaldococcus	196118	G	810	2045	2855	0.03467
Homo	9605	G	36	5	41	0.00050
