name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	188	44	232	0.00487
Vescimonas	2892396	G	4	13	17	0.00036
Oscillibacter	459786	G	4	9	13	0.00027
Subdoligranulum	292632	G	3	2	5	0.00011
Ruminococcus	1263	G	1	0	1	0.00002
Pusillibacter	2892397	G	1	1	2	0.00004
Ruthenibacterium	1905344	G	1	1	2	0.00004
Lawsonibacter	2172004	G	1	3	4	0.00008
Clostridium	1485	G	7	23	30	0.00063
Caloramator	44258	G	1	0	1	0.00002
Oceanirhabdus	1434026	G	1	0	1	0.00002
Acutalibacter	1918385	G	1	0	1	0.00002
Anaerobutyricum	2569097	G	50	43	93	0.00195
Blautia	572511	G	28	54	82	0.00172
Mediterraneibacter	2316020	G	22	18	40	0.00084
Dorea	189330	G	11	12	23	0.00048
Anaerostipes	207244	G	10	5	15	0.00032
Lachnoclostridium	1506553	G	8	0	8	0.00017
Simiaoa	2944193	G	8	8	16	0.00034
Roseburia	841	G	6	0	6	0.00013
Agathobacter	1766253	G	6	6	12	0.00025
Enterocloster	2719313	G	5	2	7	0.00015
Lachnospira	28050	G	5	2	7	0.00015
Coprococcus	33042	G	3	3	6	0.00013
Butyrivibrio	830	G	3	0	3	0.00006
Chordicoccus	3031933	G	2	0	2	0.00004
Wansuia	2944198	G	1	0	1	0.00002
Qiania	2944195	G	1	0	1	0.00002
Claveliimonas	3076670	G	1	0	1	0.00002
Anaerocolumna	1843210	G	1	0	1	0.00002
Herbinix	1663717	G	1	0	1	0.00002
Marvinbryantia	248744	G	1	0	1	0.00002
Emergencia	1926556	G	1	0	1	0.00002
Bacillus	1386	G	123	3395	3518	0.07389
Peribacillus	2675229	G	1	0	1	0.00002
Neobacillus	2675232	G	1	0	1	0.00002
Staphylococcus	1279	G	55	341	396	0.00832
Macrococcus	69965	G	1	0	1	0.00002
Paenibacillus	44249	G	4	0	4	0.00008
Gemella	1378	G	3	0	3	0.00006
Streptococcus	1301	G	23	3	26	0.00055
Lactococcus	1357	G	3	21	24	0.00050
Lactobacillus	1578	G	3	3	6	0.00013
Ligilactobacillus	2767887	G	1	0	1	0.00002
Leuconostoc	1243	G	1	0	1	0.00002
Dolosigranulum	29393	G	3	0	3	0.00006
Trichococcus	82802	G	1	0	1	0.00002
Granulicatella	117563	G	1	1	2	0.00004
Aerococcus	1375	G	2	1	3	0.00006
Phascolarctobacterium	33024	G	2	0	2	0.00004
Veillonella	29465	G	3	1	4	0.00008
Selenomonas	970	G	2	0	2	0.00004
Anaerococcus	165779	G	4	2	6	0.00013
Peptoniphilus	162289	G	3	0	3	0.00006
Finegoldia	150022	G	1	0	1	0.00002
Ezakiella	1582879	G	1	3	4	0.00008
Longicatena	1918536	G	2	1	3	0.00006
Solobacterium	123375	G	1	0	1	0.00002
Allobaculum	174708	G	1	0	1	0.00002
Cutibacterium	1912216	G	131	38	169	0.00355
Arachnia	2801844	G	1	0	1	0.00002
Nocardioides	1839	G	6	2	8	0.00017
Aeromicrobium	2040	G	1	0	1	0.00002
Corynebacterium	1716	G	64	15	79	0.00166
Dietzia	37914	G	1	2	3	0.00006
Lawsonella	1847725	G	1	0	1	0.00002
Kocuria	57493	G	10	6	16	0.00034
Rothia	32207	G	2	0	2	0.00004
Micrococcus	1269	G	2	0	2	0.00004
Microbacterium	33882	G	5	2	7	0.00015
Dermacoccus	57495	G	2	3	5	0.00011
Demequina	577469	G	1	1	2	0.00004
Bifidobacterium	1678	G	7	10	17	0.00036
Actinomyces	1654	G	4	0	4	0.00008
Schaalia	2529408	G	3	0	3	0.00006
Streptomyces	1883	G	3	5	8	0.00017
Jatrophihabitans	1434010	G	2	0	2	0.00004
Actinomycetospora	402649	G	1	1	2	0.00004
Blastococcus	38501	G	1	0	1	0.00002
Olsenella	133925	G	2	0	2	0.00004
Rubrobacter	42255	G	1	0	1	0.00002
Deinococcus	1298	G	3	0	3	0.00006
Truepera	332248	G	3	0	3	0.00006
Leptolyngbya	47251	G	1	3	4	0.00008
Escherichia	561	G	8	27420	27428	0.57609
Klebsiella	570	G	4	823	827	0.01737
Salmonella	590	G	2	13379	13381	0.28105
Enterobacter	547	G	1	28	29	0.00061
Kosakonia	1330547	G	1	0	1	0.00002
Shimwellia	1335483	G	1	0	1	0.00002
Serratia	613	G	2	2	4	0.00008
Pantoea	53335	G	1	0	1	0.00002
Pseudomonas	286	G	13	9	22	0.00046
Thiopseudomonas	1654787	G	1	1	2	0.00004
Moraxella	475	G	10	0	10	0.00021
Acinetobacter	469	G	9	0	9	0.00019
Xanthomonas	338	G	3	0	3	0.00006
Stenotrophomonas	40323	G	2	10	12	0.00025
Mannheimia	75984	G	1	0	1	0.00002
Frederiksenia	1649317	G	1	3	4	0.00008
Vibrio	662	G	4	4	8	0.00017
Flagellatimonas	2893022	G	2	0	2	0.00004
Marinomonas	28253	G	2	0	2	0.00004
Thiocapsa	1056	G	1	0	1	0.00002
Cardiobacterium	2717	G	1	0	1	0.00002
Sutterella	40544	G	26	14	40	0.00084
Cupriavidus	106589	G	9	3	12	0.00025
Burkholderia	32008	G	1	0	1	0.00002
Ralstonia	48736	G	1	2	3	0.00006
Caldimonas	196013	G	4	15	19	0.00040
Roseateles	93681	G	2	6	8	0.00017
Sphaerotilus	34102	G	1	4	5	0.00011
Acidovorax	12916	G	3	0	3	0.00006
Variovorax	34072	G	1	5	6	0.00013
Kingella	32257	G	2	3	5	0.00011
Sphingomonas	13687	G	8	4	12	0.00025
Novosphingobium	165696	G	1	0	1	0.00002
Paracoccus	265	G	2	0	2	0.00004
Aliiroseovarius	1658781	G	2	4	6	0.00013
Ruegeria	97050	G	1	0	1	0.00002
Asticcacaulis	76890	G	4	3	7	0.00015
Brevundimonas	41275	G	2	0	2	0.00004
Bradyrhizobium	374	G	1	0	1	0.00002
Nitratireductor	245876	G	1	0	1	0.00002
Methylobacterium	407	G	1	0	1	0.00002
Roseomonas	125216	G	2	0	2	0.00004
Phocaeicola	909656	G	54	28	82	0.00172
Bacteroides	816	G	10	2	12	0.00025
Prevotella	838	G	5	0	5	0.00011
Alistipes	239759	G	4	0	4	0.00008
Odoribacter	283168	G	1	0	1	0.00002
Chitinophaga	79328	G	1	5	6	0.00013
Cloacibacterium	501783	G	1	0	1	0.00002
Dyadobacter	120831	G	2	0	2	0.00004
Cytophaga	978	G	1	0	1	0.00002
Treponema	157	G	2	0	2	0.00004
Borreliella	64895	G	1	0	1	0.00002
Fusobacterium	848	G	1	0	1	0.00002
Leptotrichia	32067	G	1	0	1	0.00002
Nitratidesulfovibrio	2802295	G	1	1	2	0.00004
Taurinivorans	3126915	G	1	0	1	0.00002
Campylobacter	194	G	1	0	1	0.00002
Methanocaldococcus	196118	G	334	217	551	0.01157
Homo	9605	G	3	0	3	0.00006
