name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mediterraneibacter	2316020	G	275	266	541	0.00694
Agathobacter	1766253	G	65	82	147	0.00188
Anaerostipes	207244	G	52	32	84	0.00108
Coprococcus	33042	G	40	61	101	0.00129
Anaerobutyricum	2569097	G	31	28	59	0.00076
Dorea	189330	G	25	28	53	0.00068
Simiaoa	2944193	G	20	22	42	0.00054
Tyzzerella	1506577	G	15	4	19	0.00024
Chakrabartyella	3088373	G	13	4	17	0.00022
Blautia	572511	G	13	0	13	0.00017
Lachnoclostridium	1506553	G	12	5	17	0.00022
Lachnospira	28050	G	9	4	13	0.00017
Roseburia	841	G	6	5	11	0.00014
Enterocloster	2719313	G	4	0	4	0.00005
Lacrimispora	2719231	G	3	0	3	0.00004
Butyrivibrio	830	G	1	0	1	0.00001
Anaerocolumna	1843210	G	1	0	1	0.00001
Kineothrix	2163168	G	1	0	1	0.00001
Anaerotignum	2039240	G	42	35	77	0.00099
Faecalibacterium	216851	G	80	19	99	0.00127
Subdoligranulum	292632	G	42	15	57	0.00073
Ruthenibacterium	1905344	G	16	23	39	0.00050
Flavonifractor	946234	G	8	17	25	0.00032
Ruminococcus	1263	G	3	0	3	0.00004
Clostridium	1485	G	6	3	9	0.00012
Hungatella	1649459	G	2	2	4	0.00005
Flintibacter	1918454	G	4	3	7	0.00009
Massilistercora	2717089	G	1	1	2	0.00003
Aristaeella	3046369	G	1	0	1	0.00001
Staphylococcus	1279	G	885	29754	30639	0.39282
Bacillus	1386	G	157	2889	3046	0.03905
Parageobacillus	1906945	G	1	0	1	0.00001
Mangrovibacillus	2920444	G	1	0	1	0.00001
Neobacillus	2675232	G	1	0	1	0.00001
Lysinibacillus	400634	G	1	0	1	0.00001
Gemella	1378	G	4	0	4	0.00005
Paenibacillus	44249	G	3	0	3	0.00004
Abyssicoccus	1955413	G	2	0	2	0.00003
Planococcus	1372	G	1	0	1	0.00001
Streptococcus	1301	G	44	17	61	0.00078
