name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas	286	G	215	666	881	0.01598
Permianibacter	1649479	G	1	0	1	0.00002
Entomomonas	2758906	G	1	0	1	0.00002
Escherichia	561	G	13	5829	5842	0.10595
Enterobacter	547	G	8	578	586	0.01063
Klebsiella	570	G	5	1192	1197	0.02171
Salmonella	590	G	4	28506	28510	0.51708
Shigella	620	G	1	1671	1672	0.03032
Proteus	583	G	2	13	15	0.00027
Morganella	581	G	1	4	5	0.00009
Providencia	586	G	1	113	114	0.00207
Xenorhabdus	626	G	1	0	1	0.00002
Yersinia	629	G	1	0	1	0.00002
Stenotrophomonas	40323	G	5	8	13	0.00024
Xanthomonas	338	G	1	0	1	0.00002
Vibrio	662	G	4	0	4	0.00007
Photobacterium	657	G	2	3	5	0.00009
Pistricoccus	1897649	G	2	0	2	0.00004
Halomonas	2745	G	1	0	1	0.00002
Candidatus Portiera	235572	G	1	0	1	0.00002
Halotalea	376488	G	1	0	1	0.00002
Marinomonas	28253	G	1	0	1	0.00002
Haemophilus	724	G	1	0	1	0.00002
Acinetobacter	469	G	1	0	1	0.00002
Rheinheimera	67575	G	2	0	2	0.00004
Aeromonas	642	G	1	5	6	0.00011
Pseudoalteromonas	53246	G	1	0	1	0.00002
Cardiobacterium	2717	G	1	0	1	0.00002
Methylomonas	416	G	1	0	1	0.00002
Candidatus Palibaumannia	198346	G	1	0	1	0.00002
Sutterella	40544	G	21	6	27	0.00049
Duodenibacillus	1980697	G	1	0	1	0.00002
Candidatus Symbiobacter	1436289	G	3	7	10	0.00018
Cupriavidus	106589	G	4	0	4	0.00007
Ralstonia	48736	G	1	3	4	0.00007
Sphaerotilus	34102	G	1	3	4	0.00007
Caldimonas	196013	G	1	3	4	0.00007
Methylotenera	359407	G	2	0	2	0.00004
Ferrigenium	2249462	G	1	0	1	0.00002
Roseomonas	125216	G	4	0	4	0.00007
Sphingomonas	13687	G	3	0	3	0.00005
Novosphingobium	165696	G	1	0	1	0.00002
Altererythrobacter	361177	G	1	1	2	0.00004
Methylorubrum	2282523	G	3	3	6	0.00011
Brucella	234	G	2	0	2	0.00004
Sinorhizobium	28105	G	1	0	1	0.00002
Paracoccus	265	G	3	0	3	0.00005
Aliiroseovarius	1658781	G	1	2	3	0.00005
Caulobacter	75	G	1	1	2	0.00004
Asticcacaulis	76890	G	1	0	1	0.00002
Rickettsia	780	G	1	0	1	0.00002
Blautia	572511	G	36	22	58	0.00105
Roseburia	841	G	23	3	26	0.00047
Agathobacter	1766253	G	19	14	33	0.00060
