name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterocloster	2719313	G	171	50	221	0.00715
Blautia	572511	G	68	45	113	0.00365
Dorea	189330	G	26	50	76	0.00246
Anaerostipes	207244	G	18	13	31	0.00100
Agathobacter	1766253	G	14	19	33	0.00107
Anaerobutyricum	2569097	G	12	12	24	0.00078
Roseburia	841	G	8	8	16	0.00052
Sellimonas	1769710	G	4	1	5	0.00016
Lachnoclostridium	1506553	G	2	1	3	0.00010
Butyrivibrio	830	G	2	0	2	0.00006
Pseudobutyrivibrio	46205	G	1	0	1	0.00003
Clostridium	1485	G	62	293	355	0.01148
Hungatella	1649459	G	1	0	1	0.00003
Flavonifractor	946234	G	43	23	66	0.00213
Intestinibacillus	1928820	G	1	0	1	0.00003
Bacillus	1386	G	69	2409	2478	0.08014
Geobacillus	129337	G	1	0	1	0.00003
Neobacillus	2675232	G	1	0	1	0.00003
Salicibibacter	2685905	G	1	0	1	0.00003
Staphylococcus	1279	G	2	0	2	0.00006
Paenibacillus	44249	G	2	0	2	0.00006
Gemella	1378	G	2	0	2	0.00006
Streptococcus	1301	G	27	38	65	0.00210
Dolosigranulum	29393	G	6	0	6	0.00019
Granulicatella	117563	G	5	0	5	0.00016
Lactiplantibacillus	2767842	G	2	2	4	0.00013
Lactobacillus	1578	G	1	0	1	0.00003
Ligilactobacillus	2767887	G	1	0	1	0.00003
Anaerococcus	165779	G	7	3	10	0.00032
Peptoniphilus	162289	G	1	0	1	0.00003
Dialister	39948	G	1	0	1	0.00003
Selenomonas	970	G	1	0	1	0.00003
Thomasclavelia	3025755	G	1	0	1	0.00003
Cutibacterium	1912216	G	71	19	90	0.00291
Arachnia	2801844	G	1	0	1	0.00003
Corynebacterium	1716	G	23	0	23	0.00074
Mycobacterium	1763	G	1	30	31	0.00100
Micrococcus	1269	G	5	0	5	0.00016
Rothia	32207	G	3	1	4	0.00013
Kocuria	57493	G	1	5	6	0.00019
Glutamicibacter	1742989	G	1	0	1	0.00003
Microbacterium	33882	G	1	2	3	0.00010
Brevibacterium	1696	G	1	0	1	0.00003
Gardnerella	2701	G	6	0	6	0.00019
Bifidobacterium	1678	G	2	0	2	0.00006
Schaalia	2529408	G	1	0	1	0.00003
Ilumatobacter	682522	G	2	0	2	0.00006
Collinsella	102106	G	2	0	2	0.00006
Oscillatoria	1158	G	1	5	6	0.00019
Deinococcus	1298	G	2	0	2	0.00006
Sutterella	40544	G	87	85	172	0.00556
Duodenibacillus	1980697	G	21	39	60	0.00194
Acidovorax	12916	G	1	0	1	0.00003
Burkholderia	32008	G	1	74	75	0.00243
Bordetella	517	G	1	1	2	0.00006
Achromobacter	222	G	1	0	1	0.00003
Janthinobacterium	29580	G	1	0	1	0.00003
Aquabacterium	92793	G	1	2	3	0.00010
Escherichia	561	G	9	18735	18744	0.60623
Enterobacter	547	G	5	718	723	0.02338
Salmonella	590	G	3	6419	6422	0.20770
Klebsiella	570	G	2	151	153	0.00495
Cronobacter	413496	G	1	0	1	0.00003
Paraglaciecola	1621534	G	13	0	13	0.00042
Stenotrophomonas	40323	G	6	6	12	0.00039
Pseudoxanthomonas	83618	G	2	0	2	0.00006
Xanthomonas	338	G	1	0	1	0.00003
Tahibacter	1453544	G	1	0	1	0.00003
Acinetobacter	469	G	5	0	5	0.00016
Moraxella	475	G	2	0	2	0.00006
Haemophilus	724	G	4	2	6	0.00019
Gallibacterium	155493	G	1	1	2	0.00006
Legionella	445	G	5	0	5	0.00016
Aquicella	254245	G	1	0	1	0.00003
Halotalea	376488	G	3	0	3	0.00010
Halomonas	2745	G	2	0	2	0.00006
Pistricoccus	1897649	G	1	0	1	0.00003
Pseudomonas	286	G	1	2	3	0.00010
Vibrio	662	G	2	0	2	0.00006
Paracoccus	265	G	1	0	1	0.00003
Aliiroseovarius	1658781	G	1	6	7	0.00023
Sphingobium	165695	G	1	6	7	0.00023
Defluviicoccus	111830	G	1	2	3	0.00010
Brevundimonas	41275	G	2	0	2	0.00006
Kaistia	166953	G	1	0	1	0.00003
Phocaeicola	909656	G	125	53	178	0.00576
Bacteroides	816	G	104	14	118	0.00382
Prevotella	838	G	3	0	3	0.00010
Porphyromonas	836	G	3	0	3	0.00010
Hymenobacter	89966	G	8	0	8	0.00026
Emticicia	312278	G	2	0	2	0.00006
Roseivirga	290180	G	1	0	1	0.00003
Cloacibacterium	501783	G	2	2	4	0.00013
Fusobacterium	848	G	6	0	6	0.00019
Treponema	157	G	1	0	1	0.00003
Singulisphaera	466152	G	1	0	1	0.00003
Methanocaldococcus	196118	G	304	102	406	0.01313
Homo	9605	G	3	0	3	0.00010
