name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Anaerobutyricum	2569097	G	62	6	68	0.00117
Mediterraneibacter	2316020	G	37	4	41	0.00071
Blautia	572511	G	35	16	51	0.00088
Dorea	189330	G	17	2	19	0.00033
Anaerostipes	207244	G	14	2	16	0.00028
Simiaoa	2944193	G	12	1	13	0.00022
Roseburia	841	G	8	155	163	0.00281
Lachnoclostridium	1506553	G	8	0	8	0.00014
Enterocloster	2719313	G	7	0	7	0.00012
Agathobacter	1766253	G	6	0	6	0.00010
Coprococcus	33042	G	5	0	5	0.00009
Lachnospira	28050	G	4	0	4	0.00007
Herbinix	1663717	G	3	0	3	0.00005
Butyrivibrio	830	G	3	0	3	0.00005
Chordicoccus	3031933	G	2	0	2	0.00003
Lacrimispora	2719231	G	2	0	2	0.00003
Claveliimonas	3076670	G	1	0	1	0.00002
Wansuia	2944198	G	1	0	1	0.00002
Qiania	2944195	G	1	0	1	0.00002
Chakrabartyella	3088373	G	1	0	1	0.00002
Anaerocolumna	1843210	G	1	0	1	0.00002
Lachnoanaerobaculum	1164882	G	1	0	1	0.00002
Marvinbryantia	248744	G	1	0	1	0.00002
Anaerotignum	2039240	G	2	0	2	0.00003
Faecalibacterium	216851	G	224	42	266	0.00459
Vescimonas	2892396	G	8	14	22	0.00038
Subdoligranulum	292632	G	7	1	8	0.00014
Oscillibacter	459786	G	4	4	8	0.00014
Ruminococcus	1263	G	1	0	1	0.00002
Pusillibacter	2892397	G	1	0	1	0.00002
Mageeibacillus	1637257	G	1	0	1	0.00002
Ruthenibacterium	1905344	G	1	0	1	0.00002
Lawsonibacter	2172004	G	1	1	2	0.00003
Clostridium	1485	G	7	22	29	0.00050
Caloramator	44258	G	1	0	1	0.00002
Oceanirhabdus	1434026	G	1	0	1	0.00002
Hungatella	1649459	G	1	0	1	0.00002
Acutalibacter	1918385	G	1	0	1	0.00002
Filifactor	44259	G	2	0	2	0.00003
Emergencia	1926556	G	1	0	1	0.00002
Bacillus	1386	G	231	12689	12920	0.22299
Neobacillus	2675232	G	2	0	2	0.00003
Peribacillus	2675229	G	1	0	1	0.00002
Cytobacillus	2675230	G	1	0	1	0.00002
Fictibacillus	1329200	G	1	0	1	0.00002
Staphylococcus	1279	G	74	456	530	0.00915
Mammaliicoccus	2803850	G	4	0	4	0.00007
Macrococcus	69965	G	1	0	1	0.00002
Paenibacillus	44249	G	6	0	6	0.00010
Gemella	1378	G	3	0	3	0.00005
Streptococcus	1301	G	26	2	28	0.00048
Lactococcus	1357	G	3	18	21	0.00036
Lactobacillus	1578	G	4	3	7	0.00012
Ligilactobacillus	2767887	G	2	0	2	0.00003
Leuconostoc	1243	G	1	0	1	0.00002
Dolosigranulum	29393	G	3	0	3	0.00005
Trichococcus	82802	G	1	0	1	0.00002
Granulicatella	117563	G	1	0	1	0.00002
Aerococcus	1375	G	2	0	2	0.00003
Phascolarctobacterium	33024	G	8	1	9	0.00016
Veillonella	29465	G	7	0	7	0.00012
Selenomonas	970	G	2	0	2	0.00003
Anaerococcus	165779	G	5	1	6	0.00010
Peptoniphilus	162289	G	3	0	3	0.00005
Finegoldia	150022	G	1	0	1	0.00002
Ezakiella	1582879	G	1	0	1	0.00002
Solobacterium	123375	G	2	2	4	0.00007
Longicatena	1918536	G	2	0	2	0.00003
Allobaculum	174708	G	1	0	1	0.00002
Thomasclavelia	3025755	G	1	0	1	0.00002
Cutibacterium	1912216	G	153	33	186	0.00321
Arachnia	2801844	G	1	0	1	0.00002
Nocardioides	1839	G	6	2	8	0.00014
Aeromicrobium	2040	G	1	0	1	0.00002
Corynebacterium	1716	G	80	12	92	0.00159
Mycobacterium	1763	G	15	11	26	0.00045
Gordonia	2053	G	1	0	1	0.00002
Dietzia	37914	G	1	0	1	0.00002
Lawsonella	1847725	G	1	0	1	0.00002
Kocuria	57493	G	14	9	23	0.00040
Rothia	32207	G	4	0	4	0.00007
Micrococcus	1269	G	2	0	2	0.00003
Microbacterium	33882	G	5	2	7	0.00012
Dermacoccus	57495	G	4	4	8	0.00014
Brevibacterium	1696	G	1	1	2	0.00003
Sanguibacter	60919	G	1	1	2	0.00003
Actinomyces	1654	G	8	4	12	0.00021
Schaalia	2529408	G	3	0	3	0.00005
Bifidobacterium	1678	G	7	4	11	0.00019
Streptomyces	1883	G	5	4	9	0.00016
Pseudonocardia	1847	G	2	0	2	0.00003
Actinomycetospora	402649	G	2	1	3	0.00005
Jatrophihabitans	1434010	G	2	0	2	0.00003
Blastococcus	38501	G	1	0	1	0.00002
Olsenella	133925	G	3	0	3	0.00005
Rubrobacter	42255	G	1	0	1	0.00002
Gloeothece	28070	G	1	0	1	0.00002
Oscillatoria	1158	G	1	1	2	0.00003
Nostoc	1177	G	1	0	1	0.00002
Calothrix	1186	G	1	0	1	0.00002
Acaryochloris	155977	G	1	0	1	0.00002
Leptolyngbya	47251	G	1	0	1	0.00002
Truepera	332248	G	4	0	4	0.00007
Deinococcus	1298	G	2	0	2	0.00003
Mycoplasma	2093	G	1	3	4	0.00007
Escherichia	561	G	11	20391	20402	0.35212
Klebsiella	570	G	5	757	762	0.01315
Salmonella	590	G	4	20591	20595	0.35545
Enterobacter	547	G	2	27	29	0.00050
Citrobacter	544	G	2	48	50	0.00086
Kosakonia	1330547	G	1	0	1	0.00002
Shimwellia	1335483	G	1	0	1	0.00002
Serratia	613	G	3	5	8	0.00014
Yersinia	629	G	1	0	1	0.00002
Pantoea	53335	G	1	0	1	0.00002
Acinetobacter	469	G	13	5	18	0.00031
Moraxella	475	G	12	0	12	0.00021
Pseudomonas	286	G	15	10	25	0.00043
Thiopseudomonas	1654787	G	1	0	1	0.00002
Stenotrophomonas	40323	G	12	15	27	0.00047
Xanthomonas	338	G	4	0	4	0.00007
Vibrio	662	G	9	11	20	0.00035
Mannheimia	75984	G	1	0	1	0.00002
Frederiksenia	1649317	G	1	3	4	0.00007
Marinomonas	28253	G	1	2	3	0.00005
Flagellatimonas	2893022	G	2	0	2	0.00003
Thiocapsa	1056	G	1	0	1	0.00002
Cardiobacterium	2717	G	1	0	1	0.00002
Oceanisphaera	225143	G	1	0	1	0.00002
Sutterella	40544	G	42	9	51	0.00088
Acidovorax	12916	G	4	9	13	0.00022
Comamonas	283	G	1	6	7	0.00012
Cupriavidus	106589	G	12	2	14	0.00024
Burkholderia	32008	G	1	0	1	0.00002
Ralstonia	48736	G	1	2	3	0.00005
Caldimonas	196013	G	6	14	20	0.00035
Roseateles	93681	G	2	4	6	0.00010
Achromobacter	222	G	1	2	3	0.00005
Kingella	32257	G	2	3	5	0.00009
Vitreoscilla	59	G	1	0	1	0.00002
