name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacillus	1386	G	117	16438	16555	0.61616
Heyndrickxia	2837504	G	1	0	1	0.00004
Neobacillus	2675232	G	1	0	1	0.00004
Fervidibacillus	3033930	G	1	0	1	0.00004
Staphylococcus	1279	G	50	266	316	0.01176
Gemella	1378	G	2	0	2	0.00007
Streptococcus	1301	G	11	0	11	0.00041
Dolosigranulum	29393	G	1	4	5	0.00019
Granulicatella	117563	G	1	0	1	0.00004
Faecalibacterium	216851	G	54	0	54	0.00201
Lawsonibacter	2172004	G	1	10	11	0.00041
Mediterraneibacter	2316020	G	12	5	17	0.00063
Roseburia	841	G	6	4	10	0.00037
Anaerobutyricum	2569097	G	3	1	4	0.00015
Dorea	189330	G	2	1	3	0.00011
Blautia	572511	G	2	0	2	0.00007
Anaerostipes	207244	G	1	0	1	0.00004
Agathobacter	1766253	G	1	0	1	0.00004
Anaerococcus	165779	G	7	4	11	0.00041
Phascolarctobacterium	33024	G	1	2	3	0.00011
Veillonella	29465	G	1	0	1	0.00004
Longicatena	1918536	G	1	0	1	0.00004
Cutibacterium	1912216	G	39	11	50	0.00186
Corynebacterium	1716	G	15	3	18	0.00067
Rhodococcus	1827	G	4	1	5	0.00019
Mycobacterium	1763	G	2	3	5	0.00019
Mycobacteroides	670516	G	1	0	1	0.00004
Gordonia	2053	G	1	2	3	0.00011
Rothia	32207	G	2	1	3	0.00011
Micrococcus	1269	G	1	0	1	0.00004
Brachybacterium	43668	G	1	0	1	0.00004
Schaalia	2529408	G	1	0	1	0.00004
Allomeiothermus	2935559	G	1	0	1	0.00004
Deinococcus	1298	G	1	0	1	0.00004
Enterobacter	547	G	9	1070	1079	0.04016
Escherichia	561	G	7	4141	4148	0.15438
Klebsiella	570	G	4	1578	1582	0.05888
Salmonella	590	G	1	1724	1725	0.06420
Haemophilus	724	G	18	30	48	0.00179
Pseudomonas	286	G	5	178	183	0.00681
Acinetobacter	469	G	3	0	3	0.00011
Moraxella	475	G	1	0	1	0.00004
Candidatus Palibaumannia	198346	G	1	0	1	0.00004
Stenotrophomonas	40323	G	1	2	3	0.00011
Marinomonas	28253	G	1	0	1	0.00004
Pseudoalteromonas	53246	G	1	0	1	0.00004
Polaromonas	52972	G	2	0	2	0.00007
Acidovorax	12916	G	1	3	4	0.00015
Variovorax	34072	G	1	5	6	0.00022
Delftia	80865	G	1	0	1	0.00004
Cupriavidus	106589	G	3	0	3	0.00011
Candidatus Ichthyocystis	2929841	G	2	0	2	0.00007
Neisseria	482	G	1	0	1	0.00004
Asticcacaulis	76890	G	2	0	2	0.00007
Caulobacter	75	G	1	0	1	0.00004
Brevundimonas	41275	G	1	0	1	0.00004
Phaeobacter	302485	G	2	0	2	0.00007
Sphingomonas	13687	G	2	2	4	0.00015
Rickettsia	780	G	1	0	1	0.00004
Phocaeicola	909656	G	5	3	8	0.00030
Macellibacteroides	1159323	G	1	0	1	0.00004
Parabacteroides	375288	G	1	0	1	0.00004
Flavobacterium	237	G	2	0	2	0.00007
Flagellimonas	444459	G	1	0	1	0.00004
Chryseobacterium	59732	G	1	2	3	0.00011
Emticicia	312278	G	2	0	2	0.00007
Hymenobacter	89966	G	1	0	1	0.00004
Solitalea	929509	G	1	0	1	0.00004
Leptotrichia	32067	G	2	0	2	0.00007
Fusobacterium	848	G	1	0	1	0.00004
Borreliella	64895	G	1	0	1	0.00004
Campylobacter	194	G	1	0	1	0.00004
Aminomonas	81411	G	1	0	1	0.00004
Methanocaldococcus	196118	G	291	614	905	0.03368
Homo	9605	G	10	2	12	0.00045
