name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Staphylococcus	1279	G	384	864	1248	0.03065
Nosocomiicoccus	489909	G	1	0	1	0.00002
Bacillus	1386	G	102	1611	1713	0.04206
Lysinibacillus	400634	G	1	0	1	0.00002
Neobacillus	2675232	G	1	0	1	0.00002
Priestia	2800373	G	1	0	1	0.00002
Gottfriedia	2837503	G	1	0	1	0.00002
Gemella	1378	G	5	1	6	0.00015
Paenibacillus	44249	G	4	1	5	0.00012
Listeria	1637	G	1	4	5	0.00012
Streptococcus	1301	G	66	19	85	0.00209
Limosilactobacillus	2742598	G	3	4	7	0.00017
Lactobacillus	1578	G	1	0	1	0.00002
Leuconostoc	1243	G	1	0	1	0.00002
Lactiplantibacillus	2767842	G	1	3	4	0.00010
Trichococcus	82802	G	2	0	2	0.00005
Granulicatella	117563	G	1	1	2	0.00005
Aerococcus	1375	G	2	0	2	0.00005
Vagococcus	2737	G	1	0	1	0.00002
Blautia	572511	G	53	11	64	0.00157
Anaerostipes	207244	G	44	14	58	0.00142
Anaerobutyricum	2569097	G	18	6	24	0.00059
Roseburia	841	G	12	3	15	0.00037
Mediterraneibacter	2316020	G	10	2	12	0.00029
Simiaoa	2944193	G	10	4	14	0.00034
Dorea	189330	G	8	5	13	0.00032
Coprococcus	33042	G	3	336	339	0.00832
Butyrivibrio	830	G	3	0	3	0.00007
Lachnoanaerobaculum	1164882	G	2	0	2	0.00005
Stomatobaculum	1213720	G	2	0	2	0.00005
Agathobacter	1766253	G	2	0	2	0.00005
Lachnospira	28050	G	1	0	1	0.00002
Chordicoccus	3031933	G	1	0	1	0.00002
Enterocloster	2719313	G	1	0	1	0.00002
Kineothrix	2163168	G	1	0	1	0.00002
Anaerotignum	2039240	G	1	0	1	0.00002
Faecalibacterium	216851	G	114	49	163	0.00400
Ruminococcus	1263	G	22	0	22	0.00054
Subdoligranulum	292632	G	8	3	11	0.00027
Caproicibacterium	2834348	G	2	4	6	0.00015
Anaerotruncus	244127	G	1	4	5	0.00012
Ethanoligenens	253238	G	1	0	1	0.00002
Flavonifractor	946234	G	1	2	3	0.00007
Ruthenibacterium	1905344	G	1	1	2	0.00005
Lawsonibacter	2172004	G	1	3	4	0.00010
Clostridium	1485	G	9	13	22	0.00054
Caloramator	44258	G	3	1	4	0.00010
Sarcina	1266	G	1	0	1	0.00002
Crassaminicella	1848399	G	1	0	1	0.00002
Caproiciproducens	1738645	G	2	0	2	0.00005
Acutalibacter	1918385	G	2	0	2	0.00005
Peptostreptococcus	1257	G	2	1	3	0.00007
Intestinibacter	1505657	G	1	2	3	0.00007
Veillonella	29465	G	79	3	82	0.00201
Dialister	39948	G	1	0	1	0.00002
Phascolarctobacterium	33024	G	5	0	5	0.00012
Selenomonas	970	G	4	0	4	0.00010
Anaerococcus	165779	G	12	2	14	0.00034
Finegoldia	150022	G	7	2	9	0.00022
Parvimonas	543311	G	1	0	1	0.00002
Miniphocaeibacter	2126548	G	1	0	1	0.00002
Faecalibacillus	2678885	G	4	3	7	0.00017
Cutibacterium	1912216	G	203	86	289	0.00710
Arachnia	2801844	G	1	0	1	0.00002
Nocardioides	1839	G	1	2	3	0.00007
Corynebacterium	1716	G	185	67	252	0.00619
Rhodococcus	1827	G	1	0	1	0.00002
Mycolicibacterium	1866885	G	1	0	1	0.00002
Lawsonella	1847725	G	1	1	2	0.00005
Micrococcus	1269	G	48	29	77	0.00189
Rothia	32207	G	20	15	35	0.00086
Kocuria	57493	G	5	7	12	0.00029
Microbacterium	33882	G	7	5	12	0.00029
Protaetiibacter	2680004	G	1	10	11	0.00027
Brachybacterium	43668	G	2	0	2	0.00005
Terrabacter	53355	G	1	3	4	0.00010
Janibacter	53457	G	1	4	5	0.00012
Dermacoccus	57495	G	2	6	8	0.00020
Actinomyces	1654	G	24	11	35	0.00086
Schaalia	2529408	G	5	2	7	0.00017
Mobiluncus	2050	G	1	3	4	0.00010
Changpingibacter	2912996	G	1	1	2	0.00005
Bifidobacterium	1678	G	18	16	34	0.00083
Streptomyces	1883	G	4	5	9	0.00022
Actinomycetospora	402649	G	1	2	3	0.00007
Conexibacter	191494	G	1	0	1	0.00002
Euzebya	908623	G	1	0	1	0.00002
Nostoc	1177	G	3	2	5	0.00012
Pleurocapsa	44474	G	2	0	2	0.00005
Deinococcus	1298	G	3	0	3	0.00007
Allomeiothermus	2935559	G	1	0	1	0.00002
Capsulimonas	2494209	G	1	0	1	0.00002
Candidatus Promineifilum	1988031	G	1	0	1	0.00002
Spiroplasma	2132	G	1	0	1	0.00002
Moraxella	475	G	380	215	595	0.01461
Acinetobacter	469	G	42	8	50	0.00123
Aquirhabdus	2824158	G	12	4	16	0.00039
Psychrobacter	497	G	2	0	2	0.00005
Pseudomonas	286	G	144	283	427	0.01049
Thiopseudomonas	1654787	G	3	1	4	0.00010
Marinobacter	2742	G	2	0	2	0.00005
Escherichia	561	G	6	805	811	0.01992
Salmonella	590	G	5	30911	30916	0.75918
Enterobacter	547	G	1	47	48	0.00118
Shigella	620	G	1	200	201	0.00494
Klebsiella	570	G	1	124	125	0.00307
Yersinia	629	G	2	1192	1194	0.02932
Rahnella	34037	G	1	0	1	0.00002
Buchnera	32199	G	2	0	2	0.00005
Xenorhabdus	626	G	1	1	2	0.00005
Sodalis	84565	G	1	0	1	0.00002
Stenotrophomonas	40323	G	9	13	22	0.00054
Dokdonella	323413	G	1	0	1	0.00002
Haemophilus	724	G	1	6	7	0.00017
Vibrio	662	G	3	0	3	0.00007
Spiribacter	1335745	G	2	0	2	0.00005
Halomonas	2745	G	1	0	1	0.00002
Pistricoccus	1897649	G	1	0	1	0.00002
Flagellatimonas	2893022	G	1	0	1	0.00002
Cardiobacterium	2717	G	1	0	1	0.00002
Legionella	445	G	1	0	1	0.00002
Janthinobacterium	29580	G	32	72	104	0.00255
Duganella	75654	G	6	55	61	0.00150
Massilia	149698	G	5	17	22	0.00054
Herbaspirillum	963	G	3	0	3	0.00007
Glaciimonas	1229970	G	1	2	3	0.00007
Variovorax	34072	G	15	15	30	0.00074
Comamonas	283	G	7	16	23	0.00056
Acidovorax	12916	G	2	4	6	0.00015
Candidatus Symbiobacter	1436289	G	2	2	4	0.00010
