name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium	216851	G	6960	3605	10565	0.11206
Ruminococcus	1263	G	17	1	18	0.00019
Vescimonas	2892396	G	13	9	22	0.00023
Subdoligranulum	292632	G	10	1	11	0.00012
Lawsonibacter	2172004	G	8	4	12	0.00013
Acetivibrio	35829	G	7	1	8	0.00008
Ruthenibacterium	1905344	G	4	1	5	0.00005
Flavonifractor	946234	G	4	1	5	0.00005
Ethanoligenens	253238	G	3	0	3	0.00003
Caproicibacterium	2834348	G	3	1	4	0.00004
Pusillibacter	2892397	G	3	0	3	0.00003
Thermocaproicibacter	3048127	G	3	0	3	0.00003
Oscillibacter	459786	G	2	111	113	0.00120
Fastidiosipila	236752	G	2	0	2	0.00002
Mageeibacillus	1637257	G	1	0	1	0.00001
Petroclostridium	2304687	G	1	0	1	0.00001
Hungatella	1649459	G	253	35	288	0.00305
Clostridium	1485	G	177	831	1008	0.01069
Sarcina	1266	G	7	42	49	0.00052
Caloramator	44258	G	3	5	8	0.00008
Hathewaya	1769729	G	1	4	5	0.00005
Aristaeella	3046369	G	15	0	15	0.00016
Intestinibacillus	1928820	G	6	3	9	0.00010
Agathobaculum	2048137	G	1	0	1	0.00001
Desulfosporosinus	79206	G	8	0	8	0.00008
Desulfitobacterium	36853	G	1	0	1	0.00001
Eubacterium	1730	G	4	0	4	0.00004
Caproicibacter	2576755	G	2	1	3	0.00003
Intestinimonas	1392389	G	2	0	2	0.00002
Flintibacter	1918454	G	1	0	1	0.00001
Dehalobacterium	51514	G	1	0	1	0.00001
Desulforamulus	2916693	G	1	0	1	0.00001
Anaerostipes	207244	G	1077	216	1293	0.01371
Blautia	572511	G	677	3026	3703	0.03927
Roseburia	841	G	347	1888	2235	0.02370
Lacrimispora	2719231	G	341	9	350	0.00371
Enterocloster	2719313	G	302	8	310	0.00329
Butyrivibrio	830	G	186	6	192	0.00204
Simiaoa	2944193	G	164	17	181	0.00192
Mediterraneibacter	2316020	G	125	940	1065	0.01130
Dorea	189330	G	113	15	128	0.00136
Anaerobutyricum	2569097	G	106	9	115	0.00122
Lachnoclostridium	1506553	G	105	3	108	0.00115
Lachnospira	28050	G	74	3	77	0.00082
Coprococcus	33042	G	69	6	75	0.00080
Anaeromicropila	3024823	G	47	0	47	0.00050
Herbinix	1663717	G	27	3	30	0.00032
Anaerocolumna	1843210	G	16	0	16	0.00017
Marvinbryantia	248744	G	16	0	16	0.00017
