name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium	1912216	G	132	44	176	0.00385
Nocardioides	1839	G	2	3	5	0.00011
Micrococcus	1269	G	8	0	8	0.00018
Kocuria	57493	G	5	0	5	0.00011
Arthrobacter	1663	G	3	4	7	0.00015
Rothia	32207	G	1	0	1	0.00002
Janibacter	53457	G	2	4	6	0.00013
Cellulomonas	1707	G	1	2	3	0.00007
Dermacoccus	57495	G	1	1	2	0.00004
Corynebacterium	1716	G	12	2	14	0.00031
Lawsonella	1847725	G	5	2	7	0.00015
Mycobacterium	1763	G	2	5	7	0.00015
Actinomyces	1654	G	12	3	15	0.00033
Streptomyces	1883	G	4	4	8	0.00018
Actinomycetospora	402649	G	1	2	3	0.00007
Bacillus	1386	G	105	4231	4336	0.09485
Neobacillus	2675232	G	2	0	2	0.00004
Mesobacillus	2675231	G	1	0	1	0.00002
Staphylococcus	1279	G	21	142	163	0.00357
Paenibacillus	44249	G	5	0	5	0.00011
Gemella	1378	G	1	0	1	0.00002
Streptococcus	1301	G	30	0	30	0.00066
Lactobacillus	1578	G	5	82	87	0.00190
Aerococcus	1375	G	1	0	1	0.00002
Carnobacterium	2747	G	1	0	1	0.00002
Enterocloster	2719313	G	3	3	6	0.00013
Mediterraneibacter	2316020	G	2	4	6	0.00013
Chakrabartyella	3088373	G	1	0	1	0.00002
Lachnoclostridium	1506553	G	1	1	2	0.00004
Acetivibrio	35829	G	1	1	2	0.00004
Flavonifractor	946234	G	1	0	1	0.00002
Clostridium	1485	G	1	0	1	0.00002
Romboutsia	1501226	G	1	0	1	0.00002
Thomasclavelia	3025755	G	3	0	3	0.00007
Allocoprobacillus	3059504	G	1	0	1	0.00002
Veillonella	29465	G	4	0	4	0.00009
Anaerococcus	165779	G	2	0	2	0.00004
Finegoldia	150022	G	1	0	1	0.00002
Nodularia	159191	G	3	0	3	0.00007
Nostoc	1177	G	2	4	6	0.00013
Calothrix	1186	G	1	4	5	0.00011
Crinalium	241421	G	5	9	14	0.00031
Synechococcus	1129	G	4	0	4	0.00009
Oscillatoria	1158	G	1	0	1	0.00002
Pseudanabaena	1152	G	1	0	1	0.00002
Geitlerinema	63132	G	1	1	2	0.00004
Deinococcus	1298	G	1	0	1	0.00002
Truepera	332248	G	1	0	1	0.00002
Candidatus Phytoplasma	33926	G	1	0	1	0.00002
Escherichia	561	G	5	34522	34527	0.75528
Klebsiella	570	G	5	5461	5466	0.11957
Enterobacter	547	G	1	0	1	0.00002
Xenorhabdus	626	G	1	0	1	0.00002
Arsenophonus	637	G	1	1	2	0.00004
Pectobacterium	122277	G	1	0	1	0.00002
Serratia	613	G	1	1	2	0.00004
Acinetobacter	469	G	15	50	65	0.00142
Moraxella	475	G	6	1	7	0.00015
Psychrobacter	497	G	1	0	1	0.00002
Pseudomonas	286	G	4	24	28	0.00061
Permianibacter	1649479	G	1	0	1	0.00002
Stenotrophomonas	40323	G	8	13	21	0.00046
Xanthomonas	338	G	1	0	1	0.00002
Pseudoxanthomonas	83618	G	1	0	1	0.00002
Haemophilus	724	G	1	3	4	0.00009
Vibrio	662	G	4	0	4	0.00009
Legionella	445	G	3	0	3	0.00007
Halomonas	2745	G	2	0	2	0.00004
Alcanivorax	59753	G	1	0	1	0.00002
Alteromonas	226	G	1	0	1	0.00002
Pseudoalteromonas	53246	G	1	1	2	0.00004
Cupriavidus	106589	G	5	10	15	0.00033
Ralstonia	48736	G	1	0	1	0.00002
Variovorax	34072	G	1	0	1	0.00002
Caldimonas	196013	G	1	6	7	0.00015
Vitreoscilla	59	G	2	3	5	0.00011
Sphingomonas	13687	G	4	7	11	0.00024
Methylobacterium	407	G	1	0	1	0.00002
Asticcacaulis	76890	G	3	1	4	0.00009
Brevundimonas	41275	G	1	0	1	0.00002
Roseomonas	125216	G	1	0	1	0.00002
Aliiroseovarius	1658781	G	1	0	1	0.00002
Phocaeicola	909656	G	4	0	4	0.00009
Bacteroides	816	G	3	1	4	0.00009
Prevotella	838	G	1	0	1	0.00002
Parabacteroides	375288	G	1	0	1	0.00002
Elizabethkingia	308865	G	2	2	4	0.00009
Chryseobacterium	59732	G	1	0	1	0.00002
Echinicola	390846	G	1	0	1	0.00002
Spirosoma	107	G	1	0	1	0.00002
Fusobacterium	848	G	3	0	3	0.00007
Methanocaldococcus	196118	G	318	183	501	0.01096
Methanococcus	2184	G	1	0	1	0.00002
Homo	9605	G	7	2	9	0.00020
