name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mediterraneibacter	2316020	G	215	101	316	0.00644
Blautia	572511	G	181	2847	3028	0.06174
Dorea	189330	G	76	17	93	0.00190
Enterocloster	2719313	G	69	8	77	0.00157
Anaerobutyricum	2569097	G	65	16	81	0.00165
Agathobacter	1766253	G	58	7	65	0.00133
Anaerostipes	207244	G	35	29	64	0.00131
Simiaoa	2944193	G	27	3	30	0.00061
Chakrabartyella	3088373	G	26	8	34	0.00069
Coprococcus	33042	G	23	5	28	0.00057
Lacrimispora	2719231	G	14	1	15	0.00031
Lachnospira	28050	G	11	1	12	0.00024
Tyzzerella	1506577	G	9	1	10	0.00020
Butyrivibrio	830	G	8	0	8	0.00016
Marvinbryantia	248744	G	8	0	8	0.00016
Roseburia	841	G	3	1	4	0.00008
Lachnoclostridium	1506553	G	3	1	4	0.00008
Kineothrix	2163168	G	2	0	2	0.00004
Chordicoccus	3031933	G	1	0	1	0.00002
Lachnoanaerobaculum	1164882	G	1	0	1	0.00002
Wansuia	2944198	G	1	0	1	0.00002
Anaerotignum	2039240	G	67	60	127	0.00259
Faecalibacterium	216851	G	582	887	1469	0.02995
Subdoligranulum	292632	G	86	26	112	0.00228
Flavonifractor	946234	G	34	48	82	0.00167
Vescimonas	2892396	G	20	44	64	0.00131
Ruminococcus	1263	G	7	0	7	0.00014
Lawsonibacter	2172004	G	7	14	21	0.00043
Oscillibacter	459786	G	2	4	6	0.00012
Mageeibacillus	1637257	G	2	3	5	0.00010
Solibaculum	2842531	G	2	3	5	0.00010
Anaerotruncus	244127	G	1	2	3	0.00006
Ruthenibacterium	1905344	G	1	0	1	0.00002
Clostridium	1485	G	21	524	545	0.01111
Hungatella	1649459	G	10	2	12	0.00024
Flintibacter	1918454	G	9	10	19	0.00039
Intestinimonas	1392389	G	6	5	11	0.00022
Agathobaculum	2048137	G	3	6	9	0.00018
Maliibacterium	3047433	G	2	0	2	0.00004
Aristaeella	3046369	G	2	0	2	0.00004
Acutalibacter	1918385	G	1	0	1	0.00002
Filifactor	44259	G	4	4	8	0.00016
Terrisporobacter	1505652	G	2	0	2	0.00004
Emergencia	1926556	G	1	0	1	0.00002
Caminicella	166484	G	1	0	1	0.00002
Bacillus	1386	G	94	13205	13299	0.27118
Lysinibacillus	400634	G	1	0	1	0.00002
Neobacillus	2675232	G	1	0	1	0.00002
Salicibibacter	2685905	G	1	0	1	0.00002
Gracilibacillus	74385	G	1	0	1	0.00002
Paenibacillus	44249	G	8	1	9	0.00018
Gemella	1378	G	3	0	3	0.00006
Staphylococcus	1279	G	2	1188	1190	0.02426
Sporosarcina	1569	G	1	0	1	0.00002
Brochothrix	2755	G	1	1	2	0.00004
Kyrpidia	1129704	G	1	0	1	0.00002
Streptococcus	1301	G	28	10	38	0.00077
Ligilactobacillus	2767887	G	1	0	1	0.00002
Melissococcus	33969	G	1	0	1	0.00002
Faecalibacillus	2678885	G	44	31	75	0.00153
Solobacterium	123375	G	1	1	2	0.00004
Dialister	39948	G	9	0	9	0.00018
Veillonella	29465	G	2	0	2	0.00004
Selenomonas	970	G	1	0	1	0.00002
Phascolarctobacterium	33024	G	1	0	1	0.00002
Anaerococcus	165779	G	1	0	1	0.00002
Parvimonas	543311	G	1	2	3	0.00006
Cutibacterium	1912216	G	212	63	275	0.00561
Arachnia	2801844	G	1	0	1	0.00002
Nocardioides	1839	G	1	1	2	0.00004
Corynebacterium	1716	G	23	11	34	0.00069
Dietzia	37914	G	4	0	4	0.00008
Lawsonella	1847725	G	4	2	6	0.00012
Mycobacteroides	670516	G	1	4	5	0.00010
Micrococcus	1269	G	9	0	9	0.00018
Kocuria	57493	G	3	8	11	0.00022
Arthrobacter	1663	G	1	1	2	0.00004
Rothia	32207	G	1	1	2	0.00004
Microbacterium	33882	G	1	0	1	0.00002
Salinibacterium	235888	G	1	2	3	0.00006
Dermacoccus	57495	G	3	6	9	0.00018
Xylanimonas	186188	G	1	0	1	0.00002
Brevibacterium	1696	G	1	0	1	0.00002
Bifidobacterium	1678	G	11	1	12	0.00024
Gardnerella	2701	G	1	0	1	0.00002
Pseudonocardia	1847	G	4	0	4	0.00008
Actinomyces	1654	G	2	1	3	0.00006
Streptomyces	1883	G	1	2	3	0.00006
Rubrobacter	42255	G	3	0	3	0.00006
Eggerthella	84111	G	2	0	2	0.00004
Nostoc	1177	G	3	1	4	0.00008
Rivularia	373984	G	1	0	1	0.00002
Chroococcidiopsis	54298	G	1	3	4	0.00008
Bacteroides	816	G	309	111	420	0.00856
Phocaeicola	909656	G	81	69	150	0.00306
Alistipes	239759	G	175	37	212	0.00432
Odoribacter	283168	G	62	21	83	0.00169
Segatella	2974251	G	4	1	5	0.00010
Parabacteroides	375288	G	4	5	9	0.00018
Tenuifilum	2760873	G	1	0	1	0.00002
Aureibaculum	2706948	G	2	0	2	0.00004
Flavobacterium	237	G	1	0	1	0.00002
Christiangramia	292691	G	1	0	1	0.00002
Chryseobacterium	59732	G	2	0	2	0.00004
Spirosoma	107	G	3	0	3	0.00006
Escherichia	561	G	6	10356	10362	0.21129
Enterobacter	547	G	3	1873	1876	0.03825
Shigella	620	G	2	11918	11920	0.24306
Klebsiella	570	G	1	27	28	0.00057
Pseudomonas	286	G	19	27	46	0.00094
Acinetobacter	469	G	6	0	6	0.00012
Moraxella	475	G	1	6	7	0.00014
Gallibacterium	155493	G	4	3	7	0.00014
Haemophilus	724	G	1	3	4	0.00008
Vibrio	662	G	6	8	14	0.00029
Stenotrophomonas	40323	G	4	31	35	0.00071
Halomonas	2745	G	1	1	2	0.00004
Marinomonas	28253	G	1	0	1	0.00002
Candidatus Nitrosacidococcus	2796146	G	1	0	1	0.00002
Oceanisphaera	225143	G	1	0	1	0.00002
Turicimonas	1918598	G	31	23	54	0.00110
Duodenibacillus	1980697	G	1	1	2	0.00004
Variovorax	34072	G	1	13	14	0.00029
Cupriavidus	106589	G	3	0	3	0.00006
Caldimonas	196013	G	1	10	11	0.00022
Methylobacterium	407	G	3	5	8	0.00016
Rhizobium	379	G	1	4	5	0.00010
Aureimonas	414371	G	1	0	1	0.00002
Bosea	85413	G	1	0	1	0.00002
Novosphingobium	165696	G	1	0	1	0.00002
Sphingomonas	13687	G	1	0	1	0.00002
Erythrobacter	1041	G	4	1	5	0.00010
Sediminicoccus	1706033	G	4	0	4	0.00008
Paracoccus	265	G	1	0	1	0.00002
Sulfitobacter	60136	G	1	0	1	0.00002
Asticcacaulis	76890	G	2	5	7	0.00014
Brevundimonas	41275	G	1	0	1	0.00002
Desulfovibrio	872	G	2	0	2	0.00004
Lawsonia	41707	G	2	0	2	0.00004
Nitratidesulfovibrio	2802295	G	2	23	25	0.00051
Desulfoferula	3093638	G	4	0	4	0.00008
