name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Escherichia	561	G	10	3277	3287	0.08688
Enterobacter	547	G	4	362	366	0.00967
Salmonella	590	G	4	25381	25385	0.67099
Klebsiella	570	G	3	676	679	0.01795
Candidatus Westeberhardia	1699619	G	1	1	2	0.00005
Serratia	613	G	1	1	2	0.00005
Pseudoxanthomonas	83618	G	28	1	29	0.00077
Stenotrophomonas	40323	G	16	59	75	0.00198
Xanthomonas	338	G	3	2	5	0.00013
Tahibacter	1453544	G	1	0	1	0.00003
Pseudomonas	286	G	33	182	215	0.00568
Acinetobacter	469	G	7	0	7	0.00019
Moraxella	475	G	1	0	1	0.00003
Psychrobacter	497	G	1	0	1	0.00003
Haemophilus	724	G	10	11	21	0.00056
Halomonas	2745	G	3	2	5	0.00013
Marinomonas	28253	G	1	0	1	0.00003
Rheinheimera	67575	G	2	0	2	0.00005
Candidatus Nitrosacidococcus	2796146	G	1	0	1	0.00003
Halorhodospira	85108	G	1	0	1	0.00003
Piscirickettsia	1237	G	3	0	3	0.00008
Tolumonas	43947	G	2	0	2	0.00005
Vibrio	662	G	1	143	144	0.00381
Kangiella	261963	G	1	0	1	0.00003
Sphingopyxis	165697	G	22	26	48	0.00127
Sphingomonas	13687	G	19	44	63	0.00167
Novosphingobium	165696	G	8	21	29	0.00077
Sphingobium	165695	G	7	3	10	0.00026
Rhizorhabdus	1649486	G	1	25	26	0.00069
Qipengyuania	1855416	G	4	37	41	0.00108
Sandaracinobacteroides	2883109	G	1	3	4	0.00011
Xanthobacter	279	G	16	6	22	0.00058
Azorhizobium	6	G	1	1	2	0.00005
Aquabacter	45402	G	1	1	2	0.00005
Bosea	85413	G	21	2	23	0.00061
Rhizobium	379	G	2	0	2	0.00005
Hyphomicrobium	81	G	1	2	3	0.00008
Microvirga	186650	G	2	0	2	0.00005
Methylobacterium	407	G	1	0	1	0.00003
Variibacter	1649510	G	1	1	2	0.00005
Chenggangzhangella	2041902	G	1	0	1	0.00003
Hartmannibacter	1572860	G	1	0	1	0.00003
Brucella	234	G	1	114	115	0.00304
Granulibacter	364409	G	8	17	25	0.00066
Sediminicoccus	1706033	G	3	24	27	0.00071
Roseomonas	125216	G	3	3	6	0.00016
Roseococcus	35812	G	1	9	10	0.00026
Ferrovibrio	1231242	G	1	1	2	0.00005
Rickettsia	780	G	11	0	11	0.00029
Wolbachia	953	G	3	1	4	0.00011
Candidatus Mesenet	2883098	G	1	0	1	0.00003
Paracoccus	265	G	4	0	4	0.00011
Aliiroseovarius	1658781	G	2	6	8	0.00021
Pseudooceanicola	1679449	G	1	0	1	0.00003
Caulobacter	75	G	1	7	8	0.00021
Brevundimonas	41275	G	1	0	1	0.00003
Candidatus Nucleicultrix	1509243	G	1	0	1	0.00003
Variovorax	34072	G	15	0	15	0.00040
Acidovorax	12916	G	7	41	48	0.00127
Hydrogenophaga	47420	G	2	34	36	0.00095
Rhodoferax	28065	G	1	7	8	0.00021
Duganella	75654	G	3	0	3	0.00008
Cupriavidus	106589	G	4	0	4	0.00011
Candidatus Vallotia	2018044	G	1	0	1	0.00003
Sphaerotilus	34102	G	1	5	6	0.00016
Neisseria	482	G	3	2	5	0.00013
Simonsiella	71	G	1	0	1	0.00003
Laribacter	168470	G	1	7	8	0.00021
Enterocloster	2719313	G	66	47	113	0.00299
Anaerobutyricum	2569097	G	20	42	62	0.00164
Blautia	572511	G	13	1	14	0.00037
Dorea	189330	G	9	31	40	0.00106
Lacrimispora	2719231	G	6	7	13	0.00034
Anaerostipes	207244	G	6	6	12	0.00032
Mediterraneibacter	2316020	G	4	9	13	0.00034
Kineothrix	2163168	G	4	0	4	0.00011
Lachnoclostridium	1506553	G	4	1	5	0.00013
Lachnoanaerobaculum	1164882	G	2	0	2	0.00005
Stomatobaculum	1213720	G	2	0	2	0.00005
Roseburia	841	G	1	0	1	0.00003
Agathobacter	1766253	G	1	2	3	0.00008
Butyrivibrio	830	G	1	2	3	0.00008
Clostridium	1485	G	23	59	82	0.00217
Hungatella	1649459	G	1	2	3	0.00008
Flavonifractor	946234	G	10	15	25	0.00066
Subdoligranulum	292632	G	3	0	3	0.00008
Faecalibacterium	216851	G	2	0	2	0.00005
Ruthenibacterium	1905344	G	1	1	2	0.00005
Amygdalobacter	3079925	G	1	0	1	0.00003
Pusillibacter	2892397	G	1	1	2	0.00005
