name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacillus	1386	G	213	5029	5242	0.09398
Neobacillus	2675232	G	5	0	5	0.00009
Cytobacillus	2675230	G	1	0	1	0.00002
Mesobacillus	2675231	G	1	0	1	0.00002
Priestia	2800373	G	1	0	1	0.00002
Staphylococcus	1279	G	24	149	173	0.00310
Mammaliicoccus	2803850	G	1	0	1	0.00002
Paenibacillus	44249	G	5	0	5	0.00009
Gemella	1378	G	1	0	1	0.00002
Streptococcus	1301	G	33	2	35	0.00063
Lactobacillus	1578	G	6	42	48	0.00086
Lacticaseibacillus	2759736	G	1	0	1	0.00002
Aerococcus	1375	G	2	0	2	0.00004
Carnobacterium	2747	G	1	0	1	0.00002
Enterocloster	2719313	G	3	2	5	0.00009
Mediterraneibacter	2316020	G	2	3	5	0.00009
Blautia	572511	G	1	0	1	0.00002
Butyrivibrio	830	G	1	0	1	0.00002
Anaerobutyricum	2569097	G	1	2	3	0.00005
Lachnoclostridium	1506553	G	1	0	1	0.00002
Chakrabartyella	3088373	G	1	0	1	0.00002
Cellulosilyticum	698776	G	1	1	2	0.00004
Acetivibrio	35829	G	1	1	2	0.00004
Caproicibacterium	2834348	G	1	0	1	0.00002
Flavonifractor	946234	G	1	0	1	0.00002
Clostridium	1485	G	2	0	2	0.00004
Romboutsia	1501226	G	1	0	1	0.00002
Veillonella	29465	G	5	0	5	0.00009
Phascolarctobacterium	33024	G	2	0	2	0.00004
Anaerococcus	165779	G	5	1	6	0.00011
Finegoldia	150022	G	1	0	1	0.00002
Thomasclavelia	3025755	G	4	0	4	0.00007
Allocoprobacillus	3059504	G	1	0	1	0.00002
Cutibacterium	1912216	G	152	41	193	0.00346
Nocardioides	1839	G	3	2	5	0.00009
Corynebacterium	1716	G	21	1	22	0.00039
Lawsonella	1847725	G	9	2	11	0.00020
Mycobacterium	1763	G	6	6	12	0.00022
Mycolicibacterium	1866885	G	1	0	1	0.00002
Mycolicibacillus	2126281	G	1	0	1	0.00002
Rhodococcus	1827	G	2	0	2	0.00004
Kocuria	57493	G	9	3	12	0.00022
Micrococcus	1269	G	9	5	14	0.00025
Arthrobacter	1663	G	3	1	4	0.00007
Rothia	32207	G	1	0	1	0.00002
Janibacter	53457	G	2	3	5	0.00009
Dermacoccus	57495	G	2	0	2	0.00004
Cellulomonas	1707	G	1	1	2	0.00004
Actinomyces	1654	G	13	3	16	0.00029
Streptomyces	1883	G	7	4	11	0.00020
Actinomycetospora	402649	G	5	2	7	0.00013
Saccharomonospora	1851	G	1	0	1	0.00002
Bifidobacterium	1678	G	1	0	1	0.00002
Nostoc	1177	G	6	8	14	0.00025
Richelia	98443	G	1	1	2	0.00004
Nodularia	159191	G	2	0	2	0.00004
Fischerella	1190	G	2	0	2	0.00004
Calothrix	1186	G	2	2	4	0.00007
Synechocystis	1142	G	5	0	5	0.00009
Synechococcus	1129	G	3	0	3	0.00005
Crinalium	241421	G	5	8	13	0.00023
Gloeothece	28070	G	1	0	1	0.00002
Oscillatoria	1158	G	1	0	1	0.00002
Pseudanabaena	1152	G	2	0	2	0.00004
Geitlerinema	63132	G	2	2	4	0.00007
Stanieria	102115	G	1	0	1	0.00002
Trichocoleus	450526	G	1	1	2	0.00004
Truepera	332248	G	2	0	2	0.00004
Deinococcus	1298	G	1	0	1	0.00002
Escherichia	561	G	12	39446	39458	0.70740
Klebsiella	570	G	7	7603	7610	0.13643
Enterobacter	547	G	4	218	222	0.00398
Salmonella	590	G	3	1276	1279	0.02293
Xenorhabdus	626	G	1	0	1	0.00002
Arsenophonus	637	G	1	0	1	0.00002
Pectobacterium	122277	G	1	0	1	0.00002
Serratia	613	G	1	0	1	0.00002
Acinetobacter	469	G	21	69	90	0.00161
Moraxella	475	G	8	1	9	0.00016
Psychrobacter	497	G	1	0	1	0.00002
Pseudomonas	286	G	15	142	157	0.00281
Stenotrophomonas	40323	G	12	10	22	0.00039
Xanthomonas	338	G	1	0	1	0.00002
Pseudoxanthomonas	83618	G	1	0	1	0.00002
Haemophilus	724	G	1	4	5	0.00009
Vibrio	662	G	5	3	8	0.00014
Halomonas	2745	G	2	0	2	0.00004
Salinicola	404432	G	1	0	1	0.00002
Alcanivorax	59753	G	1	0	1	0.00002
Alteromonas	226	G	1	0	1	0.00002
Pseudoalteromonas	53246	G	1	1	2	0.00004
Rheinheimera	67575	G	1	0	1	0.00002
Paracidovorax	3051137	G	1	0	1	0.00002
Variovorax	34072	G	1	0	1	0.00002
Delftia	80865	G	1	0	1	0.00002
Diaphorobacter	238749	G	1	0	1	0.00002
Cupriavidus	106589	G	9	7	16	0.00029
Ralstonia	48736	G	2	0	2	0.00004
Massilia	149698	G	2	7	9	0.00016
Caldimonas	196013	G	1	3	4	0.00007
Vitreoscilla	59	G	2	1	3	0.00005
Sphingomonas	13687	G	9	6	15	0.00027
Asticcacaulis	76890	G	6	0	6	0.00011
Brevundimonas	41275	G	1	0	1	0.00002
Methylobacterium	407	G	1	0	1	0.00002
Devosia	46913	G	1	0	1	0.00002
Aliiroseovarius	1658781	G	1	3	4	0.00007
Roseomonas	125216	G	2	0	2	0.00004
Acidocella	50709	G	1	0	1	0.00002
Bacteroides	816	G	4	0	4	0.00007
Phocaeicola	909656	G	4	1	5	0.00009
Porphyromonas	836	G	4	0	4	0.00007
Prevotella	838	G	2	0	2	0.00004
Parabacteroides	375288	G	1	0	1	0.00002
Elizabethkingia	308865	G	2	1	3	0.00005
Chryseobacterium	59732	G	1	0	1	0.00002
Spirosoma	107	G	3	0	3	0.00005
Echinicola	390846	G	1	0	1	0.00002
Fusobacterium	848	G	4	0	4	0.00007
Leptotrichia	32067	G	2	0	2	0.00004
Methanocaldococcus	196118	G	425	374	799	0.01432
Methanococcus	2184	G	1	0	1	0.00002
Homo	9605	G	20	2	22	0.00039
