name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mediterraneibacter	2316020	G	292	82	374	0.00498
Anaerostipes	207244	G	228	66	294	0.00392
Agathobacter	1766253	G	175	48	223	0.00297
Anaerobutyricum	2569097	G	92	24	116	0.00155
Blautia	572511	G	56	976	1032	0.01375
Dorea	189330	G	48	19	67	0.00089
Coprococcus	33042	G	31	13	44	0.00059
Roseburia	841	G	21	2	23	0.00031
Simiaoa	2944193	G	18	3	21	0.00028
Enterocloster	2719313	G	14	0	14	0.00019
Wansuia	2944198	G	7	0	7	0.00009
Marvinbryantia	248744	G	5	0	5	0.00007
Anaerocolumna	1843210	G	2	0	2	0.00003
Herbinix	1663717	G	2	0	2	0.00003
Pseudobutyrivibrio	46205	G	2	0	2	0.00003
Lachnoclostridium	1506553	G	1	0	1	0.00001
Chakrabartyella	3088373	G	1	0	1	0.00001
Anaeromicropila	3024823	G	1	0	1	0.00001
Lachnoanaerobaculum	1164882	G	1	0	1	0.00001
Defluviitalea	1185408	G	2	0	2	0.00003
Faecalibacterium	216851	G	881	265	1146	0.01527
Subdoligranulum	292632	G	10	7	17	0.00023
Vescimonas	2892396	G	4	19	23	0.00031
Pusillibacter	2892397	G	1	2	3	0.00004
Ruthenibacterium	1905344	G	1	2	3	0.00004
Petroclostridium	2304687	G	1	0	1	0.00001
Clostridium	1485	G	7	53	60	0.00080
Hungatella	1649459	G	5	1	6	0.00008
Candidatus Formimonas	2840454	G	4	0	4	0.00005
Proteiniborus	415014	G	1	0	1	0.00001
Terrisporobacter	1505652	G	2	0	2	0.00003
Bacillus	1386	G	161	7487	7648	0.10188
Salicibibacter	2685905	G	5	0	5	0.00007
Neobacillus	2675232	G	2	0	2	0.00003
Heyndrickxia	2837504	G	1	0	1	0.00001
Peribacillus	2675229	G	1	0	1	0.00001
Staphylococcus	1279	G	72	1092	1164	0.01551
Macrococcoides	3076173	G	2	1	3	0.00004
Paenibacillus	44249	G	5	0	5	0.00007
Gemella	1378	G	2	0	2	0.00003
Solibacillus	648800	G	1	0	1	0.00001
Thermoactinomyces	2023	G	1	0	1	0.00001
Exiguobacterium	33986	G	1	0	1	0.00001
Streptococcus	1301	G	38	11	49	0.00065
Dolosigranulum	29393	G	2	0	2	0.00003
Granulicatella	117563	G	1	0	1	0.00001
Marinilactibacillus	191769	G	1	0	1	0.00001
Pediococcus	1253	G	1	0	1	0.00001
Weissella	46255	G	1	0	1	0.00001
Ligilactobacillus	2767887	G	1	0	1	0.00001
Vagococcus	2737	G	1	0	1	0.00001
Faecalibacillus	2678885	G	133	40	173	0.00230
Erysipelothrix	1647	G	1	0	1	0.00001
Veillonella	29465	G	11	0	11	0.00015
Anaerococcus	165779	G	3	1	4	0.00005
Finegoldia	150022	G	2	0	2	0.00003
Peptoniphilus	162289	G	1	0	1	0.00001
Cutibacterium	1912216	G	172	61	233	0.00310
Raineyella	1911549	G	1	2	3	0.00004
Nocardioides	1839	G	2	3	5	0.00007
Kocuria	57493	G	16	31	47	0.00063
Arthrobacter	1663	G	13	0	13	0.00017
Micrococcus	1269	G	13	0	13	0.00017
Rothia	32207	G	5	5	10	0.00013
Microbacterium	33882	G	5	11	16	0.00021
Agromyces	33877	G	3	5	8	0.00011
Agrococcus	46352	G	2	0	2	0.00003
Brachybacterium	43668	G	9	0	9	0.00012
Dermacoccus	57495	G	7	12	19	0.00025
Janibacter	53457	G	1	0	1	0.00001
Corynebacterium	1716	G	28	8	36	0.00048
Rhodococcus	1827	G	3	3	6	0.00008
Gordonia	2053	G	1	0	1	0.00001
Lawsonella	1847725	G	1	0	1	0.00001
Bifidobacterium	1678	G	16	6	22	0.00029
Gardnerella	2701	G	2	0	2	0.00003
Actinomyces	1654	G	15	1	16	0.00021
Schaalia	2529408	G	2	0	2	0.00003
Boudabousia	2767318	G	1	0	1	0.00001
Streptomyces	1883	G	3	8	11	0.00015
Actinomycetospora	402649	G	1	2	3	0.00004
Actinomadura	1988	G	1	1	2	0.00003
Pseudofrankia	2994363	G	1	1	2	0.00003
Blastococcus	38501	G	1	1	2	0.00003
Eggerthella	84111	G	3	2	5	0.00007
Collinsella	102106	G	2	0	2	0.00003
Ilumatobacter	682522	G	2	0	2	0.00003
Moorena	1155738	G	9	0	9	0.00012
Oscillatoria	1158	G	1	2	3	0.00004
Planktothrix	54304	G	1	0	1	0.00001
Candidatus Atelocyanobacterium	1453359	G	1	0	1	0.00001
Gloeocapsopsis	693222	G	1	5	6	0.00008
Nostoc	1177	G	5	10	15	0.00020
Chroococcidiopsis	54298	G	4	24	28	0.00037
Leptolyngbya	47251	G	4	9	13	0.00017
Chamaesiphon	217161	G	3	4	7	0.00009
Synechococcus	1129	G	1	0	1	0.00001
Acaryochloris	155977	G	1	0	1	0.00001
Allomeiothermus	2935559	G	1	1	2	0.00003
Deinococcus	1298	G	2	0	2	0.00003
Truepera	332248	G	2	0	2	0.00003
Mycoplasmoides	2995234	G	2	0	2	0.00003
Spiroplasma	2132	G	1	0	1	0.00001
Candidatus Promineifilum	1988031	G	1	0	1	0.00001
Escherichia	561	G	16	4013	4029	0.05367
Klebsiella	570	G	11	6638	6649	0.08857
Salmonella	590	G	5	47746	47751	0.63607
Enterobacter	547	G	2	1022	1024	0.01364
Kosakonia	1330547	G	1	0	1	0.00001
Serratia	613	G	2	0	2	0.00003
Erwinia	551	G	1	1	2	0.00003
Dickeya	204037	G	1	2	3	0.00004
Providencia	586	G	1	41	42	0.00056
Pseudomonas	286	G	138	185	323	0.00430
Haemophilus	724	G	55	71	126	0.00168
Moraxella	475	G	9	0	9	0.00012
Acinetobacter	469	G	4	0	4	0.00005
Psychrobacter	497	G	2	3	5	0.00007
Stenotrophomonas	40323	G	7	10	17	0.00023
Xanthomonas	338	G	2	0	2	0.00003
Tahibacter	1453544	G	1	0	1	0.00001
Allochromatium	85072	G	1	0	1	0.00001
Thermochromatium	85073	G	1	0	1	0.00001
Candidatus Nitrosacidococcus	2796146	G	1	0	1	0.00001
Thioalkalivibrio	106633	G	2	0	2	0.00003
Candidatus Endoriftia	393764	G	1	0	1	0.00001
Legionella	445	G	4	0	4	0.00005
Halomonas	2745	G	4	2	6	0.00008
Vibrio	662	G	2	0	2	0.00003
Photobacterium	657	G	1	1	2	0.00003
Francisella	262	G	1	0	1	0.00001
Flagellatimonas	2893022	G	1	0	1	0.00001
Aeromonas	642	G	1	1	2	0.00003
Sphingomonas	13687	G	27	13	40	0.00053
Sphingosinicella	335405	G	2	15	17	0.00023
Brevundimonas	41275	G	10	2	12	0.00016
Asticcacaulis	76890	G	10	5	15	0.00020
Caulobacter	75	G	2	0	2	0.00003
